alerta_id,tipo_alerta,severidad,score_alerta,estado,descripcion,fecha_creacion,fecha_cierre,es_falso_positivo,reglas_disparadas,acciones_recomendadas,analista_asignado
AL0000704,VELOCIDAD_ANOMALA,3,0.65,CERRADA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0000829,2025-10-30T11:20:15Z,2025-11-03,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_20
AL0000705,COMERCIO_BLACKLIST,3,0.67,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0003748,2025-11-09T11:57:37Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_13
AL0000706,PATRON_SOSPECHOSO,3,0.61,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002270,2025-11-12T09:13:00Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_08
AL0000707,VELOCIDAD_ANOMALA,3,0.69,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0008518,2025-11-14T18:24:42Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_16
AL0000708,VELOCIDAD_ANOMALA,3,0.67,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0008502,2025-11-15T05:54:53Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_22
AL0000709,PATRON_SOSPECHOSO,3,0.65,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008300,2025-11-29T22:20:19Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_14
AL0000710,PATRON_SOSPECHOSO,3,0.65,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004775,2025-12-01T08:43:05Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_22
AL0000711,DISPOSITIVO_COMPROMETIDO,3,0.67,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007068,2025-12-01T17:46:49Z,,true,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_12
AL0000712,PATRON_SOSPECHOSO,3,0.70,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001106,2025-12-05T02:34:12Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_13
AL0000713,PATRON_SOSPECHOSO,3,0.69,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006595,2025-12-06T04:49:57Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_09
AL0000714,PATRON_SOSPECHOSO,3,0.65,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003114,2025-12-07T23:46:54Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_15
AL0000715,VELOCIDAD_ANOMALA,3,0.67,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0008244,2025-12-09T05:23:00Z,,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_05
AL0000716,PATRON_SOSPECHOSO,3,0.60,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006008,2025-12-14T02:05:23Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_09
AL0000717,PATRON_SOSPECHOSO,3,0.70,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001838,2025-12-24T01:47:06Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_18
AL0000718,VELOCIDAD_ANOMALA,3,0.60,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0008067,2025-12-24T14:41:59Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_18
AL0000719,PATRON_SOSPECHOSO,3,0.67,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004375,2025-12-26T04:24:05Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_03
AL0000720,VELOCIDAD_ANOMALA,3,0.68,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0002216,2025-12-29T14:28:22Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_10
AL0000721,DISPOSITIVO_COMPROMETIDO,3,0.70,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0002413,2026-01-05T11:41:24Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_13
AL0000722,PATRON_SOSPECHOSO,3,0.68,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006933,2026-01-06T12:16:00Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_01
AL0000723,PATRON_SOSPECHOSO,3,0.64,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008658,2026-01-06T18:27:17Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_05
AL0000724,DISPOSITIVO_COMPROMETIDO,3,0.67,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005988,2026-01-07T10:14:21Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_12
AL0000725,PATRON_SOSPECHOSO,3,0.66,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003733,2026-01-12T16:17:55Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_05
AL0000726,PATRON_SOSPECHOSO,3,0.71,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008748,2026-01-13T01:43:11Z,2026-01-18,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_02
AL0000727,COMERCIO_BLACKLIST,3,0.67,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0003837,2026-01-13T13:49:41Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_21
AL0000728,PATRON_SOSPECHOSO,3,0.67,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001230,2026-01-13T21:41:28Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_02
AL0000729,PATRON_SOSPECHOSO,3,0.70,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002974,2026-01-14T19:31:47Z,2026-01-23,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_15
AL0000730,VELOCIDAD_ANOMALA,3,0.69,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0001063,2026-01-18T11:45:49Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_12
AL0000731,DISPOSITIVO_COMPROMETIDO,3,0.69,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007459,2026-01-23T13:49:11Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_11
AL0000732,PATRON_SOSPECHOSO,3,0.67,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003226,2026-01-25T20:52:44Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_12
AL0000733,PATRON_SOSPECHOSO,3,0.63,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007959,2026-01-31T14:19:28Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_21
AL0000734,PATRON_SOSPECHOSO,3,0.65,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001787,2026-02-01T16:08:35Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_20
AL0000735,PATRON_SOSPECHOSO,3,0.66,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001922,2026-02-02T00:41:17Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_09
AL0000736,VELOCIDAD_ANOMALA,3,0.66,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0006569,2026-02-03T18:00:38Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_04
AL0000737,PATRON_SOSPECHOSO,3,0.61,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001676,2026-02-05T00:35:20Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_14
AL0000738,VELOCIDAD_ANOMALA,3,0.60,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0001382,2026-02-09T13:16:14Z,,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_07
AL0000739,VELOCIDAD_ANOMALA,3,0.60,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0002140,2026-02-13T06:00:23Z,,true,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_08
AL0000740,VELOCIDAD_ANOMALA,3,0.69,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0007901,2026-02-19T04:07:24Z,,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_05
AL0000741,PATRON_SOSPECHOSO,3,0.63,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006093,2026-02-27T22:03:15Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_14
AL0000742,PATRON_SOSPECHOSO,3,0.60,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005715,2026-03-04T17:14:10Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_01
AL0000743,PATRON_SOSPECHOSO,3,0.65,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007106,2026-03-18T18:11:05Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_17
AL0000744,VELOCIDAD_ANOMALA,3,0.66,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0001189,2026-03-24T10:30:37Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_13
AL0000745,VELOCIDAD_ANOMALA,3,0.69,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0004570,2026-03-27T00:06:38Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_02
AL0000746,PATRON_SOSPECHOSO,3,0.60,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007533,2026-03-29T02:47:17Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_12
AL0000747,DISPOSITIVO_COMPROMETIDO,3,0.68,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0006484,2026-03-30T01:17:04Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_18
AL0000748,PATRON_SOSPECHOSO,3,0.67,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007576,2026-04-04T17:08:59Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_01
AL0000749,PATRON_SOSPECHOSO,3,0.65,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008557,2026-04-05T01:56:57Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_04
AL0000750,DISPOSITIVO_COMPROMETIDO,3,0.62,CERRADA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0006302,2026-04-05T14:02:24Z,2026-04-17,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_16
AL0000751,PATRON_SOSPECHOSO,3,0.65,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000246,2026-04-05T16:21:01Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_20
AL0000752,PATRON_SOSPECHOSO,3,0.69,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008751,2026-04-14T23:06:58Z,2026-04-23,true,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_05
AL0000753,DISPOSITIVO_COMPROMETIDO,3,0.70,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0006578,2026-04-15T06:51:50Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_09
AL0000754,PATRON_SOSPECHOSO,3,0.64,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006143,2026-04-18T00:21:29Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_14
AL0000755,PATRON_SOSPECHOSO,3,0.58,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001697,2025-10-27T01:31:14Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_02
AL0000756,DISPOSITIVO_COMPROMETIDO,3,0.70,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007561,2025-10-28T07:54:03Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_06
AL0000757,PATRON_SOSPECHOSO,3,0.68,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003028,2025-10-29T14:01:13Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_10
AL0000758,PATRON_SOSPECHOSO,3,0.68,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005023,2025-10-30T08:20:06Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_03
AL0000759,PATRON_SOSPECHOSO,3,0.59,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002370,2025-10-30T10:01:03Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_05
AL0000760,DISPOSITIVO_COMPROMETIDO,3,0.63,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0008381,2025-11-02T21:02:21Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_05
AL0000761,COMERCIO_BLACKLIST,3,0.67,EN_INVESTIGACION,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0008959,2025-11-04T12:21:25Z,,false,R3_COMERCIO_BLACKLIST,monitoreo_reforzado|validar_identidad,analista_06
AL0000762,COMERCIO_BLACKLIST,3,0.69,EN_INVESTIGACION,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0004100,2025-11-06T14:05:33Z,,false,R3_COMERCIO_BLACKLIST,monitoreo_reforzado|validar_identidad,analista_20
AL0000763,PATRON_SOSPECHOSO,3,0.62,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002246,2025-11-13T12:06:56Z,2025-11-19,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_21
AL0000764,PATRON_SOSPECHOSO,3,0.62,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003791,2025-11-16T16:11:07Z,2025-11-25,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_12
AL0000765,PATRON_SOSPECHOSO,3,0.62,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005422,2025-11-19T03:21:46Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_21
AL0000766,DISPOSITIVO_COMPROMETIDO,3,0.67,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007526,2025-11-19T07:01:15Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_01
AL0000767,PATRON_SOSPECHOSO,3,0.68,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006432,2025-11-20T05:20:56Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_01
AL0000768,PATRON_SOSPECHOSO,3,0.69,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004914,2025-11-21T01:47:47Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_08
AL0000769,PATRON_SOSPECHOSO,3,0.68,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005671,2025-11-21T14:21:58Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_20
AL0000770,DISPOSITIVO_COMPROMETIDO,3,0.67,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0003615,2025-11-22T03:07:26Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_22
AL0000771,PATRON_SOSPECHOSO,3,0.66,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007265,2025-11-22T03:55:09Z,,true,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_09
AL0000772,PATRON_SOSPECHOSO,3,0.66,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001152,2025-11-24T11:23:01Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_21
AL0000773,PATRON_SOSPECHOSO,3,0.69,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006785,2025-11-26T02:08:18Z,2025-12-04,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_11
AL0000774,PATRON_SOSPECHOSO,3,0.59,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003432,2025-11-26T07:37:36Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_01
AL0000775,PATRON_SOSPECHOSO,3,0.59,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004034,2025-11-27T15:52:43Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_07
AL0000776,PATRON_SOSPECHOSO,3,0.61,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002763,2025-12-05T08:41:22Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_21
AL0000777,PATRON_SOSPECHOSO,3,0.59,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006051,2025-12-07T06:43:44Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_14
AL0000778,DISPOSITIVO_COMPROMETIDO,3,0.64,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005612,2025-12-10T00:38:15Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_09
AL0000779,COMERCIO_BLACKLIST,3,0.67,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0008375,2025-12-16T14:26:39Z,,false,R3_COMERCIO_BLACKLIST,monitoreo_reforzado|validar_identidad,analista_02
AL0000780,VELOCIDAD_ANOMALA,3,0.70,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0000215,2025-12-17T05:07:02Z,,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_13
AL0000781,COMERCIO_BLACKLIST,3,0.62,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0005964,2025-12-20T05:10:38Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_07
AL0000782,PATRON_SOSPECHOSO,3,0.58,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006410,2025-12-20T10:53:41Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_13
AL0000783,PATRON_SOSPECHOSO,3,0.60,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001264,2025-12-23T16:23:48Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_14
AL0000784,PATRON_SOSPECHOSO,3,0.67,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006555,2025-12-24T05:56:15Z,,true,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_18
AL0000785,PATRON_SOSPECHOSO,3,0.65,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001431,2025-12-28T05:02:36Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_02
AL0000786,DISPOSITIVO_COMPROMETIDO,3,0.60,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0008601,2025-12-28T07:37:15Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_20
AL0000787,PATRON_SOSPECHOSO,3,0.61,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008311,2025-12-29T14:50:18Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_01
AL0000788,PATRON_SOSPECHOSO,3,0.63,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008835,2025-12-31T01:19:28Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_12
AL0000789,COMERCIO_BLACKLIST,3,0.69,EN_INVESTIGACION,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0006986,2025-12-31T08:57:02Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_19
AL0000790,PATRON_SOSPECHOSO,3,0.69,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003422,2026-01-02T00:40:03Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_06
AL0000791,PATRON_SOSPECHOSO,3,0.66,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005790,2026-01-02T11:12:50Z,,false,R5_PATRON_RED,monitoreo_reforzado|validar_identidad,analista_11
AL0000792,PATRON_SOSPECHOSO,3,0.68,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001878,2026-01-03T03:56:43Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_02
AL0000793,VELOCIDAD_ANOMALA,3,0.67,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0008918,2026-01-08T02:27:19Z,,false,R2_VELOCIDAD,monitoreo_reforzado|validar_identidad,analista_13
AL0000794,PATRON_SOSPECHOSO,3,0.66,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007780,2026-01-09T02:40:30Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_05
AL0000795,PATRON_SOSPECHOSO,3,0.63,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000369,2026-01-13T08:21:22Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_10
AL0000796,PATRON_SOSPECHOSO,3,0.62,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001568,2026-01-22T02:54:52Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_07
AL0000797,PATRON_SOSPECHOSO,3,0.63,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008871,2026-01-23T13:09:22Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_06
AL0000798,VELOCIDAD_ANOMALA,3,0.68,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0004020,2026-01-24T01:28:04Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_16
AL0000799,COMERCIO_BLACKLIST,3,0.65,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0004236,2026-01-27T22:04:41Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_09
AL0000800,VELOCIDAD_ANOMALA,3,0.68,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0004945,2026-01-29T07:07:01Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_19
AL0000801,PATRON_SOSPECHOSO,3,0.63,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002580,2026-01-31T13:28:59Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_12
AL0000802,PATRON_SOSPECHOSO,3,0.63,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000867,2026-01-31T21:19:32Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_14
AL0000803,PATRON_SOSPECHOSO,3,0.62,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006203,2026-02-04T21:53:55Z,2026-02-08,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_22
AL0000804,PATRON_SOSPECHOSO,3,0.61,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006783,2026-02-06T02:11:21Z,2026-02-13,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_18
AL0000805,COMERCIO_BLACKLIST,3,0.64,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0006814,2026-02-06T06:56:08Z,,false,R3_COMERCIO_BLACKLIST,monitoreo_reforzado|validar_identidad,analista_08
AL0000806,DISPOSITIVO_COMPROMETIDO,3,0.59,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0002779,2026-02-12T22:35:55Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|validar_identidad,analista_09
AL0000807,DISPOSITIVO_COMPROMETIDO,3,0.66,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0001124,2026-02-13T11:25:46Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|validar_identidad,analista_08
