dispositivo_id,fingerprint,tipo_dispositivo,sistema_operativo,app_version,ip_publica,imei_hash,rooteado,emulador,idiomas,fecha_registro,ultima_actividad,confianza
D000273,fp_2a7c81b2027d29b90cd0,LAPTOP,Windows 11,3.17.4,69.136.18.20,h_9afb7d0c92b6b52a17b359,false,false,es-GT|en-US,2024-11-25,2026-04-14T13:33:47Z,0.87
D000274,fp_aca9d793a0a5b0f0e29b,MOBILE,Android 14,3.19.2,99.79.69.59,h_eed1e4eba897b80047a2d9,false,false,es-GT|en-US,2022-08-04,2026-02-18T14:25:07Z,0.77
D000275,fp_6affb1c4acfa29b9d89c,MOBILE,iOS 17,4.4.5,101.237.66.231,h_1463f81b1842565902f896,false,false,es-GT|en-US,2022-02-07,2026-02-20T23:49:46Z,0.93
D000276,fp_2fbebb003a19a34fd355,MOBILE,Android 13,4.20.8,162.120.44.235,h_c9ddb8719d6fccb5363573,false,false,es-GT|en-US,2025-12-08,2026-03-28T07:15:00Z,0.84
D000277,fp_ed9d90535d27699a45da,MOBILE,Android 14,2.2.2,112.124.74.238,h_34588215cf0154801cd574,false,false,es-GT|en-US,2024-02-20,2026-01-13T17:32:49Z,0.74
D000278,fp_541e984c2a83d396447c,MOBILE,Android 14,4.0.8,103.143.90.137,h_40184ce025b2515487265b,false,false,es-GT,2024-01-26,2026-03-16T01:30:18Z,0.95
D000279,fp_f8bebc4b1e90e7a6867c,MOBILE,Android 13,4.2.4,46.202.47.48,h_bc7ab6fd10c8b00db2d30f,true,false,es-GT,2023-04-25,2026-04-20T15:11:25Z,0.68
D000280,fp_801aa8c2e3a71436e14d,MOBILE,iOS 18,2.9.9,36.84.181.57,h_4da7cee92d34adbad713c5,false,true,es-GT,2025-09-11,2026-01-18T16:12:41Z,0.60
D000281,fp_2361616918ac5140a847,LAPTOP,macOS 14,2.18.6,187.250.5.233,h_32c163b5096e1877938259,false,false,es-GT,2021-04-05,2026-01-20T05:40:05Z,0.94
D000282,fp_fb530d76c808b0c07562,MOBILE,Android 13,4.5.5,56.242.225.110,h_b562482e356f6046a87a00,true,false,es-GT|en-US,2023-03-03,2026-03-18T06:14:04Z,0.50
D000283,fp_29788c6561be4ebcc12c,MOBILE,iOS 18,2.12.2,37.145.74.165,h_17a340f46ed6330c8e562d,false,false,es-GT|en-US,2022-06-08,2026-02-13T13:56:53Z,0.87
D000284,fp_34e4239fb2ab6503c529,TABLET,iPadOS 17,4.20.5,160.105.31.63,h_81ac586365b04cf44c31a3,false,false,es-GT|en-US,2025-11-10,2026-01-28T22:03:16Z,0.76
D000285,fp_c33b23e286fdb8f5465d,MOBILE,iOS 17,3.15.2,61.32.124.160,h_c6cb5ffef6cf84789a440d,false,false,es-GT,2022-07-14,2026-02-05T08:05:49Z,0.95
D000286,fp_7c7acb9a408fda5cee41,MOBILE,Android 13,3.5.3,23.209.49.176,h_f62d9ecd9528f4458f33ef,false,false,es-GT,2020-12-26,2026-03-14T00:24:44Z,0.85
D000287,fp_3512ef460dfc5b4b61ad,MOBILE,iOS 18,4.12.2,85.108.132.1,h_1cff589bd5e8a24cefc69a,false,false,es-GT|en-US,2020-12-23,2026-01-28T12:45:44Z,0.82
D000288,fp_19aa9c6de13b3c6eeec2,LAPTOP,Windows 11,3.3.0,89.13.75.7,h_c7456b0035eb2fa89fe54e,false,true,es-GT,2022-09-08,2026-01-23T17:31:21Z,0.60
D000289,fp_385799a7221e295787ce,MOBILE,Android 14,4.18.8,31.230.28.205,h_40bad7265c9038f5bd4f4c,false,false,es-GT|en-US,2024-06-18,2026-03-15T07:33:06Z,0.86
D000290,fp_188ba23c3c3747b950ff,MOBILE,iOS 17,2.0.1,179.98.91.121,h_63dc6ef9772b69ed150bb9,false,false,es-GT,2022-07-23,2026-02-14T03:10:36Z,0.79
D000291,fp_38efc7e98423465844e2,MOBILE,iOS 17,2.6.9,34.157.197.73,h_a99be98529d60c39353632,false,false,es-GT|en-US,2024-01-11,2026-01-13T15:49:40Z,0.81
D000292,fp_2dfb411015e0a9828ff7,MOBILE,iOS 18,2.0.8,23.115.37.23,h_2630bd17e36be765591fb8,false,false,es-GT|en-US,2021-12-29,2026-01-06T07:15:37Z,0.76
D000293,fp_f86e6e2fc4fc8d5faa4f,MOBILE,Android 13,4.17.6,105.29.197.236,h_0a653a8bbf305d6d2bb623,false,false,es-GT,2023-05-10,2026-03-15T15:48:40Z,0.81
D000294,fp_348bbc3776766172ea61,MOBILE,Android 13,2.5.0,38.29.148.41,h_d2d553317595360ab52e45,false,false,es-GT,2024-01-04,2026-01-05T14:09:09Z,0.82
D000295,fp_735569fa93f6c9a87d88,MOBILE,iOS 18,2.5.7,71.158.123.191,h_1e4672f474baf307efaa77,false,false,es-GT|en-US,2024-05-20,2026-01-06T23:56:07Z,0.98
D000296,fp_e1bd0a1742120d00df0f,MOBILE,Android 14,2.4.3,142.154.120.113,h_c0637568e5869d72ad20ab,false,false,es-GT|en-US,2020-08-22,2026-02-02T06:17:55Z,0.95
D000297,fp_f44ec1aecbc386238768,MOBILE,iOS 17,4.20.1,90.87.192.166,h_5bdb74863c5c5e03fa7fb3,false,false,es-GT,2020-11-03,2026-01-29T13:28:08Z,0.94
D000298,fp_0bb21938232c5198ac9b,MOBILE,Android 13,3.11.9,194.6.120.2,h_1af599ba6b3cdce0531116,false,false,es-GT,2025-11-25,2026-02-10T10:41:05Z,0.74
D000299,fp_cf5c565d7df2cbdc6020,MOBILE,iOS 17,2.9.6,102.207.220.11,h_15090c44c4fc2e9e08e77d,false,false,es-GT,2021-10-09,2026-03-20T03:47:48Z,0.94
D000300,fp_a95ba9e8d5347724eb25,LAPTOP,macOS 14,4.15.5,174.97.7.73,h_35f5a9a198b988d8be6f86,false,false,es-GT,2020-03-13,2026-02-21T19:57:28Z,0.87
D000301,fp_53f777ec1bfbabf35b92,MOBILE,Android 14,4.10.1,80.163.100.200,h_4eee766ec037a2cf0ec477,true,false,es-GT|en-US,2023-09-12,2026-02-09T18:50:10Z,0.49
D000302,fp_e82d20237df4d162f5ab,LAPTOP,macOS 14,2.15.2,40.218.74.65,h_96281d70167c53a26882c9,false,false,es-GT,2025-01-20,2026-02-16T10:54:48Z,0.81
D000303,fp_1920d625a29068639a57,MOBILE,Android 13,3.6.2,72.98.86.162,h_b3e317066e3b66fef5a339,false,false,es-GT,2020-11-04,2026-02-26T04:15:01Z,0.73
D000304,fp_4287493d0fa0c97cf464,MOBILE,Android 13,2.0.4,81.76.66.30,h_b6047d8ff61ab435acb7ae,true,false,es-GT|en-US,2023-09-18,2026-02-18T05:01:34Z,0.56
D000305,fp_c87c5e06995e0013cc0e,LAPTOP,Ubuntu 22.04,3.9.5,104.124.254.205,h_c0fd6e387d996ca88955f3,false,false,es-GT,2025-04-22,2026-03-24T13:04:07Z,0.87
D000306,fp_bd3cdaefa7800ed33852,MOBILE,Android 14,2.20.7,114.37.16.12,h_835404d1850979c91a11e4,false,false,es-GT,2025-02-13,2026-03-18T08:50:15Z,0.86
D000307,fp_eb8ea62073b385242724,MOBILE,iOS 17,2.11.7,80.168.57.14,h_a9dc9450dcd5fc09a983c7,false,false,es-GT|en-US,2020-03-11,2026-02-19T20:56:24Z,0.92
D000308,fp_789b4c54d1f205539c59,MOBILE,iOS 17,2.1.0,160.16.185.139,h_9397c0c80b02d51c513eaa,false,false,es-GT,2024-02-21,2026-02-03T09:17:20Z,0.83
D000309,fp_b1b9f0e06506266ff422,LAPTOP,Ubuntu 22.04,3.5.6,100.221.121.120,h_61ac142a3c93db215bbeec,false,false,es-GT,2020-05-15,2026-04-10T21:36:31Z,0.78
D000310,fp_a85ae75d5ced2d8b75e7,MOBILE,iOS 17,3.14.1,39.36.94.80,h_b0e0323c95694a80722e9c,false,false,es-GT,2023-06-03,2026-02-04T02:41:24Z,0.89
D000311,fp_adc8beff81e7ded1ac3e,MOBILE,iOS 18,3.19.5,62.205.244.185,h_ddb744fb2b9299dc6a6ddf,false,false,es-GT|en-US,2020-03-14,2026-02-10T16:57:38Z,0.78
D000312,fp_f600526a411beb82fd2b,LAPTOP,Windows 11,4.4.1,26.238.125.106,h_b96323a63248211321f38a,false,false,es-GT,2020-07-17,2026-04-07T06:36:39Z,0.89
D000313,fp_4bd2dda90c1bfd17bf9a,MOBILE,iOS 18,3.15.6,170.241.233.177,h_dfb94df3dc4046238418a3,false,false,es-GT|en-US,2020-10-06,2026-02-24T08:57:57Z,0.97
D000314,fp_9349ad63d8861c12eb6c,MOBILE,iOS 18,3.6.3,47.175.198.205,h_e95c12790ed1c01637394d,false,false,es-GT|en-US,2021-09-22,2026-03-19T15:03:22Z,0.88
D000315,fp_756d7af6daa0c0e20fe7,LAPTOP,macOS 14,3.14.3,161.48.151.53,h_50ab1c0514a5011bfd7374,false,false,es-GT,2020-03-08,2026-02-16T21:34:06Z,0.75
D000316,fp_cf06c9198efb744fe805,LAPTOP,Windows 10,4.1.5,44.166.8.61,h_4565bb20c884489ed25cf0,false,false,es-GT|en-US,2020-08-14,2026-03-02T15:21:07Z,0.80
D000317,fp_e167d7f345b1d59382f8,LAPTOP,Windows 11,2.0.8,28.1.115.132,h_097a8b53091a9fc6980146,false,false,es-GT,2023-06-20,2026-03-09T16:20:17Z,0.96
D000318,fp_ed843bafc22436a83642,LAPTOP,Ubuntu 22.04,2.20.5,108.84.9.192,h_919551900344c0f0ea5d7c,false,false,es-GT|en-US,2023-01-11,2026-04-17T12:41:28Z,0.95
D000319,fp_32aec4291d5a0f54626a,MOBILE,iOS 17,2.15.7,179.165.72.92,h_fa7169a487bfad4e89019e,false,false,es-GT|en-US,2020-02-09,2026-04-05T03:29:49Z,0.86
D000320,fp_528d698940642801298b,MOBILE,iOS 18,2.12.4,57.198.208.53,h_c0e2523132ff0b024ad8b4,false,false,es-GT|en-US,2026-03-12,2026-02-22T02:57:40Z,0.94
D000321,fp_6266a7b0b6447b289326,MOBILE,Android 13,4.13.0,145.243.224.78,h_b0886333abd6bdf8917527,false,false,es-GT|en-US,2022-11-20,2026-04-04T03:27:00Z,0.91
D000322,fp_61854e540079b8bb6c5e,LAPTOP,Windows 11,2.20.4,190.65.61.145,h_014a642b6bab343ab16f54,false,false,es-GT|en-US,2024-06-23,2026-04-18T18:45:34Z,0.95
D000323,fp_c76bd7d7ea7e8fe29ead,MOBILE,Android 14,4.6.1,141.108.184.150,h_cb8ae7a61b23bfcd447d92,true,false,es-GT|en-US,2023-08-29,2026-03-24T04:56:12Z,0.51
D000324,fp_4994d37d1f6e45586490,MOBILE,Android 13,2.3.9,39.34.33.117,h_ad0781622ee35058719eb1,true,false,es-GT|en-US,2024-09-10,2026-02-09T12:39:28Z,0.69
D000325,fp_3f617df91621f474b746,MOBILE,iOS 17,3.2.3,53.249.94.108,h_10c6ffa2c5e631a7f7b09e,false,false,es-GT|en-US,2023-07-11,2026-04-12T00:55:54Z,0.93
D000326,fp_a6cd01edd1728cdff4b9,MOBILE,iOS 18,4.3.7,94.84.178.186,h_ff269181f9fcfae704b029,true,false,es-GT,2025-07-13,2026-04-18T13:42:06Z,0.60
D000327,fp_b7de61673da5ceb1d33e,MOBILE,Android 14,3.13.4,53.32.120.243,h_d54b4135746a0d70fa194d,false,false,es-GT,2025-04-13,2026-03-31T15:32:11Z,0.81
D000328,fp_0253684314238b781f2d,MOBILE,Android 14,2.14.0,104.8.151.111,h_7edaaa86273d3c9d01cdb0,false,false,es-GT,2022-01-11,2026-02-07T12:01:35Z,0.85
D000329,fp_6132fce3aea428d282bd,MOBILE,iOS 17,4.12.1,30.245.82.181,h_391904a8361947c39424ef,false,false,es-GT,2026-01-28,2026-04-19T16:46:47Z,0.90
D000330,fp_0fb1f59d3f1caff530ca,MOBILE,Android 14,3.1.7,28.225.213.188,h_1831315f3ce50278a127d9,false,true,es-GT,2020-06-18,2026-01-03T07:10:17Z,0.59
D000331,fp_0f5111427bd8bf6d5cdf,MOBILE,Android 14,2.1.6,142.170.118.153,h_df8ccffaeb7fed56de7969,false,true,es-GT,2022-04-28,2026-03-12T20:34:19Z,0.59
D000332,fp_971300ae981c52461690,MOBILE,iOS 18,3.16.5,113.233.6.205,h_9be95109672ca596d615f6,false,false,es-GT|en-US,2022-02-08,2026-03-17T13:18:08Z,0.78
D000333,fp_069f5b65bd1557d9f91b,MOBILE,Android 14,3.16.0,103.233.51.67,h_8a0d6c89f4cd6004048509,false,false,es-GT,2023-01-13,2026-03-12T01:19:45Z,0.86
D000334,fp_4b2c0eb4e9a6e3a0fb83,MOBILE,Android 14,3.15.8,160.35.207.47,h_0ed276145bbbb1ff8c372e,false,false,es-GT|en-US,2024-11-18,2026-03-14T05:22:20Z,0.96
D000335,fp_1945e22d59bb3e6a9d84,MOBILE,Android 13,2.3.7,143.196.45.147,h_9b2a8afa8e085c12058748,false,false,es-GT,2021-07-15,2026-03-03T19:56:06Z,0.87
D000336,fp_aeaefc51dc847cb885aa,MOBILE,iOS 17,2.15.9,63.68.162.159,h_38b6c3dbafe178c35da3f6,false,false,es-GT,2020-04-09,2026-03-18T02:26:48Z,0.80
D000337,fp_e1017d3bd7b81cad6a9b,MOBILE,iOS 18,3.14.3,67.8.153.239,h_78486b0e262e705ebb9d29,false,false,es-GT,2023-11-08,2026-01-31T23:12:59Z,0.85
D000338,fp_14dd33608aedc6b50c8d,MOBILE,Android 14,4.14.1,67.53.220.4,h_4a575a3ad72e9de5120478,false,false,es-GT|en-US,2022-02-25,2026-03-18T23:01:51Z,0.87
D000339,fp_8519cc94b39a28105ac3,MOBILE,iOS 18,2.2.7,183.74.86.143,h_1bb06205332109674ec485,false,false,es-GT|en-US,2024-10-09,2026-02-14T15:54:02Z,0.96
D000340,fp_c0151b58a20d5545a2dd,MOBILE,iOS 17,3.8.4,33.228.141.137,h_7c74488a9cf31c1108001b,false,false,es-GT|en-US,2025-03-06,2026-01-20T14:44:12Z,0.89
D000341,fp_91063c70d3b86cf1c1f0,MOBILE,iOS 18,3.6.4,198.92.142.77,h_cf31acfe180f4ed877b6cb,false,false,es-GT,2020-05-02,2026-03-05T15:42:25Z,0.98
D000342,fp_8e351d22df2d776703e1,MOBILE,iOS 17,2.3.9,144.175.240.155,h_605a4e775c6d026b1eccd5,false,false,es-GT,2020-04-29,2026-04-05T17:25:39Z,0.82
D000343,fp_8d22f960771b8001e940,LAPTOP,Windows 10,3.3.7,195.216.190.136,h_9efbe9fcacf96c6ee11825,false,false,es-GT,2023-02-06,2026-04-14T04:30:44Z,0.84
D000344,fp_ec43228046a84d558435,LAPTOP,Ubuntu 22.04,2.2.4,121.12.24.171,h_3c72f13b1293cb20ae6b8e,false,false,es-GT|en-US,2022-03-18,2026-01-04T21:27:38Z,0.95
D000345,fp_36e59d4c4dc164bd9c47,MOBILE,Android 14,2.4.5,95.6.54.183,h_942f4ebb0cc54f5fc4278c,false,false,es-GT|en-US,2023-03-19,2026-01-26T11:06:51Z,0.96
D000346,fp_8b32b3f1fa2376a3be21,MOBILE,iOS 18,4.17.6,59.132.52.85,h_a24d8cefe4f41112d0ba49,false,false,es-GT,2025-08-28,2026-03-21T17:27:26Z,0.83
D000347,fp_44cf77322fce00f52dfa,MOBILE,iOS 17,2.19.8,48.232.199.171,h_d31913ab28fdd0d028140c,false,false,es-GT|en-US,2024-08-21,2026-04-08T10:26:17Z,0.89
D000348,fp_5a39192f944f13d32b15,MOBILE,iOS 18,3.2.0,172.145.236.192,h_34a6ebfc373ceb90bc7678,false,true,es-GT|en-US,2026-01-22,2026-04-09T10:28:01Z,0.71
D000349,fp_a78d08764f7a471225e1,MOBILE,Android 14,4.2.7,114.105.188.245,h_2eab20a62b45e6d1829467,false,false,es-GT,2023-11-10,2026-02-24T13:31:19Z,0.92
D000350,fp_0b319c60541a89e19881,MOBILE,Android 13,2.4.8,38.12.239.171,h_1bc1896c8bbe46a7325e13,false,false,es-GT,2022-05-26,2026-03-02T15:18:19Z,0.90
D000351,fp_0baec861b563ab0d148a,MOBILE,Android 13,4.9.5,42.48.77.105,h_e945eafdbcdb6894f985c6,false,false,es-GT,2023-01-19,2026-03-30T09:28:44Z,0.79
D000352,fp_18169ebdb0bb1ccacc87,LAPTOP,Windows 10,3.20.4,45.35.23.90,h_ba474aecdc09bee18eb3d3,false,false,es-GT,2025-09-17,2026-02-13T10:30:14Z,0.87
D000353,fp_787696fd0d0348891090,LAPTOP,Windows 11,3.13.7,190.72.23.242,h_ba203460d93685f0b11d98,false,false,es-GT|en-US,2023-04-23,2026-01-08T04:44:47Z,0.84
D000354,fp_0b5a3e28749c6c17515b,MOBILE,iOS 17,3.15.0,30.82.149.206,h_b40690f47d15a1027c0f84,false,false,es-GT|en-US,2021-12-24,2026-01-29T12:18:11Z,0.87
D000355,fp_cb91adeb3a2a1f71ae74,MOBILE,Android 13,2.13.0,119.125.91.205,h_62c361aa2f6ff2c7eb48fe,false,false,es-GT,2025-05-03,2026-03-26T09:08:05Z,0.94
D000356,fp_c2865b61287b386965ac,LAPTOP,macOS 14,4.16.8,182.218.113.153,h_bb32fce471dd89e90be5d7,false,false,es-GT,2020-06-18,2026-03-22T01:13:23Z,0.75
D000357,fp_6be6c81a1d519851f38b,MOBILE,Android 13,2.17.8,142.55.61.241,h_60595dffea49e4f6c93b14,false,false,es-GT|en-US,2020-09-06,2026-03-15T15:22:21Z,0.86
D000358,fp_cb7acc74009613db0584,MOBILE,iOS 18,4.15.7,150.106.78.186,h_3df86286a520134f5c9502,false,false,es-GT,2024-09-23,2026-03-24T12:30:14Z,0.95
D000359,fp_e156d495ed6531eb7a56,MOBILE,Android 13,2.20.9,182.200.108.218,h_3f585a8ff7eb40110d1331,false,false,es-GT,2020-10-16,2026-02-14T20:22:25Z,0.88
D000360,fp_56e96108165f70866b51,MOBILE,Android 13,2.14.9,171.176.86.43,h_3870446417d22bcb980dd4,false,false,es-GT|en-US,2024-12-22,2026-01-15T22:58:54Z,0.86
D000361,fp_d67f95d198c30a73692a,TABLET,iPadOS 17,4.11.9,25.9.90.60,h_759d548452f16114fd171b,false,false,es-GT|en-US,2020-02-06,2026-04-21T00:07:14Z,0.77
D000362,fp_25e1157e02b42c864d08,MOBILE,Android 14,3.5.2,35.112.74.116,h_d5ac61b35c95eda133dee2,false,false,es-GT|en-US,2025-01-12,2026-01-31T15:19:52Z,0.94
D000363,fp_022fdc18f27138947117,MOBILE,iOS 17,4.11.0,177.119.197.79,h_527238018325194a9d98c4,true,false,es-GT,2023-06-22,2026-03-31T12:57:31Z,0.60
D000364,fp_d70aa432e8c551e8689a,MOBILE,Android 13,2.17.2,184.200.194.151,h_74d9180c4b4f1920757dad,false,false,es-GT,2024-08-22,2026-03-31T14:09:42Z,0.94
D000365,fp_59dd5599d361f76e822c,MOBILE,iOS 17,3.19.4,79.115.187.17,h_6d039e476568ff09aa58c6,false,false,es-GT|en-US,2021-01-01,2026-02-20T02:12:26Z,0.85
D000366,fp_37e32acd72385222de16,LAPTOP,Ubuntu 22.04,2.13.5,192.249.13.40,h_08970763cfd9e228ce2812,false,false,es-GT|en-US,2024-01-11,2026-01-11T01:34:24Z,0.92
D000367,fp_10630ad6a202b8157aff,LAPTOP,Windows 10,2.3.4,36.241.59.157,h_301ad96af8d59c66f4b6ef,false,false,es-GT,2026-03-08,2026-02-20T02:52:46Z,0.76
D000368,fp_213d99770223e8fb840e,MOBILE,Android 14,4.8.5,86.148.146.202,h_034d902acef73b33b23bc0,false,false,es-GT,2024-11-04,2026-04-06T02:00:45Z,0.93
D000369,fp_0ba8fd2a437b3721a235,MOBILE,iOS 17,2.5.3,137.130.222.229,h_582b2d650c0ab4db9f0358,false,false,es-GT,2021-06-21,2026-01-15T20:35:07Z,0.72
D000370,fp_f4bcb24ebd02e498aac6,MOBILE,Android 14,3.18.9,86.158.22.9,h_2cb646e5d81234d6950544,false,false,es-GT|en-US,2024-12-08,2026-02-23T02:04:14Z,0.81
D000371,fp_545f4a45673caa24dbcf,MOBILE,Android 14,2.20.2,72.204.116.82,h_da080451fe533bb967bea9,false,false,es-GT|en-US,2023-10-01,2026-02-15T22:19:45Z,0.97
D000372,fp_d7ca511d5eb42af8d67e,TABLET,Android 13,4.7.6,98.122.209.201,h_bbbf814c40f972f4b8db46,false,false,es-GT|en-US,2022-08-09,2026-02-05T04:33:06Z,0.82
D000373,fp_1f328f6a31bc1d49e5bf,MOBILE,iOS 18,3.9.5,148.116.203.130,h_7fbdd80482bb5e7b5fc082,false,false,es-GT|en-US,2023-05-30,2026-03-31T06:23:14Z,0.72
D000374,fp_b476a979da33df577358,LAPTOP,macOS 14,3.11.7,54.14.252.41,h_4ed2afc4539fe0d3c2d75b,false,false,es-GT,2021-12-27,2026-03-12T10:37:23Z,0.88
D000375,fp_db164026f2c6a0da2568,LAPTOP,Windows 10,4.14.6,165.148.245.197,h_58f390e9bea87aa4a1c5a0,false,false,es-GT,2021-04-23,2026-01-10T16:01:09Z,0.96
D000376,fp_35d53bf322647385ee4e,MOBILE,Android 14,3.6.4,56.86.101.217,h_555081d279c2aba17c5bf1,false,false,es-GT,2021-04-16,2026-02-18T12:00:15Z,0.94
D000377,fp_9481be3dcc0c9a60b3be,MOBILE,Android 14,2.8.7,58.117.73.87,h_397617ddc1c101b1c19360,false,false,es-GT|en-US,2021-01-29,2026-01-21T20:01:11Z,0.74
D000378,fp_47cb45f0ea47b0e7d0e5,MOBILE,iOS 18,2.9.9,23.83.140.54,h_baa67603dea2283faed9d2,false,false,es-GT|en-US,2024-04-14,2026-02-07T06:50:52Z,0.85
D000379,fp_61d9025eb79cd06c1867,LAPTOP,macOS 14,3.8.8,46.216.219.184,h_9386024e5c17908807e116,false,false,es-GT,2025-08-13,2026-04-06T18:01:00Z,0.76
D000380,fp_ff28ca8e7b8b80e486ba,LAPTOP,macOS 14,4.4.8,184.23.139.246,h_8623773a216ab85aa4dd15,false,false,es-GT,2021-06-01,2026-02-02T11:17:07Z,0.77
D000381,fp_b6c8125d49077e437b24,LAPTOP,Windows 10,2.2.8,175.120.109.9,h_9f37577f4f1c39a0ac60d7,false,false,es-GT,2024-08-23,2026-01-30T17:51:20Z,0.87
D000382,fp_efec96ac0f2252adc5c0,LAPTOP,Ubuntu 22.04,3.14.0,78.244.59.40,h_a5add0fd6947ebc14dd53c,false,false,es-GT,2022-02-22,2026-02-27T16:48:45Z,0.74
D000383,fp_04a6292d5c56f2df904e,MOBILE,Android 13,4.7.2,160.34.253.167,h_f9763762ee678864d878f8,false,false,es-GT,2023-02-27,2026-01-24T23:18:42Z,0.83
D000384,fp_27a9d4585ebeac19ff10,MOBILE,Android 13,2.0.1,167.51.25.10,h_8349477289947daa2e16dd,false,false,es-GT|en-US,2024-08-18,2026-02-22T04:34:14Z,0.85
D000385,fp_6e4f20c830a7e10c6fde,MOBILE,iOS 18,2.17.2,98.170.119.144,h_57bc71546916d6f0213be2,false,false,es-GT,2023-04-18,2026-04-08T21:57:53Z,0.76
D000386,fp_3e134951b73af895ee26,MOBILE,iOS 18,2.14.5,134.245.172.116,h_a137dfe8b8ae84c260d5e3,false,false,es-GT,2020-08-14,2026-01-01T17:37:09Z,0.85
D000387,fp_8dc40b11bbefe8e29f37,MOBILE,Android 14,3.17.0,101.192.70.68,h_1c545387ef547d9da6adcd,false,false,es-GT,2022-07-01,2026-03-20T20:02:18Z,0.74
D000388,fp_3cf9942e36bd2d98c107,MOBILE,Android 13,2.18.2,103.201.217.146,h_8bcac95a9b5bb0e46cc097,false,false,es-GT|en-US,2020-03-07,2026-03-13T09:34:34Z,0.81
D000389,fp_e0ce9a909535aa2d2a78,MOBILE,iOS 18,4.11.1,181.10.190.169,h_7aeb1a8966c2559bc8cf97,false,false,es-GT|en-US,2020-07-13,2026-02-28T01:07:35Z,0.83
D000390,fp_9aadf3626106b7e02c7a,MOBILE,Android 14,4.5.3,92.122.63.93,h_9550bdb6f7ded75963988f,false,false,es-GT|en-US,2023-01-11,2026-03-02T01:12:30Z,0.98
D000391,fp_e2e1aad763ec394bff5c,MOBILE,Android 13,3.19.0,111.101.193.26,h_40f1d3f2d061878d231878,false,true,es-GT|en-US,2020-03-03,2026-03-22T01:51:35Z,0.58
D000392,fp_fb8af76c89cf366d5c11,MOBILE,Android 13,3.10.5,55.238.164.120,h_b9448fe140030977bcae07,false,false,es-GT|en-US,2023-03-12,2026-01-29T20:54:28Z,0.76
D000393,fp_c51d2d409e98da155cfe,MOBILE,iOS 17,2.5.8,128.169.74.155,h_f74e4bf0c13f7990eb650b,false,false,es-GT,2023-09-08,2026-01-09T08:42:20Z,0.87
D000394,fp_002c6743262c0493874e,MOBILE,iOS 17,2.12.3,49.35.34.185,h_3b6521fd44243029038601,true,false,es-GT|en-US,2020-02-29,2026-03-06T09:00:04Z,0.59
D000395,fp_2d26dbfbfe77d4a622aa,LAPTOP,Ubuntu 22.04,4.0.6,149.159.68.145,h_a361a36c6b7c5a51b7f9bb,false,false,es-GT|en-US,2024-11-16,2026-02-28T22:09:53Z,0.74
D000396,fp_7e497abd950919c821ea,LAPTOP,Windows 11,2.6.6,200.232.88.92,h_5cab135be892bcc88c76c7,false,false,es-GT|en-US,2021-03-22,2026-04-12T16:58:33Z,0.91
D000397,fp_692c5bc834ff12cb83cc,MOBILE,iOS 17,4.3.2,27.140.149.171,h_0fc8e8cce6ee28edfceef1,false,true,es-GT,2022-03-31,2026-03-31T20:14:43Z,0.57
D000398,fp_dc074819f09f8626e7bb,MOBILE,iOS 18,2.20.2,128.78.227.175,h_719483b3f99f5a7d498eeb,false,false,es-GT,2020-12-22,2026-01-28T21:54:42Z,0.88
D000399,fp_5fbe03a418e450b17815,MOBILE,Android 14,4.9.3,68.137.119.140,h_439a8f235f2bd43319b528,false,false,es-GT,2024-04-02,2026-02-24T17:35:40Z,0.73
D000400,fp_430abd28c74780e0d5e1,MOBILE,Android 13,3.16.9,34.194.57.216,h_1085f934101d9751e3ec4b,true,false,es-GT|en-US,2025-04-27,2026-04-16T13:20:23Z,0.55
D000401,fp_415f788b5ab79d95c53f,MOBILE,iOS 18,2.16.3,37.237.156.13,h_35de3a535baea854d14df2,false,false,es-GT,2021-03-09,2026-02-10T04:58:32Z,0.87
D000402,fp_2df23675452907f17872,MOBILE,Android 14,2.9.7,98.167.191.77,h_b4cfb81b9efe9821002d0d,false,false,es-GT|en-US,2024-10-06,2026-01-15T02:51:54Z,0.80
D000403,fp_0820da93f72b976bf821,LAPTOP,macOS 14,3.14.9,110.39.44.57,h_de510c4ead1dda5d0d79aa,true,false,es-GT|en-US,2020-12-03,2026-03-18T10:42:38Z,0.53
D000404,fp_6a6d0d819e5220f9145e,MOBILE,Android 14,4.15.2,101.60.107.11,h_cffb0158d00dc76997f95d,false,false,es-GT|en-US,2024-03-23,2026-01-04T04:45:42Z,0.86
D000405,fp_763181991532fda80ac3,TABLET,Android 13,3.3.8,158.147.97.128,h_8c11e33bd86a94402071cd,false,false,es-GT,2020-12-27,2026-03-15T16:39:03Z,0.78
D000406,fp_3fabd8076e38031629d6,LAPTOP,macOS 14,2.16.8,45.249.153.38,h_7fc64a45c229f479feb06e,false,true,es-GT,2023-08-08,2026-01-26T15:03:59Z,0.63
D000407,fp_2356cabbf564998662ac,LAPTOP,Windows 10,3.15.8,116.207.246.244,h_22bfe8100e249cf1432e9d,false,false,es-GT|en-US,2023-08-04,2026-03-29T11:07:05Z,0.79
D000408,fp_972e0bcd10ee6d21dbd0,MOBILE,iOS 18,3.3.2,133.151.85.121,h_727a4464701df73a5a6708,false,false,es-GT|en-US,2026-03-14,2026-01-01T13:32:47Z,0.83
D000409,fp_34c79b02404a11dbeace,MOBILE,iOS 17,2.14.8,103.132.202.59,h_ab5f46c5e92ca24bf57c9a,false,false,es-GT|en-US,2021-03-14,2026-03-03T12:01:35Z,0.81
