cliente_id,cuenta_id,fecha_inicio,tipo_titularidad,porcentaje_propiedad,estado_relacion,origen_onboarding
C000540,CU000620,2025-02-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000958,CU000621,2025-12-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000397,CU000622,2026-02-13,PRINCIPAL,100.00,ACTIVA,WEB
C000284,CU000623,2025-11-26,PRINCIPAL,100.00,ACTIVA,APP
C000381,CU000624,2024-04-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000562,CU000625,2026-02-15,PRINCIPAL,50.00,ACTIVA,APP
C001190,CU000625,2026-02-15,COTITULAR,50.00,ACTIVA,APP
C001103,CU000626,2025-05-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000651,CU000627,2025-12-04,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000197,CU000628,2020-03-16,PRINCIPAL,100.00,ACTIVA,WEB
C000113,CU000629,2023-08-05,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000411,CU000630,2022-04-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001190,CU000631,2025-01-12,PRINCIPAL,100.00,ACTIVA,WEB
C000748,CU000632,2025-10-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000566,CU000633,2022-10-18,PRINCIPAL,100.00,ACTIVA,APP
C000540,CU000634,2024-02-05,PRINCIPAL,100.00,ACTIVA,APP
C000975,CU000635,2026-04-09,PRINCIPAL,100.00,ACTIVA,WEB
C000589,CU000636,2025-08-25,PRINCIPAL,100.00,ACTIVA,APP
C001082,CU000637,2025-12-22,PRINCIPAL,100.00,ACTIVA,APP
C000140,CU000638,2025-10-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000069,CU000639,2021-01-28,PRINCIPAL,100.00,ACTIVA,APP
C001118,CU000640,2024-03-26,PRINCIPAL,100.00,ACTIVA,APP
C000059,CU000641,2025-12-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000009,CU000642,2026-03-10,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000784,CU000643,2026-03-29,PRINCIPAL,100.00,ACTIVA,APP
C000626,CU000644,2025-08-31,PRINCIPAL,100.00,ACTIVA,APP
C000884,CU000645,2026-04-18,PRINCIPAL,100.00,ACTIVA,WEB
C000715,CU000646,2024-04-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000480,CU000647,2025-06-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000915,CU000648,2022-08-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000537,CU000649,2024-01-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000172,CU000650,2026-04-10,PRINCIPAL,100.00,ACTIVA,WEB
C000990,CU000651,2026-04-16,PRINCIPAL,100.00,ACTIVA,APP
C000081,CU000652,2024-05-29,PRINCIPAL,100.00,ACTIVA,WEB
C000988,CU000653,2021-09-14,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000239,CU000654,2024-09-08,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000433,CU000655,2023-10-11,PRINCIPAL,100.00,ACTIVA,APP
C000325,CU000656,2026-02-06,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000144,CU000657,2019-07-14,PRINCIPAL,50.00,ACTIVA,WEB
C000686,CU000657,2019-07-14,COTITULAR,50.00,ACTIVA,SUCURSAL
C001017,CU000658,2025-10-11,PRINCIPAL,100.00,ACTIVA,APP
C000029,CU000659,2023-10-28,PRINCIPAL,100.00,ACTIVA,APP
C000192,CU000660,2026-04-20,PRINCIPAL,100.00,ACTIVA,APP
C000304,CU000661,2020-10-26,PRINCIPAL,100.00,ACTIVA,WEB
C000296,CU000662,2023-05-08,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001000,CU000663,2025-12-21,PRINCIPAL,100.00,ACTIVA,APP
C000221,CU000664,2019-09-12,PRINCIPAL,100.00,ACTIVA,APP
C000223,CU000665,2026-03-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000066,CU000666,2025-12-11,PRINCIPAL,100.00,ACTIVA,APP
C000235,CU000667,2025-08-19,PRINCIPAL,100.00,ACTIVA,APP
C000053,CU000668,2023-01-12,PRINCIPAL,100.00,INACTIVA,APP
C000587,CU000669,2024-05-31,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000976,CU000670,2021-02-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000883,CU000671,2025-12-25,PRINCIPAL,100.00,ACTIVA,WEB
C000839,CU000672,2022-12-26,PRINCIPAL,100.00,ACTIVA,APP
C000043,CU000673,2024-03-15,PRINCIPAL,100.00,ACTIVA,APP
C000359,CU000674,2024-05-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001061,CU000675,2018-11-16,PRINCIPAL,100.00,ACTIVA,WEB
C001129,CU000676,2022-04-01,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000235,CU000677,2025-05-01,PRINCIPAL,100.00,INACTIVA,APP
C000519,CU000678,2026-04-21,PRINCIPAL,100.00,ACTIVA,APP
C001031,CU000679,2026-03-20,PRINCIPAL,100.00,ACTIVA,WEB
C000093,CU000680,2025-02-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000663,CU000681,2022-04-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000224,CU000682,2024-09-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000879,CU000683,2026-02-08,PRINCIPAL,100.00,ACTIVA,APP
C000980,CU000684,2022-11-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000924,CU000685,2026-01-21,PRINCIPAL,100.00,ACTIVA,WEB
C000645,CU000686,2026-03-20,PRINCIPAL,100.00,ACTIVA,WEB
C001024,CU000687,2023-11-08,PRINCIPAL,50.00,ACTIVA,APP
C001195,CU000687,2023-11-08,COTITULAR,50.00,ACTIVA,APP
C001146,CU000688,2024-10-31,PRINCIPAL,100.00,ACTIVA,WEB
C000420,CU000689,2025-07-05,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000244,CU000690,2025-06-07,PRINCIPAL,100.00,ACTIVA,APP
C000255,CU000691,2023-04-08,PRINCIPAL,100.00,ACTIVA,WEB
C000558,CU000692,2021-03-29,PRINCIPAL,100.00,ACTIVA,APP
C000884,CU000693,2025-09-10,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001135,CU000694,2026-04-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000299,CU000695,2026-04-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000798,CU000696,2026-04-11,PRINCIPAL,100.00,INACTIVA,APP
C000547,CU000697,2022-08-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000558,CU000698,2024-03-16,PRINCIPAL,100.00,ACTIVA,APP
C000474,CU000699,2025-12-05,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001037,CU000700,2023-01-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000253,CU000701,2022-09-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000984,CU000702,2021-01-17,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000772,CU000703,2023-09-01,PRINCIPAL,100.00,ACTIVA,WEB
C000732,CU000704,2026-03-21,PRINCIPAL,100.00,ACTIVA,WEB
C000341,CU000705,2024-07-18,PRINCIPAL,100.00,ACTIVA,APP
C000866,CU000706,2026-03-11,PRINCIPAL,100.00,ACTIVA,APP
C000655,CU000707,2019-02-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000126,CU000708,2020-07-30,PRINCIPAL,100.00,ACTIVA,WEB
C001033,CU000709,2024-08-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000432,CU000710,2025-01-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000750,CU000711,2025-02-01,PRINCIPAL,100.00,ACTIVA,APP
C000669,CU000712,2025-12-03,PRINCIPAL,50.00,ACTIVA,WEB
C000371,CU000712,2025-12-03,COTITULAR,50.00,ACTIVA,APP
C000995,CU000713,2023-08-09,PRINCIPAL,100.00,ACTIVA,WEB
C000889,CU000714,2025-11-27,PRINCIPAL,100.00,ACTIVA,WEB
C000098,CU000715,2021-03-04,PRINCIPAL,100.00,ACTIVA,APP
C000858,CU000716,2024-11-16,PRINCIPAL,100.00,ACTIVA,APP
C000231,CU000717,2021-12-30,PRINCIPAL,100.00,ACTIVA,APP
C000676,CU000718,2023-07-10,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001124,CU000719,2023-11-17,PRINCIPAL,100.00,ACTIVA,APP
C000349,CU000720,2021-01-14,PRINCIPAL,100.00,ACTIVA,APP
C000298,CU000721,2025-06-29,PRINCIPAL,100.00,ACTIVA,WEB
C000023,CU000722,2021-01-05,PRINCIPAL,100.00,ACTIVA,APP
C000932,CU000723,2024-10-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000795,CU000724,2022-06-21,PRINCIPAL,100.00,ACTIVA,APP
C000016,CU000725,2025-09-10,PRINCIPAL,100.00,ACTIVA,WEB
C000625,CU000726,2024-03-30,PRINCIPAL,100.00,ACTIVA,APP
C000538,CU000727,2023-09-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000563,CU000728,2026-02-18,PRINCIPAL,100.00,ACTIVA,APP
C001188,CU000729,2025-06-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000261,CU000730,2026-04-18,PRINCIPAL,100.00,INACTIVA,WEB
C000211,CU000731,2024-12-15,PRINCIPAL,100.00,ACTIVA,APP
C000136,CU000732,2025-12-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000054,CU000733,2025-02-18,PRINCIPAL,100.00,ACTIVA,WEB
C000795,CU000734,2024-10-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001145,CU000735,2025-10-14,PRINCIPAL,100.00,ACTIVA,WEB
C000745,CU000736,2024-03-02,PRINCIPAL,100.00,ACTIVA,APP
C000657,CU000737,2023-05-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000770,CU000738,2026-04-04,PRINCIPAL,100.00,ACTIVA,WEB
C000936,CU000739,2024-08-01,PRINCIPAL,100.00,ACTIVA,APP
C000434,CU000740,2024-11-08,PRINCIPAL,100.00,ACTIVA,WEB
C000103,CU000741,2023-10-31,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000839,CU000742,2025-01-03,PRINCIPAL,100.00,ACTIVA,APP
C001113,CU000743,2025-01-08,PRINCIPAL,100.00,ACTIVA,WEB
C000815,CU000744,2025-11-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000214,CU000745,2026-03-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000026,CU000746,2026-02-15,PRINCIPAL,100.00,ACTIVA,APP
C001109,CU000747,2023-11-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001041,CU000748,2023-04-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000260,CU000749,2023-12-21,PRINCIPAL,50.00,ACTIVA,WEB
C000983,CU000749,2023-12-21,COTITULAR,50.00,ACTIVA,APP
C000253,CU000750,2025-10-26,PRINCIPAL,100.00,INACTIVA,SUCURSAL
C000130,CU000751,2022-01-06,PRINCIPAL,100.00,ACTIVA,WEB
C000123,CU000752,2025-09-23,PRINCIPAL,100.00,ACTIVA,WEB
C000717,CU000753,2025-01-30,PRINCIPAL,100.00,ACTIVA,WEB
C000683,CU000754,2025-09-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000089,CU000755,2026-01-05,PRINCIPAL,100.00,ACTIVA,APP
C000977,CU000756,2025-01-28,PRINCIPAL,100.00,ACTIVA,APP
C000520,CU000757,2025-04-01,PRINCIPAL,100.00,ACTIVA,APP
C000177,CU000758,2025-12-17,PRINCIPAL,50.00,ACTIVA,WEB
C000790,CU000758,2025-12-17,COTITULAR,50.00,ACTIVA,WEB
C000378,CU000759,2021-02-06,PRINCIPAL,100.00,ACTIVA,APP
C000035,CU000760,2026-02-21,PRINCIPAL,100.00,INACTIVA,SUCURSAL
C000687,CU000761,2025-03-24,PRINCIPAL,100.00,ACTIVA,APP
C000862,CU000762,2022-02-03,PRINCIPAL,100.00,ACTIVA,WEB
C000660,CU000763,2025-02-03,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000455,CU000763,2025-02-03,COTITULAR,50.00,ACTIVA,SUCURSAL
C000493,CU000764,2026-02-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000005,CU000765,2025-08-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000443,CU000766,2024-07-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001005,CU000767,2022-12-27,PRINCIPAL,100.00,ACTIVA,APP
C000397,CU000768,2026-04-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001137,CU000769,2023-06-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000067,CU000770,2025-08-25,PRINCIPAL,100.00,ACTIVA,APP
C000348,CU000771,2023-08-26,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000156,CU000771,2023-08-26,COTITULAR,50.00,ACTIVA,SUCURSAL
C000649,CU000772,2023-05-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000625,CU000773,2025-12-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000904,CU000774,2023-06-06,PRINCIPAL,100.00,ACTIVA,APP
C000366,CU000775,2024-03-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001130,CU000776,2021-06-17,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000609,CU000777,2023-07-19,PRINCIPAL,50.00,ACTIVA,WEB
C000444,CU000777,2023-07-19,COTITULAR,50.00,ACTIVA,WEB
C000105,CU000778,2019-01-28,PRINCIPAL,100.00,ACTIVA,APP
C000658,CU000779,2024-04-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001049,CU000780,2025-06-04,PRINCIPAL,100.00,ACTIVA,APP
C000693,CU000781,2026-01-21,PRINCIPAL,100.00,ACTIVA,APP
C000442,CU000782,2025-11-09,PRINCIPAL,100.00,ACTIVA,WEB
C000158,CU000783,2023-05-17,PRINCIPAL,100.00,ACTIVA,APP
C000438,CU000784,2024-07-14,PRINCIPAL,100.00,ACTIVA,APP
C000390,CU000785,2026-03-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000691,CU000786,2025-09-30,PRINCIPAL,100.00,ACTIVA,APP
C001134,CU000787,2023-03-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001066,CU000788,2026-02-14,PRINCIPAL,100.00,ACTIVA,APP
C000398,CU000789,2026-03-09,PRINCIPAL,100.00,INACTIVA,SUCURSAL
C000803,CU000790,2024-03-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000322,CU000791,2025-07-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001158,CU000792,2023-03-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000682,CU000793,2025-02-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000323,CU000794,2026-04-14,PRINCIPAL,100.00,ACTIVA,APP
C000056,CU000795,2026-02-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000537,CU000796,2024-01-13,PRINCIPAL,100.00,ACTIVA,APP
C000817,CU000797,2024-12-19,PRINCIPAL,100.00,ACTIVA,APP
C001006,CU000798,2025-06-23,PRINCIPAL,100.00,ACTIVA,APP
C000155,CU000799,2025-10-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000671,CU000800,2025-09-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000823,CU000801,2022-05-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000716,CU000802,2025-11-26,PRINCIPAL,100.00,ACTIVA,APP
C000241,CU000803,2025-10-06,PRINCIPAL,100.00,ACTIVA,WEB
C000005,CU000804,2023-08-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000242,CU000805,2022-05-19,PRINCIPAL,100.00,ACTIVA,WEB
C000587,CU000806,2024-10-02,PRINCIPAL,100.00,ACTIVA,WEB
C001062,CU000807,2025-03-06,PRINCIPAL,100.00,ACTIVA,APP
C000422,CU000808,2026-03-06,PRINCIPAL,100.00,ACTIVA,APP
C000193,CU000809,2025-11-29,PRINCIPAL,100.00,ACTIVA,APP
C000667,CU000810,2025-08-23,PRINCIPAL,100.00,ACTIVA,APP
C000266,CU000811,2022-09-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001013,CU000812,2021-01-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001083,CU000813,2021-09-24,PRINCIPAL,100.00,ACTIVA,WEB
C000504,CU000814,2025-07-01,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000391,CU000815,2020-06-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000782,CU000816,2025-09-27,PRINCIPAL,100.00,ACTIVA,APP
C001051,CU000817,2024-12-21,PRINCIPAL,50.00,ACTIVA,APP
C001165,CU000817,2024-12-21,COTITULAR,50.00,ACTIVA,APP
C001096,CU000818,2021-07-06,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000380,CU000819,2026-02-12,PRINCIPAL,100.00,ACTIVA,APP
C000958,CU000820,2020-12-13,PRINCIPAL,100.00,INACTIVA,APP
C000806,CU000821,2019-04-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000672,CU000822,2023-01-31,PRINCIPAL,100.00,ACTIVA,WEB
C001197,CU000823,2026-04-01,PRINCIPAL,100.00,INACTIVA,SUCURSAL
C001084,CU000824,2024-08-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000882,CU000825,2023-12-13,PRINCIPAL,100.00,ACTIVA,APP
C000900,CU000826,2024-11-29,PRINCIPAL,100.00,ACTIVA,APP
C000606,CU000827,2024-02-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000233,CU000828,2025-01-22,PRINCIPAL,100.00,ACTIVA,APP
C000074,CU000829,2025-05-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000545,CU000830,2022-11-07,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000839,CU000830,2022-11-07,COTITULAR,50.00,ACTIVA,APP
C000626,CU000831,2025-08-25,PRINCIPAL,100.00,ACTIVA,APP
C001075,CU000832,2024-09-10,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000722,CU000833,2020-01-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000120,CU000834,2018-02-25,PRINCIPAL,100.00,ACTIVA,APP
C001175,CU000835,2020-06-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000202,CU000836,2022-03-18,PRINCIPAL,100.00,ACTIVA,APP
C000778,CU000837,2026-01-09,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000911,CU000838,2021-02-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000904,CU000839,2026-03-02,PRINCIPAL,100.00,ACTIVA,APP
C001048,CU000840,2024-08-24,PRINCIPAL,100.00,ACTIVA,WEB
C000019,CU000841,2025-04-08,PRINCIPAL,50.00,ACTIVA,APP
C000251,CU000841,2025-04-08,COTITULAR,50.00,ACTIVA,SUCURSAL
C000555,CU000842,2024-01-19,PRINCIPAL,100.00,ACTIVA,WEB
C000171,CU000843,2024-02-22,PRINCIPAL,100.00,ACTIVA,APP
C001063,CU000844,2023-06-04,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000592,CU000844,2023-06-04,COTITULAR,50.00,ACTIVA,SUCURSAL
C000091,CU000845,2020-11-10,PRINCIPAL,100.00,ACTIVA,APP
C000410,CU000846,2025-09-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000509,CU000847,2026-01-13,PRINCIPAL,100.00,ACTIVA,WEB
C000007,CU000848,2025-03-14,PRINCIPAL,100.00,ACTIVA,APP
C000808,CU000849,2023-03-20,PRINCIPAL,100.00,ACTIVA,APP
C001166,CU000850,2025-09-22,PRINCIPAL,100.00,ACTIVA,APP
C000327,CU000851,2024-02-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000312,CU000852,2024-08-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000866,CU000853,2026-04-19,PRINCIPAL,100.00,ACTIVA,APP
C000012,CU000854,2026-03-19,PRINCIPAL,100.00,ACTIVA,APP
C000387,CU000855,2023-12-25,PRINCIPAL,50.00,ACTIVA,WEB
C000850,CU000855,2023-12-25,COTITULAR,50.00,ACTIVA,SUCURSAL
C000129,CU000856,2021-04-04,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001115,CU000857,2024-12-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000033,CU000858,2023-04-04,PRINCIPAL,100.00,ACTIVA,APP
C000050,CU000859,2023-10-30,PRINCIPAL,100.00,ACTIVA,APP
C000711,CU000860,2025-09-21,PRINCIPAL,100.00,ACTIVA,APP
C000588,CU000861,2025-08-05,PRINCIPAL,100.00,ACTIVA,APP
C000392,CU000862,2018-12-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000326,CU000863,2025-04-16,PRINCIPAL,100.00,ACTIVA,APP
C000656,CU000864,2026-03-06,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000754,CU000865,2025-01-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001137,CU000866,2021-03-17,PRINCIPAL,100.00,ACTIVA,APP
C000476,CU000867,2023-07-20,PRINCIPAL,100.00,ACTIVA,APP
C000906,CU000868,2019-09-27,PRINCIPAL,100.00,ACTIVA,WEB
C001091,CU000869,2026-01-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000805,CU000870,2023-08-01,PRINCIPAL,100.00,ACTIVA,APP
C000866,CU000871,2026-03-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000928,CU000872,2023-10-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000063,CU000873,2026-01-08,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000350,CU000874,2021-08-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000157,CU000875,2026-03-09,PRINCIPAL,100.00,ACTIVA,WEB
C000533,CU000876,2021-11-06,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000638,CU000877,2019-09-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000820,CU000878,2025-03-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000885,CU000879,2023-12-04,PRINCIPAL,100.00,ACTIVA,APP
C000510,CU000880,2026-03-27,PRINCIPAL,100.00,ACTIVA,WEB
C000249,CU000881,2025-08-21,PRINCIPAL,100.00,ACTIVA,WEB
C000437,CU000882,2026-03-03,PRINCIPAL,100.00,ACTIVA,WEB
C001120,CU000883,2025-03-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000402,CU000884,2025-09-10,PRINCIPAL,100.00,ACTIVA,WEB
C000641,CU000885,2026-04-16,PRINCIPAL,100.00,ACTIVA,WEB
C000967,CU000886,2023-04-01,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000388,CU000887,2025-01-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001102,CU000888,2025-07-03,PRINCIPAL,100.00,INACTIVA,APP
C000010,CU000889,2023-08-12,PRINCIPAL,100.00,ACTIVA,APP
C000245,CU000890,2025-12-28,PRINCIPAL,100.00,ACTIVA,WEB
C000604,CU000891,2026-01-08,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001200,CU000892,2026-01-27,PRINCIPAL,100.00,ACTIVA,APP
C000923,CU000893,2024-01-09,PRINCIPAL,100.00,ACTIVA,WEB
C000479,CU000894,2019-03-16,PRINCIPAL,100.00,ACTIVA,APP
C000802,CU000895,2023-06-08,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001047,CU000896,2022-06-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000636,CU000897,2025-02-18,PRINCIPAL,100.00,ACTIVA,WEB
C000471,CU000898,2025-06-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000785,CU000899,2025-10-21,PRINCIPAL,100.00,INACTIVA,APP
C001051,CU000900,2023-03-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000120,CU000901,2020-08-02,PRINCIPAL,100.00,ACTIVA,APP
C000413,CU000902,2025-04-02,PRINCIPAL,100.00,ACTIVA,WEB
C000776,CU000903,2024-04-16,PRINCIPAL,100.00,ACTIVA,WEB
C000854,CU000904,2025-10-19,PRINCIPAL,50.00,ACTIVA,APP
C000611,CU000904,2025-10-19,COTITULAR,50.00,ACTIVA,APP
C000726,CU000905,2022-06-20,PRINCIPAL,100.00,ACTIVA,APP
C000449,CU000906,2024-05-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000438,CU000907,2026-02-14,PRINCIPAL,100.00,ACTIVA,APP
C001122,CU000908,2022-07-30,PRINCIPAL,100.00,ACTIVA,WEB
C001023,CU000909,2025-02-06,PRINCIPAL,100.00,INACTIVA,WEB
C001155,CU000910,2021-07-26,PRINCIPAL,100.00,ACTIVA,APP
C000484,CU000911,2022-02-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001197,CU000912,2026-04-17,PRINCIPAL,100.00,ACTIVA,WEB
C001014,CU000913,2021-11-27,PRINCIPAL,100.00,ACTIVA,APP
C000182,CU000914,2023-09-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001071,CU000915,2025-05-14,PRINCIPAL,100.00,ACTIVA,APP
C000809,CU000916,2024-07-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000946,CU000917,2023-08-16,PRINCIPAL,100.00,ACTIVA,APP
C000259,CU000918,2022-04-06,PRINCIPAL,50.00,ACTIVA,APP
C001163,CU000918,2022-04-06,COTITULAR,50.00,ACTIVA,APP
C000251,CU000919,2025-02-10,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000750,CU000919,2025-02-10,COTITULAR,50.00,ACTIVA,APP
C000964,CU000920,2025-12-14,PRINCIPAL,100.00,ACTIVA,APP
C000238,CU000921,2025-11-20,PRINCIPAL,100.00,ACTIVA,APP
C000412,CU000922,2024-02-06,PRINCIPAL,100.00,ACTIVA,APP
C000624,CU000923,2025-08-31,PRINCIPAL,100.00,ACTIVA,APP
C001112,CU000924,2024-07-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000751,CU000925,2026-04-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000185,CU000926,2021-11-13,PRINCIPAL,100.00,ACTIVA,WEB
C000502,CU000927,2020-06-16,PRINCIPAL,100.00,ACTIVA,APP
C001180,CU000928,2023-10-08,PRINCIPAL,100.00,ACTIVA,APP
C001043,CU000929,2023-08-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000763,CU000930,2022-07-19,PRINCIPAL,100.00,ACTIVA,APP
C000998,CU000931,2023-05-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000426,CU000932,2026-02-23,PRINCIPAL,100.00,ACTIVA,APP
C001147,CU000933,2025-05-27,PRINCIPAL,100.00,ACTIVA,WEB
C001095,CU000934,2025-11-26,PRINCIPAL,100.00,ACTIVA,WEB
C000022,CU000935,2025-11-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001013,CU000936,2020-11-04,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000922,CU000937,2026-03-18,PRINCIPAL,100.00,ACTIVA,APP
C000596,CU000938,2025-02-12,PRINCIPAL,100.00,ACTIVA,APP
C000867,CU000939,2024-07-18,PRINCIPAL,100.00,ACTIVA,WEB
C000422,CU000940,2026-02-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
