tx_id,ubicacion_id,fecha_hora,precision_metros,metodo_geolocalizacion,riesgo_geo,es_vpn
TX0008507,U00051,2026-01-16T16:40:24Z,112,WIFI,4,false
TX0005218,U00146,2026-01-16T17:15:45Z,61,IP,5,false
TX0002417,U00121,2026-01-16T18:39:50Z,130,WIFI,4,false
TX0008303,U00010,2026-01-16T18:46:08Z,274,WIFI,5,false
TX0001584,U00053,2026-01-16T19:11:47Z,247,GPS,5,false
TX0002403,U00080,2026-01-16T19:31:24Z,241,GPS,4,false
TX0002043,U00004,2026-01-16T20:15:48Z,41,WIFI,4,false
TX0001400,U00027,2026-01-16T20:41:17Z,326,GPS,2,false
TX0007516,U00051,2026-01-16T20:46:22Z,157,IP,4,true
TX0008413,U00049,2026-01-16T21:04:34Z,233,WIFI,1,false
TX0000130,U00146,2026-01-16T21:08:23Z,285,GPS,5,false
TX0003690,U00129,2026-01-16T21:10:36Z,123,WIFI,5,true
TX0002536,U00086,2026-01-16T21:12:13Z,279,GPS,3,false
TX0003800,U00087,2026-01-16T22:44:51Z,69,IP,3,false
TX0006398,U00149,2026-01-16T23:37:58Z,22,TORRE_CELULAR,5,false
TX0006760,U00001,2026-01-17T01:32:30Z,50,GPS,4,false
TX0006350,U00007,2026-01-17T01:45:10Z,289,GPS,5,false
TX0006959,U00025,2026-01-17T02:18:20Z,147,IP,1,false
TX0001242,U00055,2026-01-17T02:37:21Z,84,GPS,3,false
TX0004395,U00100,2026-01-17T03:24:27Z,136,GPS,3,false
TX0004628,U00026,2026-01-17T03:25:52Z,41,GPS,3,false
TX0007604,U00025,2026-01-17T03:46:10Z,99,IP,1,false
TX0007611,U00074,2026-01-17T03:58:08Z,243,WIFI,5,false
TX0005910,U00022,2026-01-17T04:27:05Z,108,GPS,5,false
TX0000511,U00134,2026-01-17T05:23:20Z,290,IP,5,false
TX0004805,U00145,2026-01-17T05:45:08Z,270,GPS,3,false
TX0002062,U00131,2026-01-17T05:53:51Z,25,GPS,4,false
TX0003144,U00092,2026-01-17T06:07:05Z,91,WIFI,4,false
TX0007856,U00146,2026-01-17T06:20:49Z,222,IP,5,false
TX0002688,U00121,2026-01-17T06:58:40Z,128,IP,4,true
TX0004169,U00053,2026-01-17T07:04:56Z,205,GPS,5,false
TX0004889,U00155,2026-01-17T07:27:34Z,71,GPS,3,false
TX0005030,U00050,2026-01-17T07:31:39Z,69,TORRE_CELULAR,5,false
TX0005300,U00147,2026-01-17T08:34:35Z,196,GPS,5,false
TX0001184,U00105,2026-01-17T08:36:35Z,29,TORRE_CELULAR,3,false
TX0003743,U00002,2026-01-17T08:48:56Z,99,WIFI,3,false
TX0004297,U00003,2026-01-17T08:50:54Z,281,GPS,5,false
TX0007552,U00124,2026-01-17T09:03:50Z,177,GPS,5,false
TX0005540,U00123,2026-01-17T09:04:11Z,322,IP,2,false
TX0005579,U00003,2026-01-17T09:27:05Z,240,IP,5,false
TX0001326,U00038,2026-01-17T10:28:39Z,336,WIFI,2,true
TX0006218,U00099,2026-01-17T10:44:11Z,304,WIFI,5,false
TX0008620,U00145,2026-01-17T10:58:15Z,66,GPS,3,false
TX0004825,U00004,2026-01-17T11:08:39Z,189,IP,4,false
TX0006220,U00027,2026-01-17T11:18:15Z,56,GPS,2,false
TX0002249,U00098,2026-01-17T12:40:35Z,320,GPS,5,true
TX0003336,U00044,2026-01-17T13:14:48Z,239,IP,3,false
TX0005853,U00137,2026-01-17T13:24:14Z,136,TORRE_CELULAR,4,true
TX0001623,U00147,2026-01-17T15:09:41Z,121,GPS,5,false
TX0000987,U00123,2026-01-17T16:14:19Z,177,IP,2,false
TX0005554,U00056,2026-01-17T16:17:27Z,18,GPS,4,false
TX0007870,U00055,2026-01-17T17:08:10Z,186,GPS,3,false
TX0002546,U00127,2026-01-17T17:08:50Z,226,WIFI,2,false
TX0007648,U00050,2026-01-17T17:14:50Z,114,TORRE_CELULAR,5,false
TX0006320,U00080,2026-01-17T18:25:57Z,281,GPS,4,false
TX0004139,U00123,2026-01-17T18:27:56Z,235,WIFI,2,false
TX0001091,U00051,2026-01-17T18:43:18Z,182,WIFI,4,false
TX0006052,U00074,2026-01-17T18:59:11Z,27,GPS,5,false
TX0001317,U00003,2026-01-17T20:15:41Z,286,TORRE_CELULAR,5,false
TX0001872,U00123,2026-01-17T22:00:09Z,163,GPS,2,false
TX0001320,U00107,2026-01-17T22:08:57Z,53,GPS,3,false
TX0002097,U00148,2026-01-17T22:19:30Z,81,GPS,3,false
TX0005331,U00124,2026-01-17T22:29:13Z,314,WIFI,5,false
TX0001365,U00001,2026-01-17T22:46:08Z,75,IP,4,false
TX0001000,U00075,2026-01-17T23:18:23Z,36,WIFI,2,false
TX0003182,U00121,2026-01-17T23:25:35Z,33,GPS,4,false
TX0008807,U00075,2026-01-18T00:06:52Z,274,GPS,2,false
TX0006574,U00111,2026-01-18T00:59:42Z,223,WIFI,1,false
TX0004733,U00001,2026-01-18T01:20:20Z,289,GPS,4,false
TX0006231,U00051,2026-01-18T02:15:01Z,277,WIFI,4,false
TX0004518,U00114,2026-01-18T02:19:38Z,287,WIFI,3,false
TX0003822,U00079,2026-01-18T02:44:42Z,271,GPS,3,false
TX0008251,U00090,2026-01-18T02:47:10Z,184,GPS,1,true
TX0008694,U00003,2026-01-18T02:51:51Z,40,IP,5,false
TX0007953,U00027,2026-01-18T03:10:40Z,299,GPS,2,false
TX0008072,U00099,2026-01-18T03:34:49Z,243,WIFI,5,true
TX0003605,U00043,2026-01-18T04:28:06Z,261,IP,2,false
TX0001990,U00074,2026-01-18T04:45:02Z,283,TORRE_CELULAR,5,false
TX0003211,U00146,2026-01-18T04:47:39Z,131,WIFI,5,false
TX0005664,U00121,2026-01-18T04:59:13Z,101,IP,4,false
TX0001678,U00001,2026-01-18T05:07:22Z,125,IP,4,false
TX0003995,U00092,2026-01-18T05:44:09Z,173,IP,4,false
TX0005082,U00126,2026-01-18T05:58:58Z,154,WIFI,4,false
TX0000396,U00080,2026-01-18T05:59:47Z,208,GPS,4,true
TX0003075,U00076,2026-01-18T06:34:03Z,247,GPS,5,false
TX0001391,U00122,2026-01-18T06:49:26Z,316,GPS,4,false
TX0005087,U00151,2026-01-18T07:07:08Z,285,IP,3,false
TX0004038,U00093,2026-01-18T07:50:56Z,203,GPS,2,false
TX0005861,U00051,2026-01-18T08:32:45Z,316,TORRE_CELULAR,4,false
TX0005043,U00025,2026-01-18T08:35:40Z,242,WIFI,1,false
TX0002589,U00129,2026-01-18T08:41:32Z,183,TORRE_CELULAR,5,false
TX0002747,U00104,2026-01-18T09:02:34Z,249,IP,4,false
TX0008695,U00147,2026-01-18T09:03:00Z,92,GPS,5,false
TX0006064,U00146,2026-01-18T09:15:04Z,142,GPS,5,false
TX0005655,U00122,2026-01-18T10:00:11Z,104,GPS,4,false
TX0003385,U00108,2026-01-18T10:00:54Z,168,GPS,4,false
TX0006013,U00092,2026-01-18T11:30:59Z,300,IP,4,true
TX0005246,U00080,2026-01-18T11:34:07Z,85,TORRE_CELULAR,4,false
TX0004473,U00049,2026-01-18T11:36:30Z,115,IP,1,false
TX0001063,U00077,2026-01-18T11:44:05Z,19,GPS,5,false
TX0001143,U00158,2026-01-18T11:47:59Z,293,GPS,3,false
TX0002446,U00045,2026-01-18T12:16:16Z,288,GPS,2,true
TX0004243,U00087,2026-01-18T12:24:16Z,54,GPS,3,false
TX0008341,U00151,2026-01-18T12:51:16Z,156,GPS,3,true
TX0007795,U00001,2026-01-18T14:13:36Z,66,IP,4,false
TX0008163,U00125,2026-01-18T14:47:33Z,87,IP,5,false
TX0001364,U00119,2026-01-18T15:03:07Z,19,GPS,3,false
TX0007456,U00156,2026-01-18T15:38:41Z,233,WIFI,4,true
TX0000183,U00030,2026-01-18T15:44:47Z,47,IP,4,false
TX0008920,U00026,2026-01-18T15:52:46Z,249,GPS,3,false
TX0005321,U00073,2026-01-18T15:55:47Z,131,GPS,1,false
TX0002925,U00025,2026-01-18T17:27:58Z,141,GPS,1,false
TX0001640,U00124,2026-01-18T17:35:40Z,236,GPS,5,false
TX0005630,U00027,2026-01-18T17:56:45Z,211,TORRE_CELULAR,2,false
TX0002569,U00006,2026-01-18T18:58:58Z,131,WIFI,2,false
TX0000332,U00026,2026-01-18T20:00:04Z,189,IP,3,false
TX0003157,U00050,2026-01-18T20:15:12Z,254,WIFI,5,false
TX0007698,U00148,2026-01-18T20:37:02Z,199,GPS,3,false
TX0000779,U00100,2026-01-18T20:42:07Z,99,IP,3,false
TX0006117,U00027,2026-01-18T21:03:57Z,74,GPS,2,false
TX0001713,U00025,2026-01-18T21:17:21Z,165,GPS,1,false
TX0001659,U00151,2026-01-18T21:34:12Z,315,GPS,3,true
TX0006889,U00097,2026-01-18T21:44:07Z,110,IP,4,false
TX0006235,U00043,2026-01-18T22:25:44Z,73,GPS,2,true
TX0008747,U00056,2026-01-18T22:33:46Z,41,GPS,4,false
TX0003480,U00030,2026-01-18T22:38:36Z,53,IP,4,false
TX0002698,U00121,2026-01-18T23:30:09Z,26,TORRE_CELULAR,4,false
TX0006511,U00132,2026-01-18T23:35:46Z,32,TORRE_CELULAR,2,false
TX0000619,U00128,2026-01-19T00:19:24Z,290,GPS,5,false
TX0003746,U00126,2026-01-19T01:08:02Z,245,IP,4,false
TX0008052,U00051,2026-01-19T01:09:52Z,220,GPS,4,false
TX0007615,U00120,2026-01-19T01:34:57Z,44,GPS,3,true
TX0007494,U00118,2026-01-19T01:41:03Z,343,WIFI,4,false
TX0001337,U00147,2026-01-19T02:05:28Z,325,GPS,5,false
TX0003764,U00025,2026-01-19T03:09:29Z,347,WIFI,1,false
TX0005998,U00075,2026-01-19T05:18:18Z,232,GPS,2,false
TX0007433,U00045,2026-01-19T05:26:10Z,333,WIFI,2,false
TX0002330,U00003,2026-01-19T05:37:28Z,275,WIFI,5,false
TX0007693,U00058,2026-01-19T05:47:38Z,81,GPS,3,false
TX0007374,U00005,2026-01-19T07:02:19Z,41,GPS,3,false
TX0002118,U00050,2026-01-19T07:03:15Z,327,GPS,5,false
TX0000967,U00049,2026-01-19T07:05:27Z,328,GPS,1,false
TX0004203,U00003,2026-01-19T07:05:35Z,321,WIFI,5,false
TX0001481,U00002,2026-01-19T08:11:50Z,179,GPS,3,false
TX0004073,U00056,2026-01-19T08:20:15Z,215,WIFI,4,false
TX0006357,U00107,2026-01-19T08:21:11Z,34,IP,3,false
TX0004004,U00105,2026-01-19T08:37:40Z,332,GPS,3,false
TX0000535,U00140,2026-01-19T08:42:45Z,94,TORRE_CELULAR,3,false
TX0007921,U00026,2026-01-19T09:11:08Z,187,GPS,3,false
TX0003027,U00050,2026-01-19T09:50:13Z,326,GPS,5,true
TX0005818,U00078,2026-01-19T10:52:23Z,300,GPS,3,false
TX0008813,U00050,2026-01-19T11:18:25Z,295,IP,5,false
TX0004784,U00106,2026-01-19T12:16:08Z,92,GPS,4,false
TX0006893,U00146,2026-01-19T12:19:07Z,347,TORRE_CELULAR,5,false
TX0005974,U00120,2026-01-19T12:47:47Z,45,GPS,3,false
TX0005843,U00146,2026-01-19T12:59:50Z,307,IP,5,false
TX0007992,U00075,2026-01-19T13:02:45Z,42,GPS,2,false
TX0008162,U00026,2026-01-19T13:14:48Z,276,IP,3,false
TX0000539,U00145,2026-01-19T13:40:32Z,85,WIFI,3,false
TX0002643,U00118,2026-01-19T14:14:37Z,176,WIFI,4,false
TX0006840,U00098,2026-01-19T15:10:21Z,189,GPS,5,false
TX0001981,U00033,2026-01-19T15:49:04Z,338,GPS,3,true
TX0008946,U00073,2026-01-19T16:09:44Z,243,IP,1,false
TX0007740,U00098,2026-01-19T18:01:01Z,145,WIFI,5,false
TX0005795,U00045,2026-01-19T18:54:01Z,235,IP,2,false
TX0005588,U00050,2026-01-19T19:16:22Z,199,GPS,5,false
TX0000766,U00010,2026-01-19T19:57:06Z,159,GPS,5,false
TX0004130,U00089,2026-01-19T20:02:24Z,190,IP,2,false
TX0006716,U00112,2026-01-19T20:07:05Z,95,WIFI,3,true
TX0000448,U00128,2026-01-19T20:17:21Z,202,WIFI,5,false
TX0001718,U00074,2026-01-19T22:05:15Z,139,TORRE_CELULAR,5,false
TX0008893,U00098,2026-01-19T22:36:11Z,318,GPS,5,true
TX0005938,U00133,2026-01-19T22:52:29Z,237,WIFI,4,false
TX0003451,U00003,2026-01-19T23:06:42Z,62,GPS,5,false
TX0004566,U00002,2026-01-19T23:19:56Z,196,WIFI,3,false
TX0007821,U00145,2026-01-19T23:39:59Z,200,GPS,3,false
TX0006766,U00098,2026-01-19T23:49:18Z,203,GPS,5,false
TX0005414,U00146,2026-01-19T23:51:32Z,239,GPS,5,false
TX0001614,U00074,2026-01-20T00:17:02Z,93,IP,5,false
TX0008165,U00122,2026-01-20T00:30:28Z,265,IP,4,false
TX0004771,U00123,2026-01-20T00:40:32Z,155,GPS,2,false
TX0004348,U00019,2026-01-20T00:43:11Z,223,WIFI,4,false
TX0006873,U00010,2026-01-20T01:37:11Z,262,TORRE_CELULAR,5,true
TX0008269,U00073,2026-01-20T01:57:48Z,57,GPS,1,false
TX0000097,U00075,2026-01-20T02:23:25Z,161,WIFI,2,false
TX0004151,U00002,2026-01-20T02:26:15Z,210,GPS,3,false
TX0000379,U00090,2026-01-20T04:08:47Z,135,GPS,1,false
TX0002808,U00017,2026-01-20T04:46:19Z,30,WIFI,4,false
TX0008408,U00103,2026-01-20T05:33:39Z,294,WIFI,2,false
TX0001769,U00097,2026-01-20T06:03:01Z,213,GPS,4,false
TX0004531,U00099,2026-01-20T07:11:42Z,36,WIFI,5,false
TX0004738,U00050,2026-01-20T07:17:57Z,317,IP,5,true
TX0003829,U00099,2026-01-20T09:31:49Z,35,GPS,5,false
TX0006913,U00093,2026-01-20T09:52:11Z,44,IP,2,false
TX0006336,U00025,2026-01-20T10:56:39Z,185,GPS,1,false
TX0001994,U00147,2026-01-20T11:02:12Z,88,GPS,5,false
TX0008372,U00025,2026-01-20T11:34:24Z,148,IP,1,false
TX0003052,U00155,2026-01-20T12:20:46Z,227,TORRE_CELULAR,3,false
TX0004434,U00029,2026-01-20T13:21:23Z,28,GPS,5,false
TX0001641,U00008,2026-01-20T14:22:40Z,182,WIFI,2,false
TX0002856,U00034,2026-01-20T14:47:18Z,331,TORRE_CELULAR,2,false
TX0000345,U00128,2026-01-20T14:59:24Z,276,IP,5,false
TX0008006,U00051,2026-01-20T15:15:49Z,192,IP,4,false
TX0003413,U00127,2026-01-20T15:25:02Z,23,GPS,2,false
TX0007448,U00123,2026-01-20T15:37:38Z,78,WIFI,2,false
TX0006364,U00015,2026-01-20T16:19:17Z,165,TORRE_CELULAR,1,false
TX0007260,U00099,2026-01-20T16:20:43Z,49,GPS,5,false
TX0007245,U00141,2026-01-20T17:09:28Z,44,GPS,2,true
TX0006816,U00101,2026-01-20T17:35:42Z,169,GPS,5,false
TX0004257,U00006,2026-01-20T17:50:26Z,188,TORRE_CELULAR,2,false
TX0003802,U00099,2026-01-20T17:56:36Z,237,IP,5,false
TX0002706,U00051,2026-01-20T18:43:14Z,236,WIFI,4,false
TX0005357,U00123,2026-01-20T18:50:35Z,153,GPS,2,false
TX0006096,U00148,2026-01-20T18:58:27Z,97,GPS,3,false
TX0007717,U00028,2026-01-20T19:12:29Z,207,TORRE_CELULAR,3,false
TX0001361,U00025,2026-01-20T20:12:33Z,262,IP,1,false
TX0008347,U00003,2026-01-20T20:28:55Z,198,IP,5,false
TX0001993,U00145,2026-01-20T20:31:07Z,251,GPS,3,false
TX0006507,U00035,2026-01-20T21:37:39Z,56,GPS,3,true
TX0003956,U00148,2026-01-20T21:49:36Z,19,GPS,3,false
TX0002847,U00152,2026-01-20T22:33:17Z,74,GPS,2,false
TX0000743,U00075,2026-01-20T23:03:58Z,51,WIFI,2,false
TX0003659,U00099,2026-01-20T23:28:22Z,227,GPS,5,true
TX0002648,U00109,2026-01-20T23:29:04Z,230,IP,5,false
TX0003669,U00107,2026-01-20T23:30:43Z,102,WIFI,3,false
TX0006417,U00073,2026-01-21T00:10:57Z,250,GPS,1,false
TX0005507,U00129,2026-01-21T00:35:59Z,159,GPS,5,false
TX0006515,U00025,2026-01-21T01:05:13Z,168,GPS,1,false
TX0000173,U00121,2026-01-21T02:25:37Z,263,GPS,4,false
TX0003621,U00007,2026-01-21T02:31:11Z,225,GPS,5,false
TX0007580,U00041,2026-01-21T02:45:51Z,175,GPS,4,false
TX0003088,U00156,2026-01-21T03:15:12Z,343,GPS,4,true
TX0008034,U00049,2026-01-21T03:17:58Z,122,IP,1,false
TX0007513,U00099,2026-01-21T03:28:10Z,167,IP,5,false
TX0007411,U00147,2026-01-21T03:41:47Z,196,GPS,5,false
TX0001457,U00050,2026-01-21T04:03:34Z,22,WIFI,5,false
TX0004560,U00003,2026-01-21T04:04:05Z,235,IP,5,false
TX0007427,U00078,2026-01-21T05:21:57Z,327,GPS,3,false
TX0006634,U00027,2026-01-21T05:23:14Z,174,TORRE_CELULAR,2,false
TX0007236,U00001,2026-01-21T05:39:47Z,179,TORRE_CELULAR,4,false
TX0000286,U00148,2026-01-21T07:12:00Z,163,IP,3,false
TX0007309,U00099,2026-01-21T07:27:31Z,162,IP,5,false
TX0007341,U00083,2026-01-21T07:32:44Z,75,TORRE_CELULAR,5,false
TX0001406,U00151,2026-01-21T07:44:03Z,52,WIFI,3,false
TX0004510,U00125,2026-01-21T07:47:25Z,239,GPS,5,false
TX0005688,U00126,2026-01-21T08:33:00Z,64,TORRE_CELULAR,4,true
TX0007216,U00147,2026-01-21T10:01:34Z,187,GPS,5,false
TX0003905,U00050,2026-01-21T10:31:22Z,51,GPS,5,false
TX0006361,U00050,2026-01-21T11:45:37Z,198,TORRE_CELULAR,5,false
TX0005501,U00014,2026-01-21T12:23:23Z,53,TORRE_CELULAR,3,true
TX0005398,U00104,2026-01-21T12:53:59Z,54,IP,4,false
TX0001478,U00147,2026-01-21T13:17:05Z,201,GPS,5,false
TX0003332,U00002,2026-01-21T14:25:30Z,271,IP,3,false
TX0006614,U00158,2026-01-21T15:04:57Z,203,GPS,3,false
TX0006411,U00099,2026-01-21T15:29:37Z,91,TORRE_CELULAR,5,false
TX0007515,U00002,2026-01-21T15:36:37Z,299,GPS,3,true
TX0005069,U00003,2026-01-21T16:07:53Z,134,GPS,5,false
TX0005992,U00001,2026-01-21T16:16:28Z,311,GPS,4,false
TX0002772,U00003,2026-01-21T16:16:52Z,348,WIFI,5,false
TX0005710,U00051,2026-01-21T17:12:10Z,129,GPS,4,false
TX0004758,U00025,2026-01-21T17:49:28Z,24,WIFI,1,false
TX0004695,U00050,2026-01-21T18:03:23Z,73,WIFI,5,false
TX0000748,U00073,2026-01-21T18:40:32Z,279,GPS,1,true
TX0001834,U00097,2026-01-21T19:01:39Z,333,WIFI,4,false
TX0006803,U00075,2026-01-21T19:06:18Z,229,IP,2,false
TX0006649,U00002,2026-01-21T19:13:51Z,78,GPS,3,false
TX0006769,U00054,2026-01-21T19:47:02Z,68,GPS,4,false
TX0004774,U00124,2026-01-21T19:48:42Z,112,GPS,5,false
TX0007589,U00015,2026-01-21T19:52:38Z,211,GPS,1,false
TX0006863,U00116,2026-01-21T19:54:03Z,289,TORRE_CELULAR,3,false
TX0004386,U00112,2026-01-21T21:10:54Z,186,IP,3,true
TX0002271,U00050,2026-01-21T21:12:23Z,320,IP,5,false
TX0000911,U00108,2026-01-21T21:39:56Z,313,IP,4,false
TX0004301,U00002,2026-01-21T22:15:56Z,157,IP,3,false
TX0006813,U00097,2026-01-21T22:58:59Z,113,TORRE_CELULAR,4,false
TX0007508,U00099,2026-01-21T23:11:54Z,120,GPS,5,true
TX0000560,U00147,2026-01-21T23:34:25Z,115,GPS,5,false
TX0001633,U00098,2026-01-22T00:00:46Z,22,GPS,5,false
TX0006029,U00074,2026-01-22T00:04:34Z,118,WIFI,5,false
TX0005189,U00049,2026-01-22T00:16:39Z,154,IP,1,false
TX0000073,U00122,2026-01-22T00:40:47Z,17,GPS,4,false
TX0001679,U00014,2026-01-22T01:29:42Z,49,GPS,3,false
TX0004488,U00097,2026-01-22T01:36:45Z,162,IP,4,false
TX0002897,U00051,2026-01-22T01:49:50Z,61,TORRE_CELULAR,4,false
TX0000581,U00030,2026-01-22T01:52:37Z,175,WIFI,4,false
TX0001129,U00073,2026-01-22T02:16:55Z,33,WIFI,1,false
TX0001568,U00124,2026-01-22T02:54:48Z,228,GPS,5,true
TX0002674,U00134,2026-01-22T02:58:38Z,185,GPS,5,false
TX0000353,U00134,2026-01-22T03:17:58Z,119,IP,5,true
TX0008130,U00079,2026-01-22T03:37:44Z,320,GPS,3,true
TX0004902,U00107,2026-01-22T03:49:14Z,69,WIFI,3,true
TX0000989,U00054,2026-01-22T04:47:11Z,310,IP,4,false
TX0004040,U00147,2026-01-22T05:08:25Z,177,IP,5,false
TX0000343,U00127,2026-01-22T06:04:21Z,224,GPS,2,false
TX0000362,U00028,2026-01-22T06:41:48Z,240,GPS,3,false
TX0008401,U00123,2026-01-22T06:56:15Z,311,TORRE_CELULAR,2,false
TX0000655,U00055,2026-01-22T07:08:46Z,155,IP,3,false
TX0001229,U00124,2026-01-22T07:22:34Z,241,IP,5,false
TX0007416,U00121,2026-01-22T08:42:08Z,252,WIFI,4,false
TX0007974,U00094,2026-01-22T08:50:56Z,88,IP,4,true
TX0000231,U00012,2026-01-22T08:54:56Z,156,TORRE_CELULAR,2,false
TX0006201,U00009,2026-01-22T09:25:09Z,177,WIFI,5,false
TX0003833,U00049,2026-01-22T09:25:15Z,225,GPS,1,false
TX0003072,U00147,2026-01-22T09:27:57Z,291,GPS,5,false
TX0004850,U00029,2026-01-22T09:52:39Z,134,GPS,5,false
TX0002247,U00086,2026-01-22T10:28:01Z,144,GPS,3,false
TX0000127,U00078,2026-01-22T11:10:18Z,17,IP,3,false
TX0006927,U00147,2026-01-22T11:24:51Z,150,GPS,5,false
TX0006019,U00075,2026-01-22T11:25:22Z,29,GPS,2,false
TX0002971,U00027,2026-01-22T11:32:16Z,72,TORRE_CELULAR,2,false
TX0006205,U00008,2026-01-22T11:47:42Z,302,IP,2,false
TX0006695,U00075,2026-01-22T12:16:24Z,266,GPS,2,false
TX0005385,U00073,2026-01-22T12:48:56Z,338,GPS,1,false
TX0008753,U00025,2026-01-22T13:40:59Z,209,WIFI,1,false
TX0007485,U00050,2026-01-22T15:35:56Z,36,GPS,5,false
TX0002905,U00142,2026-01-22T15:57:25Z,109,IP,3,false
TX0008115,U00040,2026-01-22T16:15:06Z,283,GPS,3,false
TX0007067,U00159,2026-01-22T16:15:52Z,292,GPS,4,false
TX0008487,U00059,2026-01-22T16:35:23Z,167,IP,5,false
TX0001636,U00066,2026-01-22T16:42:29Z,272,GPS,2,true
TX0005138,U00123,2026-01-22T17:33:14Z,148,GPS,2,false
TX0000283,U00027,2026-01-22T17:36:46Z,196,TORRE_CELULAR,2,false
TX0008078,U00055,2026-01-22T18:12:17Z,177,IP,3,false
TX0001422,U00073,2026-01-22T18:21:12Z,129,WIFI,1,false
TX0007062,U00121,2026-01-22T18:34:16Z,258,GPS,4,false
TX0005960,U00002,2026-01-22T19:53:17Z,233,WIFI,3,false
TX0006568,U00025,2026-01-22T21:26:01Z,111,IP,1,false
TX0004814,U00123,2026-01-22T21:35:40Z,38,WIFI,2,false
TX0007506,U00100,2026-01-22T21:37:07Z,28,GPS,3,false
TX0006529,U00075,2026-01-22T21:58:38Z,170,TORRE_CELULAR,2,false
TX0005107,U00145,2026-01-22T22:09:32Z,39,GPS,3,false
TX0007237,U00078,2026-01-22T23:06:29Z,220,GPS,3,false
TX0008964,U00025,2026-01-22T23:07:03Z,304,TORRE_CELULAR,1,false
TX0001729,U00097,2026-01-22T23:29:47Z,130,IP,4,false
TX0003983,U00105,2026-01-23T00:34:21Z,236,TORRE_CELULAR,3,true
TX0005040,U00145,2026-01-23T00:54:19Z,232,GPS,3,false
TX0008821,U00073,2026-01-23T01:16:09Z,282,GPS,1,false
TX0000543,U00075,2026-01-23T01:16:20Z,168,TORRE_CELULAR,2,false
TX0006678,U00085,2026-01-23T01:31:55Z,261,WIFI,5,false
TX0004185,U00027,2026-01-23T02:02:51Z,348,GPS,2,true
TX0005128,U00122,2026-01-23T02:11:13Z,30,WIFI,4,true
TX0008778,U00147,2026-01-23T02:27:28Z,199,IP,5,false
TX0006412,U00024,2026-01-23T02:38:33Z,23,WIFI,5,false
TX0007743,U00025,2026-01-23T02:40:25Z,344,WIFI,1,false
TX0007391,U00056,2026-01-23T02:50:48Z,339,GPS,4,true
TX0007980,U00145,2026-01-23T03:18:10Z,105,TORRE_CELULAR,3,false
TX0002629,U00098,2026-01-23T03:18:47Z,347,GPS,5,false
TX0000076,U00127,2026-01-23T03:19:09Z,202,GPS,2,true
TX0008854,U00069,2026-01-23T04:49:45Z,300,WIFI,1,false
TX0005024,U00049,2026-01-23T04:50:31Z,249,GPS,1,false
TX0008037,U00103,2026-01-23T04:53:56Z,219,GPS,2,true
TX0001395,U00055,2026-01-23T05:15:07Z,309,GPS,3,false
TX0000716,U00051,2026-01-23T05:24:28Z,206,IP,4,false
TX0005796,U00147,2026-01-23T06:00:57Z,157,TORRE_CELULAR,5,false
TX0007570,U00049,2026-01-23T06:22:57Z,44,IP,1,false
TX0000915,U00006,2026-01-23T06:42:17Z,219,WIFI,2,true
TX0007074,U00075,2026-01-23T06:47:16Z,313,GPS,2,false
TX0000277,U00054,2026-01-23T06:52:36Z,262,IP,4,false
TX0006113,U00121,2026-01-23T07:43:23Z,173,GPS,4,false
TX0001612,U00098,2026-01-23T08:03:05Z,303,GPS,5,false
TX0008948,U00077,2026-01-23T09:29:08Z,57,IP,5,false
TX0003870,U00155,2026-01-23T09:35:21Z,180,IP,3,false
TX0005363,U00121,2026-01-23T10:06:14Z,68,TORRE_CELULAR,4,false
TX0000710,U00025,2026-01-23T10:54:05Z,157,WIFI,1,false
TX0003434,U00051,2026-01-23T11:09:51Z,326,IP,4,false
TX0008871,U00080,2026-01-23T13:08:50Z,98,IP,4,false
TX0003238,U00050,2026-01-23T13:16:23Z,102,WIFI,5,false
TX0007619,U00049,2026-01-23T13:18:02Z,58,GPS,1,false
TX0005890,U00076,2026-01-23T13:36:14Z,35,IP,5,false
TX0007459,U00007,2026-01-23T13:47:34Z,236,GPS,5,false
TX0004093,U00002,2026-01-23T14:20:19Z,253,GPS,3,true
TX0002699,U00028,2026-01-23T14:25:24Z,69,WIFI,3,false
TX0007152,U00004,2026-01-23T14:35:29Z,208,GPS,4,false
TX0007554,U00049,2026-01-23T14:51:04Z,72,GPS,1,false
TX0006935,U00003,2026-01-23T15:01:36Z,298,TORRE_CELULAR,5,false
TX0004880,U00003,2026-01-23T15:22:18Z,235,IP,5,false
TX0008442,U00074,2026-01-23T15:40:31Z,178,GPS,5,false
TX0004443,U00146,2026-01-23T16:21:31Z,286,GPS,5,false
TX0008276,U00104,2026-01-23T16:58:50Z,93,WIFI,4,false
TX0000105,U00058,2026-01-23T17:54:04Z,76,TORRE_CELULAR,3,true
TX0006698,U00098,2026-01-23T18:41:08Z,214,WIFI,5,false
TX0001362,U00150,2026-01-23T20:21:48Z,218,IP,2,false
TX0001024,U00002,2026-01-23T20:34:04Z,303,WIFI,3,false
TX0008338,U00124,2026-01-23T22:28:40Z,89,WIFI,5,false
TX0000998,U00145,2026-01-23T22:58:26Z,257,IP,3,false
TX0007875,U00074,2026-01-23T23:51:41Z,344,WIFI,5,false
TX0003093,U00105,2026-01-24T00:45:58Z,220,GPS,3,false
TX0004020,U00156,2026-01-24T01:27:25Z,59,GPS,4,true
TX0000375,U00122,2026-01-24T01:41:51Z,34,GPS,4,false
