tx_id,alerta_id,regla,score_modelo,version_modelo,fecha_deteccion,auto_bloqueo
TX0000625,AL0000554,R4_DISPOSITIVO,0.65,v1.1,2026-01-05T20:53:37Z,false
TX0006989,AL0000555,R5_PATRON_RED,0.64,v1.1,2026-01-08T07:23:06Z,false
TX0006738,AL0000556,R5_PATRON_RED,0.64,v1.1,2026-01-10T14:37:35Z,false
TX0002901,AL0000557,R2_VELOCIDAD,0.64,v1.1,2026-01-11T08:18:36Z,false
TX0006501,AL0000558,R5_PATRON_RED,0.62,v1.1,2026-01-14T10:53:11Z,false
TX0005910,AL0000559,R2_VELOCIDAD,0.70,v1.1,2026-01-17T04:27:48Z,false
TX0003480,AL0000560,R4_DISPOSITIVO,0.73,v2.0,2026-01-18T22:39:12Z,false
TX0000500,AL0000561,R5_PATRON_RED,0.73,v1.0,2026-01-30T10:33:32Z,false
TX0007081,AL0000562,R5_PATRON_RED,0.69,v1.1,2026-02-04T08:00:09Z,false
TX0003396,AL0000563,R5_PATRON_RED,0.74,v1.1,2026-02-14T00:34:33Z,false
TX0002284,AL0000564,R5_PATRON_RED,0.73,v2.0,2026-02-16T00:42:14Z,false
TX0008333,AL0000565,R2_VELOCIDAD,0.68,v2.0,2026-02-17T05:09:21Z,false
TX0006606,AL0000566,R5_PATRON_RED,0.70,v1.1,2026-02-24T14:03:31Z,false
TX0004511,AL0000567,R5_PATRON_RED,0.62,v1.1,2026-02-27T18:27:12Z,false
TX0002055,AL0000568,R5_PATRON_RED,0.72,v1.1,2026-02-28T18:43:25Z,false
TX0005869,AL0000569,R3_COMERCIO_BLACKLIST,0.66,v1.1,2026-03-01T07:36:11Z,false
TX0005813,AL0000570,R5_PATRON_RED,0.67,v1.0,2026-03-04T18:12:13Z,false
TX0001791,AL0000571,R2_VELOCIDAD,0.69,v2.0,2026-03-05T17:59:33Z,false
TX0006905,AL0000572,R5_PATRON_RED,0.65,v2.0,2026-03-06T04:48:07Z,false
TX0004569,AL0000573,R2_VELOCIDAD,0.67,v1.0,2026-03-10T04:56:36Z,false
TX0001322,AL0000574,R5_PATRON_RED,0.68,v1.1,2026-03-11T10:26:50Z,false
TX0003523,AL0000575,R5_PATRON_RED,0.70,v2.0,2026-03-13T01:13:17Z,false
TX0000815,AL0000576,R3_COMERCIO_BLACKLIST,0.64,v2.0,2026-03-15T18:47:52Z,false
TX0004367,AL0000577,R5_PATRON_RED,0.66,v2.0,2026-03-15T22:41:32Z,false
TX0005255,AL0000578,R5_PATRON_RED,0.69,v1.1,2026-03-16T09:45:33Z,false
TX0002420,AL0000579,R5_PATRON_RED,0.69,v2.0,2026-03-17T18:53:50Z,false
TX0006197,AL0000580,R4_DISPOSITIVO,0.63,v1.1,2026-03-17T23:18:41Z,false
TX0008199,AL0000581,R2_VELOCIDAD,0.73,v1.0,2026-03-21T08:34:29Z,false
TX0006938,AL0000582,R5_PATRON_RED,0.64,v1.1,2026-03-22T07:50:41Z,false
TX0000924,AL0000583,R2_VELOCIDAD,0.71,v1.1,2026-03-25T16:33:23Z,false
TX0001670,AL0000584,R5_PATRON_RED,0.68,v1.0,2026-03-25T17:18:41Z,false
TX0008100,AL0000585,R5_PATRON_RED,0.70,v1.0,2026-03-28T04:29:16Z,false
TX0000965,AL0000586,R5_PATRON_RED,0.69,v1.1,2026-03-29T23:45:29Z,false
TX0002094,AL0000587,R5_PATRON_RED,0.64,v1.0,2026-03-30T16:24:13Z,false
TX0002385,AL0000588,R2_VELOCIDAD,0.67,v1.1,2026-03-31T05:51:26Z,false
TX0003939,AL0000589,R5_PATRON_RED,0.66,v1.1,2026-04-01T15:42:56Z,false
TX0002677,AL0000590,R5_PATRON_RED,0.67,v2.0,2026-04-01T20:50:41Z,false
TX0006385,AL0000591,R5_PATRON_RED,0.65,v1.1,2026-04-03T08:15:03Z,false
TX0002326,AL0000592,R5_PATRON_RED,0.63,v1.1,2026-04-07T23:23:03Z,false
TX0003201,AL0000593,R4_DISPOSITIVO,0.64,v1.0,2026-04-09T01:01:47Z,false
TX0008569,AL0000594,R5_PATRON_RED,0.65,v1.1,2026-04-14T00:16:14Z,false
TX0004608,AL0000595,R2_VELOCIDAD,0.69,v1.1,2026-04-14T03:22:45Z,false
TX0001971,AL0000596,R4_DISPOSITIVO,0.62,v2.0,2026-04-20T09:26:15Z,false
TX0002868,AL0000597,R5_PATRON_RED,0.67,v1.0,2026-04-20T12:52:50Z,false
TX0006314,AL0000598,R2_VELOCIDAD,0.64,v1.0,2025-10-24T14:52:14Z,false
TX0002933,AL0000599,R5_PATRON_RED,0.72,v1.1,2025-10-30T04:01:31Z,false
TX0008307,AL0000600,R5_PATRON_RED,0.68,v1.0,2025-10-30T22:47:34Z,false
TX0003351,AL0000601,R2_VELOCIDAD,0.64,v1.1,2025-11-02T03:40:19Z,false
TX0008532,AL0000602,R5_PATRON_RED,0.71,v1.0,2025-11-02T21:39:30Z,false
TX0004404,AL0000603,R5_PATRON_RED,0.64,v1.1,2025-11-09T07:53:53Z,false
TX0002678,AL0000604,R4_DISPOSITIVO,0.70,v1.1,2025-11-23T03:15:47Z,false
TX0001376,AL0000605,R5_PATRON_RED,0.73,v1.1,2025-11-23T12:02:37Z,false
TX0008800,AL0000606,R2_VELOCIDAD,0.62,v1.1,2025-11-25T03:01:29Z,false
TX0008624,AL0000607,R5_PATRON_RED,0.69,v2.0,2025-11-27T22:38:27Z,false
TX0002167,AL0000608,R5_PATRON_RED,0.72,v1.1,2025-11-30T16:14:18Z,false
TX0007209,AL0000609,R4_DISPOSITIVO,0.62,v1.0,2025-12-01T16:48:40Z,false
TX0005424,AL0000610,R2_VELOCIDAD,0.62,v1.0,2025-12-07T22:40:32Z,false
TX0003456,AL0000611,R5_PATRON_RED,0.72,v2.0,2025-12-08T16:07:10Z,false
TX0002799,AL0000612,R5_PATRON_RED,0.62,v1.0,2025-12-09T00:50:55Z,false
TX0002264,AL0000613,R5_PATRON_RED,0.64,v2.0,2025-12-15T01:46:22Z,false
TX0004665,AL0000614,R5_PATRON_RED,0.72,v2.0,2025-12-21T20:58:24Z,false
TX0005825,AL0000615,R5_PATRON_RED,0.64,v1.1,2025-12-22T09:41:50Z,false
TX0007104,AL0000616,R2_VELOCIDAD,0.66,v1.0,2025-12-22T20:12:49Z,false
TX0006811,AL0000617,R5_PATRON_RED,0.64,v1.1,2025-12-26T15:25:17Z,false
TX0000458,AL0000618,R5_PATRON_RED,0.68,v1.1,2025-12-26T21:03:09Z,false
TX0005143,AL0000619,R3_COMERCIO_BLACKLIST,0.64,v1.1,2025-12-29T20:16:41Z,false
TX0004971,AL0000620,R5_PATRON_RED,0.66,v2.0,2026-01-02T20:50:32Z,false
TX0000741,AL0000621,R2_VELOCIDAD,0.71,v1.1,2026-01-06T09:14:40Z,false
TX0006878,AL0000622,R5_PATRON_RED,0.64,v1.1,2026-01-07T22:34:05Z,false
TX0006391,AL0000623,R5_PATRON_RED,0.63,v2.0,2026-01-09T02:09:49Z,false
TX0004260,AL0000624,R5_PATRON_RED,0.69,v1.0,2026-01-09T05:03:23Z,false
TX0002846,AL0000625,R5_PATRON_RED,0.65,v2.0,2026-01-11T00:57:09Z,false
TX0003765,AL0000626,R5_PATRON_RED,0.65,v2.0,2026-01-13T03:25:59Z,false
TX0005986,AL0000627,R2_VELOCIDAD,0.66,v2.0,2026-01-15T23:04:49Z,false
TX0002423,AL0000628,R5_PATRON_RED,0.69,v1.1,2026-01-26T06:34:16Z,false
TX0008867,AL0000629,R5_PATRON_RED,0.64,v1.1,2026-02-01T03:01:20Z,false
TX0002339,AL0000630,R2_VELOCIDAD,0.65,v2.0,2026-02-06T03:46:42Z,false
TX0007004,AL0000631,R5_PATRON_RED,0.72,v1.1,2026-02-07T18:40:33Z,false
TX0007498,AL0000632,R5_PATRON_RED,0.63,v1.1,2026-02-08T14:41:30Z,false
TX0003358,AL0000633,R5_PATRON_RED,0.72,v1.1,2026-02-09T01:50:34Z,false
TX0004118,AL0000634,R5_PATRON_RED,0.71,v1.1,2026-02-10T07:40:40Z,false
TX0007593,AL0000635,R5_PATRON_RED,0.61,v2.0,2026-02-10T08:38:10Z,false
TX0000121,AL0000636,R5_PATRON_RED,0.68,v1.1,2026-02-14T20:00:44Z,false
TX0007746,AL0000637,R5_PATRON_RED,0.68,v1.0,2026-02-15T05:32:15Z,false
TX0000461,AL0000638,R5_PATRON_RED,0.70,v1.1,2026-02-18T06:36:32Z,false
TX0006602,AL0000639,R5_PATRON_RED,0.63,v1.1,2026-02-19T03:11:52Z,false
TX0001483,AL0000640,R5_PATRON_RED,0.70,v1.1,2026-02-19T23:16:53Z,false
TX0004290,AL0000641,R5_PATRON_RED,0.66,v1.1,2026-02-20T05:45:45Z,false
TX0005662,AL0000642,R5_PATRON_RED,0.70,v1.1,2026-02-21T12:37:56Z,false
TX0000181,AL0000643,R2_VELOCIDAD,0.62,v2.0,2026-02-22T23:30:00Z,false
TX0005146,AL0000644,R5_PATRON_RED,0.65,v1.1,2026-02-28T15:03:53Z,false
TX0003039,AL0000645,R4_DISPOSITIVO,0.64,v1.0,2026-03-02T09:46:36Z,false
TX0001756,AL0000646,R5_PATRON_RED,0.70,v1.1,2026-03-15T21:03:43Z,false
TX0002686,AL0000647,R5_PATRON_RED,0.69,v2.0,2026-03-15T23:13:09Z,false
TX0006168,AL0000648,R2_VELOCIDAD,0.72,v1.0,2026-03-22T01:44:57Z,false
TX0000651,AL0000649,R5_PATRON_RED,0.71,v1.1,2026-03-24T18:42:21Z,false
TX0002340,AL0000650,R5_PATRON_RED,0.70,v1.1,2026-04-05T06:27:45Z,false
TX0003839,AL0000651,R5_PATRON_RED,0.72,v1.1,2026-04-10T23:27:09Z,false
TX0005921,AL0000652,R3_COMERCIO_BLACKLIST,0.67,v1.1,2026-04-12T07:46:05Z,false
TX0007493,AL0000653,R5_PATRON_RED,0.70,v2.0,2026-04-14T16:02:09Z,false
TX0006407,AL0000654,R3_COMERCIO_BLACKLIST,0.68,v1.0,2026-04-14T18:24:33Z,false
TX0002487,AL0000655,R5_PATRON_RED,0.62,v1.1,2026-04-18T08:02:30Z,false
TX0007252,AL0000656,R5_PATRON_RED,0.66,v2.0,2025-10-24T20:10:11Z,false
TX0008242,AL0000657,R2_VELOCIDAD,0.66,v1.1,2025-10-27T20:59:33Z,false
TX0001763,AL0000658,R4_DISPOSITIVO,0.60,v1.1,2025-10-31T01:20:58Z,false
TX0005323,AL0000659,R5_PATRON_RED,0.60,v1.1,2025-11-01T06:00:09Z,false
TX0005136,AL0000660,R2_VELOCIDAD,0.67,v2.0,2025-11-17T00:54:12Z,false
TX0006543,AL0000661,R5_PATRON_RED,0.72,v1.0,2025-11-20T22:31:17Z,false
TX0002954,AL0000662,R5_PATRON_RED,0.64,v1.1,2025-11-25T01:53:03Z,false
TX0003008,AL0000663,R4_DISPOSITIVO,0.63,v1.1,2025-11-28T21:30:58Z,false
TX0007029,AL0000664,R3_COMERCIO_BLACKLIST,0.71,v1.1,2025-11-29T02:49:26Z,false
TX0001341,AL0000665,R5_PATRON_RED,0.68,v1.0,2025-12-04T15:29:13Z,false
TX0002059,AL0000666,R4_DISPOSITIVO,0.70,v1.1,2025-12-14T16:52:10Z,false
TX0007167,AL0000667,R5_PATRON_RED,0.71,v1.1,2025-12-15T04:30:55Z,false
TX0008310,AL0000668,R5_PATRON_RED,0.64,v2.0,2025-12-17T15:39:55Z,false
TX0008535,AL0000669,R5_PATRON_RED,0.68,v2.0,2025-12-18T13:15:58Z,false
TX0003960,AL0000670,R4_DISPOSITIVO,0.62,v1.1,2025-12-28T00:03:34Z,false
TX0004503,AL0000671,R5_PATRON_RED,0.68,v2.0,2025-12-29T14:24:07Z,false
TX0005680,AL0000672,R5_PATRON_RED,0.71,v2.0,2026-01-01T06:28:29Z,false
TX0002506,AL0000673,R1_ALTO_MONTO_INTL,0.61,v1.1,2026-01-04T13:35:47Z,false
TX0001488,AL0000674,R3_COMERCIO_BLACKLIST,0.70,v1.0,2026-01-07T04:42:18Z,false
TX0004330,AL0000675,R5_PATRON_RED,0.71,v1.1,2026-01-11T02:43:59Z,false
TX0003119,AL0000676,R5_PATRON_RED,0.64,v1.1,2026-01-12T03:08:51Z,false
TX0004979,AL0000677,R4_DISPOSITIVO,0.63,v2.0,2026-01-13T10:51:55Z,false
TX0004287,AL0000678,R5_PATRON_RED,0.66,v1.1,2026-01-14T20:07:20Z,false
TX0003144,AL0000679,R5_PATRON_RED,0.66,v1.1,2026-01-17T06:07:27Z,false
TX0005040,AL0000680,R2_VELOCIDAD,0.71,v1.1,2026-01-23T00:54:46Z,false
TX0007514,AL0000681,R5_PATRON_RED,0.60,v1.1,2026-02-18T03:04:50Z,false
TX0002087,AL0000682,R5_PATRON_RED,0.69,v1.1,2026-02-22T04:29:58Z,false
TX0000802,AL0000683,R2_VELOCIDAD,0.65,v1.0,2026-02-22T22:35:45Z,false
TX0003058,AL0000684,R5_PATRON_RED,0.60,v1.1,2026-02-26T01:37:12Z,false
TX0008508,AL0000685,R5_PATRON_RED,0.67,v1.1,2026-03-01T09:42:21Z,false
TX0007757,AL0000686,R5_PATRON_RED,0.65,v1.1,2026-03-04T00:58:56Z,false
TX0002610,AL0000687,R4_DISPOSITIVO,0.70,v1.0,2026-03-12T03:51:57Z,false
TX0001518,AL0000688,R5_PATRON_RED,0.71,v2.0,2026-03-12T16:20:48Z,false
TX0006640,AL0000689,R5_PATRON_RED,0.64,v1.1,2026-03-14T04:21:24Z,false
TX0000228,AL0000690,R4_DISPOSITIVO,0.71,v2.0,2026-03-18T03:59:58Z,false
TX0000330,AL0000691,R5_PATRON_RED,0.69,v2.0,2026-03-20T04:02:51Z,false
TX0003048,AL0000692,R5_PATRON_RED,0.61,v2.0,2026-03-20T21:26:10Z,false
TX0001973,AL0000693,R5_PATRON_RED,0.69,v2.0,2026-03-20T23:40:10Z,false
TX0006494,AL0000694,R2_VELOCIDAD,0.65,v2.0,2026-03-28T06:14:14Z,false
TX0003940,AL0000695,R4_DISPOSITIVO,0.71,v1.1,2026-03-28T21:27:26Z,false
TX0002656,AL0000696,R2_VELOCIDAD,0.70,v2.0,2026-04-06T23:43:27Z,false
TX0001514,AL0000697,R5_PATRON_RED,0.68,v2.0,2026-04-16T00:22:10Z,false
TX0001874,AL0000698,R5_PATRON_RED,0.60,v2.0,2026-04-16T19:22:36Z,false
TX0002819,AL0000699,R5_PATRON_RED,0.62,v2.0,2026-04-18T00:11:36Z,false
TX0008410,AL0000700,R3_COMERCIO_BLACKLIST,0.68,v1.0,2026-04-19T01:35:32Z,false
TX0003719,AL0000701,R5_PATRON_RED,0.65,v1.1,2025-10-26T04:48:33Z,false
TX0007896,AL0000702,R3_COMERCIO_BLACKLIST,0.71,v1.1,2025-10-26T18:54:15Z,false
TX0003649,AL0000703,R5_PATRON_RED,0.59,v1.1,2025-10-30T05:19:27Z,false
TX0000829,AL0000704,R2_VELOCIDAD,0.65,v1.1,2025-10-30T11:20:15Z,false
TX0003748,AL0000705,R3_COMERCIO_BLACKLIST,0.67,v1.0,2025-11-09T11:57:37Z,false
TX0002270,AL0000706,R5_PATRON_RED,0.61,v1.1,2025-11-12T09:13:00Z,false
TX0008518,AL0000707,R2_VELOCIDAD,0.69,v1.1,2025-11-14T18:24:42Z,false
TX0008502,AL0000708,R2_VELOCIDAD,0.67,v1.1,2025-11-15T05:54:53Z,false
TX0008300,AL0000709,R5_PATRON_RED,0.65,v2.0,2025-11-29T22:20:19Z,false
TX0004775,AL0000710,R5_PATRON_RED,0.65,v1.1,2025-12-01T08:43:05Z,false
TX0007068,AL0000711,R4_DISPOSITIVO,0.67,v2.0,2025-12-01T17:46:49Z,false
TX0001106,AL0000712,R5_PATRON_RED,0.70,v1.1,2025-12-05T02:34:12Z,false
TX0006595,AL0000713,R5_PATRON_RED,0.69,v1.1,2025-12-06T04:49:57Z,false
TX0003114,AL0000714,R5_PATRON_RED,0.65,v1.1,2025-12-07T23:46:54Z,false
TX0008244,AL0000715,R2_VELOCIDAD,0.67,v1.0,2025-12-09T05:23:00Z,false
TX0006008,AL0000716,R5_PATRON_RED,0.60,v2.0,2025-12-14T02:05:23Z,false
TX0001838,AL0000717,R5_PATRON_RED,0.70,v1.1,2025-12-24T01:47:06Z,false
TX0008067,AL0000718,R2_VELOCIDAD,0.60,v1.1,2025-12-24T14:41:59Z,false
TX0004375,AL0000719,R5_PATRON_RED,0.67,v1.1,2025-12-26T04:24:05Z,false
TX0002216,AL0000720,R2_VELOCIDAD,0.68,v1.0,2025-12-29T14:28:22Z,false
TX0002413,AL0000721,R4_DISPOSITIVO,0.70,v1.1,2026-01-05T11:41:24Z,false
TX0006933,AL0000722,R5_PATRON_RED,0.68,v2.0,2026-01-06T12:16:00Z,false
TX0008658,AL0000723,R5_PATRON_RED,0.64,v1.1,2026-01-06T18:27:17Z,false
TX0005988,AL0000724,R4_DISPOSITIVO,0.67,v1.1,2026-01-07T10:14:21Z,false
TX0003733,AL0000725,R5_PATRON_RED,0.66,v1.0,2026-01-12T16:17:55Z,false
TX0008748,AL0000726,R5_PATRON_RED,0.71,v1.0,2026-01-13T01:43:11Z,false
TX0003837,AL0000727,R3_COMERCIO_BLACKLIST,0.67,v1.1,2026-01-13T13:49:41Z,false
TX0001230,AL0000728,R5_PATRON_RED,0.67,v1.1,2026-01-13T21:41:28Z,false
TX0002974,AL0000729,R5_PATRON_RED,0.70,v2.0,2026-01-14T19:31:47Z,false
TX0001063,AL0000730,R2_VELOCIDAD,0.69,v1.1,2026-01-18T11:45:49Z,false
TX0007459,AL0000731,R4_DISPOSITIVO,0.69,v1.1,2026-01-23T13:49:11Z,false
TX0003226,AL0000732,R5_PATRON_RED,0.67,v2.0,2026-01-25T20:52:44Z,false
TX0007959,AL0000733,R5_PATRON_RED,0.63,v1.1,2026-01-31T14:19:28Z,false
TX0001787,AL0000734,R5_PATRON_RED,0.65,v1.1,2026-02-01T16:08:35Z,false
TX0001922,AL0000735,R5_PATRON_RED,0.66,v1.1,2026-02-02T00:41:17Z,false
TX0006569,AL0000736,R2_VELOCIDAD,0.66,v1.1,2026-02-03T18:00:38Z,false
TX0001676,AL0000737,R5_PATRON_RED,0.61,v1.1,2026-02-05T00:35:20Z,false
TX0001382,AL0000738,R2_VELOCIDAD,0.60,v1.0,2026-02-09T13:16:14Z,false
TX0002140,AL0000739,R2_VELOCIDAD,0.60,v1.1,2026-02-13T06:00:23Z,false
TX0007901,AL0000740,R2_VELOCIDAD,0.69,v1.1,2026-02-19T04:07:24Z,false
TX0006093,AL0000741,R5_PATRON_RED,0.63,v1.0,2026-02-27T22:03:15Z,false
TX0005715,AL0000742,R5_PATRON_RED,0.60,v2.0,2026-03-04T17:14:10Z,false
TX0007106,AL0000743,R5_PATRON_RED,0.65,v1.1,2026-03-18T18:11:05Z,false
TX0001189,AL0000744,R2_VELOCIDAD,0.66,v1.1,2026-03-24T10:30:37Z,false
TX0004570,AL0000745,R2_VELOCIDAD,0.69,v2.0,2026-03-27T00:06:38Z,false
TX0007533,AL0000746,R5_PATRON_RED,0.60,v2.0,2026-03-29T02:47:17Z,false
TX0006484,AL0000747,R4_DISPOSITIVO,0.68,v2.0,2026-03-30T01:17:04Z,false
TX0007576,AL0000748,R5_PATRON_RED,0.67,v1.1,2026-04-04T17:08:59Z,false
TX0008557,AL0000749,R5_PATRON_RED,0.65,v1.1,2026-04-05T01:56:57Z,false
TX0006302,AL0000750,R4_DISPOSITIVO,0.62,v1.1,2026-04-05T14:02:24Z,false
TX0000246,AL0000751,R5_PATRON_RED,0.65,v2.0,2026-04-05T16:21:01Z,false
TX0008751,AL0000752,R5_PATRON_RED,0.69,v2.0,2026-04-14T23:06:58Z,false
TX0006578,AL0000753,R4_DISPOSITIVO,0.70,v1.1,2026-04-15T06:51:50Z,false
TX0006143,AL0000754,R5_PATRON_RED,0.64,v2.0,2026-04-18T00:21:29Z,false
TX0001697,AL0000755,R5_PATRON_RED,0.58,v1.0,2025-10-27T01:31:14Z,false
TX0007561,AL0000756,R4_DISPOSITIVO,0.70,v1.1,2025-10-28T07:54:03Z,false
TX0003028,AL0000757,R5_PATRON_RED,0.68,v1.1,2025-10-29T14:01:13Z,false
TX0005023,AL0000758,R5_PATRON_RED,0.68,v2.0,2025-10-30T08:20:06Z,false
TX0002370,AL0000759,R5_PATRON_RED,0.59,v2.0,2025-10-30T10:01:03Z,false
TX0008381,AL0000760,R4_DISPOSITIVO,0.63,v1.0,2025-11-02T21:02:21Z,false
TX0008959,AL0000761,R3_COMERCIO_BLACKLIST,0.67,v1.1,2025-11-04T12:21:25Z,false
TX0004100,AL0000762,R3_COMERCIO_BLACKLIST,0.69,v1.0,2025-11-06T14:05:33Z,false
TX0002246,AL0000763,R5_PATRON_RED,0.62,v2.0,2025-11-13T12:06:56Z,false
TX0003791,AL0000764,R5_PATRON_RED,0.62,v1.1,2025-11-16T16:11:07Z,false
TX0005422,AL0000765,R5_PATRON_RED,0.62,v1.1,2025-11-19T03:21:46Z,false
TX0007526,AL0000766,R4_DISPOSITIVO,0.67,v1.1,2025-11-19T07:01:15Z,false
TX0006432,AL0000767,R5_PATRON_RED,0.68,v1.0,2025-11-20T05:20:56Z,false
TX0004914,AL0000768,R5_PATRON_RED,0.69,v1.1,2025-11-21T01:47:47Z,false
TX0005671,AL0000769,R5_PATRON_RED,0.68,v1.0,2025-11-21T14:21:58Z,false
TX0003615,AL0000770,R4_DISPOSITIVO,0.67,v1.1,2025-11-22T03:07:26Z,false
TX0007265,AL0000771,R5_PATRON_RED,0.66,v2.0,2025-11-22T03:55:09Z,false
TX0001152,AL0000772,R5_PATRON_RED,0.66,v1.1,2025-11-24T11:23:01Z,false
TX0006785,AL0000773,R5_PATRON_RED,0.69,v1.1,2025-11-26T02:08:18Z,false
TX0003432,AL0000774,R5_PATRON_RED,0.59,v1.1,2025-11-26T07:37:36Z,false
TX0004034,AL0000775,R5_PATRON_RED,0.59,v1.1,2025-11-27T15:52:43Z,false
TX0002763,AL0000776,R5_PATRON_RED,0.61,v2.0,2025-12-05T08:41:22Z,false
TX0006051,AL0000777,R5_PATRON_RED,0.59,v1.0,2025-12-07T06:43:44Z,false
TX0005612,AL0000778,R4_DISPOSITIVO,0.64,v1.0,2025-12-10T00:38:15Z,false
TX0008375,AL0000779,R3_COMERCIO_BLACKLIST,0.67,v1.0,2025-12-16T14:26:39Z,false
TX0000215,AL0000780,R2_VELOCIDAD,0.70,v1.1,2025-12-17T05:07:02Z,false
TX0005964,AL0000781,R3_COMERCIO_BLACKLIST,0.62,v2.0,2025-12-20T05:10:38Z,false
TX0006410,AL0000782,R5_PATRON_RED,0.58,v1.1,2025-12-20T10:53:41Z,false
TX0001264,AL0000783,R5_PATRON_RED,0.60,v1.1,2025-12-23T16:23:48Z,false
TX0006555,AL0000784,R5_PATRON_RED,0.67,v1.1,2025-12-24T05:56:15Z,false
TX0001431,AL0000785,R5_PATRON_RED,0.65,v1.1,2025-12-28T05:02:36Z,false
TX0008601,AL0000786,R4_DISPOSITIVO,0.60,v1.1,2025-12-28T07:37:15Z,false
TX0008311,AL0000787,R5_PATRON_RED,0.61,v1.1,2025-12-29T14:50:18Z,false
TX0008835,AL0000788,R5_PATRON_RED,0.63,v1.1,2025-12-31T01:19:28Z,false
TX0006986,AL0000789,R3_COMERCIO_BLACKLIST,0.69,v1.0,2025-12-31T08:57:02Z,false
TX0003422,AL0000790,R5_PATRON_RED,0.69,v1.1,2026-01-02T00:40:03Z,false
TX0005790,AL0000791,R5_PATRON_RED,0.66,v1.0,2026-01-02T11:12:50Z,false
TX0001878,AL0000792,R5_PATRON_RED,0.68,v1.1,2026-01-03T03:56:43Z,false
TX0008918,AL0000793,R2_VELOCIDAD,0.67,v1.0,2026-01-08T02:27:19Z,false
TX0007780,AL0000794,R5_PATRON_RED,0.66,v1.1,2026-01-09T02:40:30Z,false
TX0000369,AL0000795,R5_PATRON_RED,0.63,v2.0,2026-01-13T08:21:22Z,false
TX0001568,AL0000796,R5_PATRON_RED,0.62,v1.1,2026-01-22T02:54:52Z,false
TX0008871,AL0000797,R5_PATRON_RED,0.63,v1.0,2026-01-23T13:09:22Z,false
TX0004020,AL0000798,R2_VELOCIDAD,0.68,v2.0,2026-01-24T01:28:04Z,false
TX0004236,AL0000799,R3_COMERCIO_BLACKLIST,0.65,v2.0,2026-01-27T22:04:41Z,false
TX0004945,AL0000800,R2_VELOCIDAD,0.68,v2.0,2026-01-29T07:07:01Z,false
TX0002580,AL0000801,R5_PATRON_RED,0.63,v1.1,2026-01-31T13:28:59Z,false
TX0000867,AL0000802,R5_PATRON_RED,0.63,v1.1,2026-01-31T21:19:32Z,false
TX0006203,AL0000803,R5_PATRON_RED,0.62,v1.0,2026-02-04T21:53:55Z,false
TX0006783,AL0000804,R5_PATRON_RED,0.61,v1.1,2026-02-06T02:11:21Z,false
TX0006814,AL0000805,R3_COMERCIO_BLACKLIST,0.64,v1.1,2026-02-06T06:56:08Z,false
TX0002779,AL0000806,R4_DISPOSITIVO,0.59,v2.0,2026-02-12T22:35:55Z,false
TX0001124,AL0000807,R4_DISPOSITIVO,0.66,v1.1,2026-02-13T11:25:46Z,false
TX0008570,AL0000808,R5_PATRON_RED,0.65,v1.1,2026-02-15T19:31:14Z,false
TX0006699,AL0000809,R4_DISPOSITIVO,0.68,v2.0,2026-02-18T19:28:34Z,false
TX0001710,AL0000810,R2_VELOCIDAD,0.59,v1.1,2026-02-21T03:51:02Z,false
TX0005954,AL0000811,R2_VELOCIDAD,0.61,v1.1,2026-02-22T05:13:35Z,false
TX0007785,AL0000812,R5_PATRON_RED,0.61,v1.1,2026-02-22T16:54:27Z,false
TX0000266,AL0000813,R5_PATRON_RED,0.69,v1.1,2026-02-23T02:22:26Z,false
TX0000934,AL0000814,R4_DISPOSITIVO,0.68,v2.0,2026-02-27T00:49:39Z,false
TX0003014,AL0000815,R5_PATRON_RED,0.67,v1.0,2026-03-01T09:41:06Z,false
TX0006564,AL0000816,R5_PATRON_RED,0.67,v1.1,2026-03-06T12:47:43Z,false
TX0001970,AL0000817,R5_PATRON_RED,0.65,v1.0,2026-03-11T03:33:18Z,false
TX0000798,AL0000818,R2_VELOCIDAD,0.66,v1.1,2026-03-16T03:48:25Z,false
TX0004672,AL0000819,R5_PATRON_RED,0.68,v1.1,2026-03-23T14:03:10Z,false
TX0003010,AL0000820,R5_PATRON_RED,0.67,v1.1,2026-03-31T19:53:50Z,false
TX0005810,AL0000821,R5_PATRON_RED,0.68,v1.1,2026-04-01T20:05:50Z,false
TX0006099,AL0000822,R5_PATRON_RED,0.62,v2.0,2026-04-02T08:26:23Z,false
TX0007108,AL0000823,R2_VELOCIDAD,0.68,v1.1,2026-04-05T01:58:44Z,false
TX0008889,AL0000824,R2_VELOCIDAD,0.70,v1.1,2026-04-12T13:49:30Z,false
TX0006653,AL0000825,R5_PATRON_RED,0.64,v1.1,2026-04-20T04:51:58Z,false
TX0006239,AL0000826,R2_VELOCIDAD,0.57,v1.1,2025-10-29T05:44:51Z,false
TX0000221,AL0000827,R5_PATRON_RED,0.68,v2.0,2025-11-01T02:37:06Z,false
TX0008718,AL0000828,R5_PATRON_RED,0.68,v1.0,2025-11-01T14:42:12Z,false
TX0002730,AL0000829,R2_VELOCIDAD,0.59,v1.0,2025-11-03T08:37:38Z,false
TX0005348,AL0000830,R2_VELOCIDAD,0.64,v1.1,2025-11-05T00:24:58Z,false
TX0006292,AL0000831,R2_VELOCIDAD,0.64,v1.0,2025-11-05T03:27:22Z,false
TX0001345,AL0000832,R2_VELOCIDAD,0.65,v1.1,2025-11-07T04:23:48Z,false
