tx_id,comercio_id,terminal_id,canal_pago,autorizacion,comision_pct,fecha_hora
TX0001922,M000118,TERM-20207,POS,AUTH-971900,1.90,2026-02-02T00:39:17Z
TX0001120,M000055,TERM-24708,WEB,AUTH-823746,2.98,2026-02-02T01:09:57Z
TX0008817,M000077,TERM-77340,WEB,AUTH-543008,3.26,2026-02-02T05:20:49Z
TX0004941,M000246,TERM-91716,APP,AUTH-101135,1.47,2026-02-02T06:45:24Z
TX0002963,M000062,TERM-38877,APP,AUTH-215262,0.78,2026-02-02T08:25:29Z
TX0001399,M000376,TERM-32443,WEB,AUTH-580742,1.12,2026-02-02T09:02:02Z
TX0001265,M000255,TERM-10726,POS,AUTH-562399,3.51,2026-02-02T09:30:02Z
TX0007962,M000206,TERM-94173,APP,AUTH-460071,1.40,2026-02-02T09:53:07Z
TX0002748,M000099,TERM-65306,POS,AUTH-863514,1.80,2026-02-02T09:57:00Z
TX0003894,M000027,TERM-24636,APP,AUTH-407675,1.84,2026-02-02T09:57:19Z
TX0005416,M000146,TERM-14564,APP,AUTH-292867,1.95,2026-02-02T10:32:14Z
TX0000160,M000270,TERM-52528,POS,AUTH-428925,2.66,2026-02-02T11:16:33Z
TX0002210,M000069,TERM-90263,APP,AUTH-509563,1.66,2026-02-02T12:26:49Z
TX0007267,M000083,TERM-18817,WEB,AUTH-958558,3.48,2026-02-02T13:02:07Z
TX0005215,M000313,TERM-75305,APP,AUTH-903410,2.30,2026-02-02T14:40:06Z
TX0003834,M000085,TERM-54259,APP,AUTH-684977,1.87,2026-02-02T16:17:22Z
TX0006517,M000282,TERM-28558,WEB,AUTH-423053,2.44,2026-02-02T16:48:23Z
TX0001550,M000079,TERM-56783,WEB,AUTH-642025,1.92,2026-02-02T16:50:34Z
TX0003849,M000094,TERM-77071,APP,AUTH-502285,2.47,2026-02-02T19:56:59Z
TX0001062,M000077,TERM-33799,WEB,AUTH-251000,2.54,2026-02-03T01:02:41Z
TX0001065,M000354,TERM-33181,POS,AUTH-728108,4.18,2026-02-03T02:11:16Z
TX0004702,M000289,TERM-94757,POS,AUTH-910893,0.59,2026-02-03T03:01:18Z
TX0000355,M000226,TERM-17643,WEB,AUTH-800024,0.56,2026-02-03T03:20:27Z
TX0000206,M000201,TERM-99329,WEB,AUTH-804374,1.75,2026-02-03T04:19:12Z
TX0008921,M000038,TERM-49134,APP,AUTH-870135,3.51,2026-02-03T04:19:24Z
TX0005371,M000119,TERM-49594,POS,AUTH-280343,3.38,2026-02-03T04:20:24Z
TX0007065,M000170,TERM-47019,WEB,AUTH-669463,0.90,2026-02-03T04:42:50Z
TX0004958,M000075,TERM-89529,WEB,AUTH-456148,4.19,2026-02-03T06:58:05Z
TX0004671,M000019,TERM-23316,APP,AUTH-698007,1.42,2026-02-03T08:09:21Z
TX0000349,M000252,TERM-80401,APP,AUTH-394552,3.65,2026-02-03T09:43:30Z
TX0001223,M000221,TERM-42740,WEB,AUTH-967291,2.93,2026-02-03T10:49:04Z
TX0007191,M000306,TERM-76095,WEB,AUTH-534914,0.51,2026-02-03T12:01:26Z
TX0004659,M000007,TERM-24152,APP,AUTH-621257,0.90,2026-02-03T14:09:52Z
TX0003594,M000388,TERM-20955,WEB,AUTH-246808,3.90,2026-02-03T14:35:52Z
TX0003947,M000186,TERM-98814,POS,AUTH-205404,3.11,2026-02-03T15:04:39Z
TX0008847,M000015,TERM-68141,WEB,AUTH-958100,4.15,2026-02-03T17:10:50Z
TX0005975,M000135,TERM-43567,POS,AUTH-610171,3.12,2026-02-03T17:28:49Z
TX0002177,M000203,TERM-61183,WEB,AUTH-741293,1.75,2026-02-03T17:55:18Z
TX0004696,M000439,TERM-57992,APP,AUTH-729196,1.45,2026-02-03T19:04:22Z
TX0003494,M000268,TERM-20048,WEB,AUTH-536472,2.14,2026-02-03T21:10:47Z
TX0000948,M000111,TERM-15854,POS,AUTH-749676,1.28,2026-02-03T21:44:34Z
TX0003004,M000350,TERM-86429,WEB,AUTH-407719,3.37,2026-02-03T23:21:42Z
TX0000857,M000430,TERM-65280,APP,AUTH-932980,3.28,2026-02-03T23:34:19Z
TX0008475,M000074,TERM-66982,POS,AUTH-882500,3.25,2026-02-04T01:35:35Z
TX0000497,M000302,TERM-94848,POS,AUTH-450219,2.24,2026-02-04T03:37:17Z
TX0006376,M000153,TERM-78576,WEB,AUTH-557442,2.63,2026-02-04T04:11:42Z
TX0008527,M000082,TERM-89194,WEB,AUTH-891368,4.15,2026-02-04T04:47:48Z
TX0000844,M000349,TERM-57190,APP,AUTH-365828,1.81,2026-02-04T06:10:30Z
TX0005105,M000397,TERM-34324,WEB,AUTH-693156,3.31,2026-02-04T08:18:06Z
TX0007102,M000018,TERM-61958,WEB,AUTH-521524,4.11,2026-02-04T08:39:26Z
TX0005657,M000132,TERM-91208,POS,AUTH-566661,2.01,2026-02-04T08:58:56Z
TX0000594,M000325,TERM-90841,WEB,AUTH-692639,3.96,2026-02-04T10:30:33Z
TX0006169,M000407,TERM-36342,APP,AUTH-838883,1.72,2026-02-04T10:37:21Z
TX0008538,M000198,TERM-21559,WEB,AUTH-304272,0.53,2026-02-04T12:54:43Z
TX0008255,M000009,TERM-98400,APP,AUTH-467350,0.86,2026-02-04T13:22:41Z
TX0006844,M000117,TERM-88557,WEB,AUTH-762718,3.26,2026-02-04T15:09:47Z
TX0003316,M000177,TERM-66442,WEB,AUTH-502103,2.40,2026-02-04T16:17:08Z
TX0003371,M000181,TERM-25083,POS,AUTH-379210,2.71,2026-02-04T16:40:00Z
TX0006867,M000113,TERM-56800,APP,AUTH-522878,1.48,2026-02-04T16:58:45Z
TX0006266,M000260,TERM-33933,POS,AUTH-559637,2.80,2026-02-04T17:00:04Z
TX0005341,M000203,TERM-71656,APP,AUTH-314920,3.40,2026-02-04T19:27:44Z
TX0005742,M000186,TERM-30313,APP,AUTH-432695,2.52,2026-02-04T20:08:09Z
TX0001140,M000001,TERM-43998,WEB,AUTH-731104,3.04,2026-02-04T20:19:31Z
TX0008650,M000010,TERM-51766,APP,AUTH-872633,2.01,2026-02-04T20:19:47Z
TX0003013,M000059,TERM-76755,POS,AUTH-772247,2.15,2026-02-04T20:36:10Z
TX0001463,M000342,TERM-10067,WEB,AUTH-373396,1.40,2026-02-04T20:39:06Z
TX0007889,M000394,TERM-37612,POS,AUTH-411736,1.56,2026-02-04T21:03:46Z
TX0004124,M000190,TERM-63508,WEB,AUTH-705798,3.54,2026-02-04T21:41:55Z
TX0002985,M000245,TERM-45286,WEB,AUTH-476584,1.99,2026-02-04T21:46:37Z
TX0003745,M000371,TERM-27653,WEB,AUTH-748047,3.16,2026-02-04T22:04:35Z
TX0004596,M000056,TERM-52811,APP,AUTH-716810,1.89,2026-02-04T22:20:56Z
TX0001676,M000152,TERM-86125,POS,AUTH-784908,2.66,2026-02-05T00:34:38Z
TX0007402,M000433,TERM-51016,APP,AUTH-422850,2.82,2026-02-05T00:56:03Z
TX0002384,M000134,TERM-92738,WEB,AUTH-479135,4.12,2026-02-05T03:57:20Z
TX0003779,M000115,TERM-31953,APP,AUTH-503477,3.24,2026-02-05T05:10:30Z
TX0002671,M000295,TERM-81861,POS,AUTH-876464,1.36,2026-02-05T08:41:25Z
TX0004255,M000380,TERM-74632,APP,AUTH-939718,1.26,2026-02-05T08:50:46Z
TX0007861,M000373,TERM-54544,WEB,AUTH-401257,1.18,2026-02-05T08:56:08Z
TX0008198,M000389,TERM-10492,APP,AUTH-559727,1.68,2026-02-05T10:04:02Z
TX0003254,M000328,TERM-30213,APP,AUTH-314211,1.06,2026-02-05T11:19:45Z
TX0005531,M000065,TERM-22539,WEB,AUTH-942412,2.67,2026-02-05T11:27:15Z
TX0000061,M000382,TERM-50521,APP,AUTH-417675,3.69,2026-02-05T13:20:02Z
TX0002414,M000394,TERM-69358,WEB,AUTH-796976,1.35,2026-02-05T16:37:16Z
TX0007423,M000045,TERM-60202,APP,AUTH-287716,1.04,2026-02-05T16:58:22Z
TX0006744,M000225,TERM-61112,APP,AUTH-826523,2.12,2026-02-05T17:52:30Z
TX0004094,M000327,TERM-16892,WEB,AUTH-728875,3.47,2026-02-05T19:22:57Z
TX0006258,M000258,TERM-51157,APP,AUTH-126029,2.83,2026-02-05T19:54:03Z
TX0000028,M000278,TERM-75033,WEB,AUTH-540945,1.11,2026-02-05T23:07:19Z
TX0000381,M000327,TERM-75648,WEB,AUTH-229316,3.07,2026-02-06T00:11:52Z
TX0000488,M000120,TERM-92230,WEB,AUTH-461357,0.95,2026-02-06T00:26:48Z
TX0007664,M000025,TERM-15355,WEB,AUTH-467282,3.14,2026-02-06T01:06:03Z
TX0006783,M000136,TERM-85163,WEB,AUTH-531742,3.63,2026-02-06T02:10:42Z
TX0008334,M000133,TERM-25051,WEB,AUTH-853254,0.63,2026-02-06T02:33:59Z
TX0004605,M000289,TERM-65743,APP,AUTH-750519,3.77,2026-02-06T06:24:12Z
TX0006814,M000373,TERM-33189,APP,AUTH-731467,2.49,2026-02-06T06:54:16Z
TX0003147,M000030,TERM-18964,APP,AUTH-186890,1.38,2026-02-06T07:13:05Z
TX0008712,M000393,TERM-77719,POS,AUTH-670473,2.26,2026-02-06T07:16:25Z
TX0000115,M000320,TERM-70578,APP,AUTH-757853,1.33,2026-02-06T10:04:23Z
TX0001187,M000058,TERM-49955,APP,AUTH-952862,3.41,2026-02-06T11:04:03Z
TX0003391,M000108,TERM-52203,APP,AUTH-772669,1.95,2026-02-06T12:39:22Z
TX0003353,M000366,TERM-51110,APP,AUTH-960490,3.96,2026-02-06T12:42:27Z
TX0005875,M000232,TERM-78612,WEB,AUTH-428233,1.99,2026-02-06T13:03:59Z
TX0000365,M000304,TERM-18606,APP,AUTH-339566,0.97,2026-02-06T13:13:06Z
TX0001083,M000100,TERM-54984,APP,AUTH-854288,1.30,2026-02-06T13:40:07Z
TX0004213,M000203,TERM-23506,WEB,AUTH-690546,1.27,2026-02-06T13:57:31Z
TX0003982,M000224,TERM-65497,POS,AUTH-100338,2.83,2026-02-06T14:21:01Z
TX0000101,M000373,TERM-29025,APP,AUTH-737395,1.52,2026-02-06T15:02:01Z
TX0007695,M000004,TERM-11285,WEB,AUTH-489234,1.66,2026-02-06T18:30:36Z
TX0001703,M000199,TERM-55184,APP,AUTH-360738,1.02,2026-02-06T18:45:47Z
TX0008337,M000027,TERM-85786,POS,AUTH-607861,2.82,2026-02-06T19:36:29Z
TX0001892,M000376,TERM-48149,WEB,AUTH-570592,1.63,2026-02-06T20:43:14Z
TX0005081,M000029,TERM-69654,APP,AUTH-809798,3.83,2026-02-06T21:00:54Z
TX0005077,M000288,TERM-39921,APP,AUTH-958405,3.20,2026-02-06T21:57:37Z
TX0004303,M000105,TERM-61314,APP,AUTH-422963,2.38,2026-02-06T22:29:52Z
TX0005702,M000089,TERM-93264,POS,AUTH-313224,1.95,2026-02-06T22:36:23Z
TX0001734,M000167,TERM-25083,WEB,AUTH-518633,2.36,2026-02-06T22:42:49Z
TX0001851,M000221,TERM-88073,APP,AUTH-669600,1.07,2026-02-06T23:56:13Z
TX0004526,M000115,TERM-33673,WEB,AUTH-585892,1.27,2026-02-07T00:38:02Z
TX0002505,M000287,TERM-98028,APP,AUTH-344565,3.33,2026-02-07T01:02:08Z
TX0003049,M000138,TERM-52922,APP,AUTH-875346,3.69,2026-02-07T01:22:35Z
TX0002203,M000106,TERM-58339,APP,AUTH-176608,2.68,2026-02-07T03:59:41Z
TX0002591,M000446,TERM-97596,POS,AUTH-758185,2.79,2026-02-07T10:21:56Z
TX0000082,M000035,TERM-60049,WEB,AUTH-691429,3.25,2026-02-07T12:15:16Z
TX0001061,M000053,TERM-54620,APP,AUTH-599383,3.07,2026-02-07T12:48:05Z
TX0004482,M000386,TERM-41180,APP,AUTH-975362,2.42,2026-02-07T13:10:58Z
TX0008884,M000361,TERM-16536,WEB,AUTH-558844,1.81,2026-02-07T13:36:42Z
TX0007034,M000254,TERM-72933,WEB,AUTH-812374,1.36,2026-02-07T14:37:29Z
TX0004804,M000326,TERM-34829,WEB,AUTH-501100,3.19,2026-02-07T15:14:35Z
TX0001297,M000076,TERM-41915,WEB,AUTH-632833,2.20,2026-02-07T16:40:29Z
TX0001161,M000029,TERM-89181,APP,AUTH-711354,1.44,2026-02-07T17:08:48Z
TX0007004,M000255,TERM-52680,WEB,AUTH-792248,1.12,2026-02-07T18:39:30Z
TX0003241,M000150,TERM-20695,APP,AUTH-138221,3.58,2026-02-07T20:57:39Z
TX0007884,M000280,TERM-62395,WEB,AUTH-198181,0.66,2026-02-07T21:08:14Z
TX0005176,M000338,TERM-24731,WEB,AUTH-243288,2.33,2026-02-07T23:43:20Z
TX0007779,M000339,TERM-49218,APP,AUTH-762979,1.04,2026-02-08T01:07:16Z
TX0008857,M000239,TERM-43181,WEB,AUTH-987819,1.34,2026-02-08T02:52:07Z
TX0008389,M000425,TERM-91208,APP,AUTH-670457,0.85,2026-02-08T04:25:03Z
TX0004631,M000369,TERM-71572,WEB,AUTH-523244,1.09,2026-02-08T04:48:38Z
TX0007501,M000150,TERM-33039,WEB,AUTH-658138,3.56,2026-02-08T04:55:59Z
TX0000272,M000107,TERM-28720,WEB,AUTH-260886,0.83,2026-02-08T06:12:22Z
TX0004024,M000049,TERM-70294,WEB,AUTH-606303,0.62,2026-02-08T10:29:14Z
TX0008746,M000339,TERM-64018,WEB,AUTH-604717,2.46,2026-02-08T11:52:59Z
TX0007498,M000382,TERM-93699,APP,AUTH-689295,1.12,2026-02-08T14:41:23Z
TX0004515,M000322,TERM-11978,APP,AUTH-447783,1.89,2026-02-08T17:07:28Z
TX0004168,M000202,TERM-44399,WEB,AUTH-226649,3.62,2026-02-08T20:50:39Z
TX0008038,M000449,TERM-63680,WEB,AUTH-977643,2.07,2026-02-08T21:38:38Z
TX0000016,M000210,TERM-43106,APP,AUTH-948952,2.24,2026-02-08T22:16:19Z
TX0007362,M000345,TERM-16114,APP,AUTH-673780,0.96,2026-02-08T23:08:47Z
TX0005856,M000387,TERM-24358,WEB,AUTH-960553,2.60,2026-02-08T23:29:05Z
TX0006708,M000409,TERM-78581,APP,AUTH-976803,2.82,2026-02-09T01:05:03Z
TX0005322,M000017,TERM-90928,WEB,AUTH-515846,0.67,2026-02-09T01:28:56Z
TX0003358,M000364,TERM-84027,APP,AUTH-819007,2.69,2026-02-09T01:49:02Z
TX0003918,M000344,TERM-53331,WEB,AUTH-343886,2.78,2026-02-09T03:18:40Z
TX0004777,M000083,TERM-40427,WEB,AUTH-776990,2.87,2026-02-09T03:50:04Z
TX0002263,M000091,TERM-87231,APP,AUTH-964783,4.05,2026-02-09T04:13:11Z
TX0008902,M000433,TERM-43428,APP,AUTH-470489,3.07,2026-02-09T05:23:53Z
TX0002113,M000390,TERM-53651,APP,AUTH-769704,3.09,2026-02-09T05:36:10Z
TX0006418,M000247,TERM-89287,WEB,AUTH-904048,3.42,2026-02-09T05:40:32Z
TX0007510,M000449,TERM-77118,APP,AUTH-806721,0.56,2026-02-09T07:28:19Z
TX0002746,M000373,TERM-17359,APP,AUTH-754792,2.56,2026-02-09T07:36:38Z
TX0006596,M000152,TERM-20058,WEB,AUTH-443051,1.82,2026-02-09T08:19:54Z
TX0003512,M000126,TERM-21462,APP,AUTH-449933,3.53,2026-02-09T08:20:11Z
TX0006146,M000385,TERM-28481,APP,AUTH-966390,3.78,2026-02-09T08:30:16Z
TX0008512,M000079,TERM-74445,APP,AUTH-743933,1.16,2026-02-09T09:38:16Z
TX0002065,M000385,TERM-74632,APP,AUTH-423475,2.28,2026-02-09T10:28:03Z
TX0004450,M000438,TERM-80030,WEB,AUTH-532798,0.66,2026-02-09T11:46:53Z
TX0002750,M000066,TERM-99884,WEB,AUTH-521820,3.34,2026-02-09T12:30:03Z
TX0008909,M000376,TERM-10987,APP,AUTH-503238,0.97,2026-02-09T15:46:20Z
TX0007337,M000083,TERM-61306,APP,AUTH-817350,1.81,2026-02-09T20:09:27Z
TX0008717,M000415,TERM-10824,WEB,AUTH-880345,2.28,2026-02-09T20:36:38Z
TX0005816,M000417,TERM-98789,APP,AUTH-767809,1.57,2026-02-09T21:10:17Z
TX0003041,M000076,TERM-47155,APP,AUTH-405554,2.06,2026-02-09T21:20:04Z
TX0005546,M000223,TERM-51060,APP,AUTH-580244,2.03,2026-02-09T22:41:30Z
TX0003074,M000182,TERM-93479,APP,AUTH-606935,3.73,2026-02-09T23:46:06Z
TX0007105,M000033,TERM-97915,WEB,AUTH-760011,2.37,2026-02-10T03:24:16Z
TX0008367,M000432,TERM-87042,APP,AUTH-278847,2.54,2026-02-10T05:56:25Z
TX0008270,M000099,TERM-54684,APP,AUTH-810943,1.11,2026-02-10T06:46:04Z
TX0006592,M000039,TERM-91100,WEB,AUTH-566182,2.92,2026-02-10T07:16:03Z
TX0005549,M000205,TERM-84011,APP,AUTH-549859,4.16,2026-02-10T07:31:06Z
TX0001360,M000283,TERM-21964,WEB,AUTH-764605,3.46,2026-02-10T08:29:50Z
TX0006784,M000055,TERM-56451,APP,AUTH-790919,3.96,2026-02-10T08:58:37Z
TX0002946,M000008,TERM-79624,APP,AUTH-568837,2.04,2026-02-10T10:59:39Z
TX0003858,M000260,TERM-60379,WEB,AUTH-440911,2.23,2026-02-10T11:34:34Z
TX0003593,M000003,TERM-66448,WEB,AUTH-968332,4.01,2026-02-10T12:10:03Z
TX0004275,M000284,TERM-15491,WEB,AUTH-879875,3.99,2026-02-10T12:12:01Z
TX0003036,M000075,TERM-24097,POS,AUTH-997073,3.85,2026-02-10T12:20:33Z
TX0003092,M000435,TERM-62910,POS,AUTH-922435,0.62,2026-02-10T13:27:46Z
TX0003379,M000079,TERM-45742,APP,AUTH-779905,2.76,2026-02-10T13:45:11Z
TX0006629,M000353,TERM-95784,WEB,AUTH-290979,3.02,2026-02-10T15:06:16Z
TX0000578,M000199,TERM-32157,WEB,AUTH-296106,3.72,2026-02-10T15:34:53Z
TX0003257,M000006,TERM-64628,WEB,AUTH-838007,2.47,2026-02-10T17:31:49Z
TX0007287,M000028,TERM-78281,POS,AUTH-740034,1.85,2026-02-10T18:11:08Z
TX0005059,M000173,TERM-31469,APP,AUTH-678458,0.75,2026-02-10T19:33:59Z
TX0002649,M000256,TERM-43848,POS,AUTH-329994,1.10,2026-02-10T20:13:50Z
TX0001969,M000219,TERM-81450,WEB,AUTH-116233,1.99,2026-02-10T21:22:01Z
TX0004504,M000113,TERM-70997,WEB,AUTH-339989,2.74,2026-02-10T23:32:53Z
TX0004417,M000090,TERM-19509,APP,AUTH-136011,1.44,2026-02-11T00:43:35Z
TX0003544,M000217,TERM-88200,APP,AUTH-764565,1.04,2026-02-11T00:59:34Z
TX0007405,M000269,TERM-91494,WEB,AUTH-117065,2.69,2026-02-11T02:53:15Z
TX0005342,M000217,TERM-19016,WEB,AUTH-264051,3.30,2026-02-11T03:02:01Z
TX0000823,M000211,TERM-53634,APP,AUTH-271309,2.25,2026-02-11T03:10:19Z
TX0005079,M000147,TERM-21454,POS,AUTH-402523,1.38,2026-02-11T04:39:05Z
TX0001197,M000409,TERM-66109,WEB,AUTH-676040,1.42,2026-02-11T06:36:39Z
TX0008969,M000328,TERM-63489,WEB,AUTH-194068,3.01,2026-02-11T07:19:48Z
TX0000553,M000427,TERM-63200,POS,AUTH-176146,3.54,2026-02-11T07:39:33Z
TX0007609,M000204,TERM-58540,APP,AUTH-517614,3.32,2026-02-11T09:57:03Z
TX0004354,M000094,TERM-16788,WEB,AUTH-183784,2.04,2026-02-11T10:36:13Z
TX0006870,M000391,TERM-83553,WEB,AUTH-720395,2.24,2026-02-11T11:08:47Z
TX0004006,M000295,TERM-23939,APP,AUTH-410152,3.73,2026-02-11T11:35:06Z
TX0006967,M000362,TERM-73840,APP,AUTH-445602,1.91,2026-02-11T12:04:04Z
TX0007761,M000049,TERM-50608,POS,AUTH-718646,1.74,2026-02-11T12:44:11Z
TX0008481,M000411,TERM-17747,WEB,AUTH-835656,3.76,2026-02-11T13:27:21Z
TX0001305,M000215,TERM-63542,WEB,AUTH-982492,3.53,2026-02-11T15:57:38Z
TX0001212,M000077,TERM-73784,WEB,AUTH-993349,3.26,2026-02-11T16:10:03Z
TX0007799,M000131,TERM-51684,APP,AUTH-904372,2.81,2026-02-11T17:37:39Z
TX0003514,M000165,TERM-31762,POS,AUTH-173981,3.34,2026-02-11T18:20:21Z
TX0004601,M000396,TERM-68970,WEB,AUTH-976179,1.98,2026-02-11T19:12:40Z
TX0005473,M000343,TERM-17183,WEB,AUTH-976178,0.72,2026-02-11T19:42:16Z
TX0001112,M000274,TERM-39778,WEB,AUTH-663478,2.19,2026-02-11T20:01:08Z
TX0003155,M000433,TERM-69089,APP,AUTH-448877,3.32,2026-02-11T20:01:21Z
TX0001850,M000045,TERM-90253,POS,AUTH-668987,1.42,2026-02-11T23:08:32Z
TX0004893,M000072,TERM-56897,WEB,AUTH-566716,0.68,2026-02-11T23:27:26Z
TX0008235,M000282,TERM-35350,APP,AUTH-289381,3.74,2026-02-12T02:09:57Z
TX0000370,M000030,TERM-88347,WEB,AUTH-952666,4.06,2026-02-12T03:14:39Z
TX0000490,M000257,TERM-91463,WEB,AUTH-369523,4.06,2026-02-12T03:56:16Z
TX0002054,M000069,TERM-58178,WEB,AUTH-834060,3.59,2026-02-12T04:12:31Z
TX0004955,M000086,TERM-93760,APP,AUTH-616869,2.49,2026-02-12T06:44:30Z
TX0002255,M000317,TERM-79037,APP,AUTH-873021,2.76,2026-02-12T10:08:31Z
TX0008143,M000221,TERM-37149,POS,AUTH-934805,1.53,2026-02-12T11:49:21Z
TX0004186,M000234,TERM-91022,WEB,AUTH-984374,3.62,2026-02-12T12:35:09Z
TX0006826,M000195,TERM-62238,POS,AUTH-545636,2.87,2026-02-12T13:02:48Z
TX0006671,M000130,TERM-24499,WEB,AUTH-658838,1.61,2026-02-12T13:10:47Z
TX0006327,M000390,TERM-38928,APP,AUTH-218090,1.70,2026-02-12T13:46:41Z
TX0002828,M000055,TERM-11240,POS,AUTH-411622,3.26,2026-02-12T13:54:36Z
TX0008523,M000177,TERM-62454,WEB,AUTH-693660,0.95,2026-02-12T15:03:42Z
TX0007752,M000031,TERM-74981,APP,AUTH-234086,2.08,2026-02-12T16:16:16Z
TX0008617,M000194,TERM-26344,APP,AUTH-347438,2.77,2026-02-12T17:50:30Z
TX0006023,M000440,TERM-86208,APP,AUTH-379325,1.80,2026-02-12T20:02:24Z
TX0008374,M000297,TERM-24416,WEB,AUTH-657234,3.14,2026-02-12T21:38:13Z
TX0002779,M000098,TERM-71826,APP,AUTH-650455,1.57,2026-02-12T22:34:04Z
TX0002709,M000381,TERM-37674,WEB,AUTH-125682,3.61,2026-02-12T23:09:28Z
TX0007627,M000016,TERM-66613,POS,AUTH-779441,1.68,2026-02-13T01:19:31Z
TX0005092,M000085,TERM-47804,WEB,AUTH-371139,2.03,2026-02-13T02:08:58Z
TX0003203,M000052,TERM-89103,POS,AUTH-194962,3.61,2026-02-13T02:54:31Z
TX0005675,M000189,TERM-43838,WEB,AUTH-664940,1.00,2026-02-13T05:08:01Z
TX0005474,M000340,TERM-26815,WEB,AUTH-414714,2.61,2026-02-13T05:46:20Z
TX0002611,M000397,TERM-56316,WEB,AUTH-492055,2.98,2026-02-13T06:04:54Z
TX0005823,M000064,TERM-78908,APP,AUTH-387240,3.21,2026-02-13T06:09:58Z
TX0001804,M000023,TERM-54957,WEB,AUTH-829193,1.56,2026-02-13T06:56:49Z
TX0003410,M000055,TERM-32800,APP,AUTH-182895,2.68,2026-02-13T07:57:56Z
TX0008177,M000069,TERM-36049,APP,AUTH-998766,2.90,2026-02-13T09:27:15Z
TX0004821,M000314,TERM-28939,APP,AUTH-840905,0.84,2026-02-13T09:56:54Z
TX0006009,M000312,TERM-21844,APP,AUTH-689119,2.21,2026-02-13T11:02:53Z
TX0004925,M000028,TERM-16029,APP,AUTH-953739,3.02,2026-02-13T11:03:08Z
TX0007845,M000248,TERM-58136,APP,AUTH-805808,2.62,2026-02-13T12:29:50Z
TX0004054,M000174,TERM-51049,WEB,AUTH-149553,3.46,2026-02-13T14:46:01Z
TX0006194,M000406,TERM-90937,POS,AUTH-913130,3.26,2026-02-13T16:19:19Z
TX0008493,M000124,TERM-64659,WEB,AUTH-984276,0.69,2026-02-13T16:27:07Z
TX0008926,M000368,TERM-21237,APP,AUTH-305708,0.74,2026-02-13T17:01:03Z
TX0002244,M000005,TERM-60173,APP,AUTH-717666,1.10,2026-02-13T17:13:44Z
TX0007497,M000028,TERM-29634,WEB,AUTH-558940,1.34,2026-02-13T17:45:33Z
TX0001198,M000218,TERM-30318,POS,AUTH-964798,3.28,2026-02-13T19:16:57Z
TX0007274,M000130,TERM-30707,WEB,AUTH-881175,3.29,2026-02-13T20:44:06Z
TX0002204,M000380,TERM-16257,APP,AUTH-857956,0.85,2026-02-13T21:45:20Z
TX0004177,M000232,TERM-51108,APP,AUTH-590980,4.09,2026-02-13T22:14:41Z
TX0003396,M000437,TERM-84294,APP,AUTH-831423,3.34,2026-02-14T00:32:52Z
TX0005583,M000256,TERM-70331,WEB,AUTH-862386,1.56,2026-02-14T00:47:07Z
TX0007710,M000250,TERM-40837,WEB,AUTH-427395,0.65,2026-02-14T00:54:17Z
TX0002444,M000177,TERM-90297,WEB,AUTH-782316,2.32,2026-02-14T01:19:03Z
TX0001067,M000184,TERM-71103,APP,AUTH-679844,1.05,2026-02-14T02:30:21Z
TX0003819,M000197,TERM-34333,WEB,AUTH-258388,1.97,2026-02-14T02:32:51Z
TX0006283,M000257,TERM-10342,WEB,AUTH-896432,3.44,2026-02-14T05:11:30Z
TX0005194,M000361,TERM-84487,APP,AUTH-141076,3.52,2026-02-14T05:32:02Z
TX0006540,M000369,TERM-91598,WEB,AUTH-111083,2.79,2026-02-14T06:25:09Z
TX0000503,M000164,TERM-69372,POS,AUTH-529306,1.76,2026-02-14T06:44:08Z
TX0002074,M000160,TERM-17070,APP,AUTH-493762,4.16,2026-02-14T08:31:18Z
TX0005730,M000100,TERM-15906,APP,AUTH-821041,1.45,2026-02-14T09:34:31Z
TX0005453,M000127,TERM-39649,APP,AUTH-329296,1.69,2026-02-14T11:47:57Z
TX0006527,M000063,TERM-82368,APP,AUTH-874770,2.05,2026-02-14T12:13:21Z
TX0000565,M000381,TERM-31386,APP,AUTH-355353,4.14,2026-02-14T13:35:15Z
TX0006050,M000272,TERM-82861,APP,AUTH-434100,1.13,2026-02-14T13:36:25Z
TX0003636,M000058,TERM-56270,WEB,AUTH-778728,2.84,2026-02-14T14:50:57Z
TX0006012,M000078,TERM-82235,WEB,AUTH-422992,3.66,2026-02-14T15:44:14Z
TX0000561,M000241,TERM-41335,APP,AUTH-123198,1.37,2026-02-14T16:49:28Z
TX0007596,M000077,TERM-64884,POS,AUTH-124819,0.58,2026-02-14T17:32:04Z
TX0008164,M000109,TERM-51223,POS,AUTH-144833,2.68,2026-02-14T21:04:45Z
TX0003591,M000186,TERM-11776,WEB,AUTH-566636,1.58,2026-02-14T22:27:18Z
TX0002928,M000161,TERM-50508,WEB,AUTH-934613,3.47,2026-02-14T22:30:31Z
TX0006353,M000209,TERM-73251,WEB,AUTH-960411,1.88,2026-02-14T22:55:33Z
TX0004047,M000015,TERM-27302,APP,AUTH-178622,3.82,2026-02-14T23:11:48Z
TX0004832,M000380,TERM-91369,POS,AUTH-958954,2.30,2026-02-14T23:19:36Z
TX0008739,M000125,TERM-63019,WEB,AUTH-727499,1.01,2026-02-15T04:03:48Z
TX0006000,M000392,TERM-90633,APP,AUTH-114383,3.60,2026-02-15T05:18:29Z
TX0004148,M000252,TERM-37610,APP,AUTH-881168,2.57,2026-02-15T05:28:24Z
