cliente_id,tx_id,rol,factor_autenticacion,autenticacion_ok,ip_origen,confianza_sesion
C001156,TX0004566,ORDENANTE,SMS_OTP,true,58.24.118.93,0.52
C000206,TX0007821,ORDENANTE,SIN_FACTOR,true,68.74.87.7,0.47
C001096,TX0006766,ORDENANTE,SMS_OTP,true,105.27.148.28,0.56
C000551,TX0005414,ORDENANTE,SIN_FACTOR,true,128.78.227.175,0.58
C001076,TX0001614,ORDENANTE,BIOMETRIA,true,143.155.236.80,0.59
C000466,TX0008165,ORDENANTE,BIOMETRIA,true,33.192.222.211,0.58
C000571,TX0004771,ORDENANTE,SMS_OTP,true,23.1.183.162,0.67
C000008,TX0004348,ORDENANTE,BIOMETRIA,true,149.184.162.20,0.48
C000659,TX0006873,ORDENANTE,PASSWORD,true,154.42.173.174,0.37
C000079,TX0008269,ORDENANTE,BIOMETRIA,true,116.35.112.85,0.67
C000693,TX0000097,ORDENANTE,PASSWORD,true,112.19.188.36,0.64
C001014,TX0004151,ORDENANTE,PASSWORD,true,200.218.221.150,0.40
C000421,TX0000379,ORDENANTE,SMS_OTP,true,57.63.52.35,0.34
C000814,TX0002808,ORDENANTE,SMS_OTP,true,72.204.116.82,0.29
C000265,TX0008408,ORDENANTE,PASSWORD,true,117.220.133.249,0.29
C000577,TX0001769,ORDENANTE,PASSWORD,true,150.106.78.186,0.57
C001014,TX0004531,ORDENANTE,BIOMETRIA,true,200.218.221.150,0.49
C000593,TX0004738,ORDENANTE,BIOMETRIA,true,125.150.219.225,0.63
C000337,TX0003829,ORDENANTE,SMS_OTP,true,28.197.24.37,0.50
C000694,TX0006913,ORDENANTE,PASSWORD,true,137.137.44.81,0.39
C000914,TX0006336,ORDENANTE,PASSWORD,true,81.76.66.30,0.57
C000624,TX0001994,ORDENANTE,SIN_FACTOR,true,34.194.57.216,0.41
C000357,TX0008372,ORDENANTE,BIOMETRIA,true,149.43.53.180,0.55
C001102,TX0003052,ORDENANTE,PASSWORD,true,147.221.252.2,0.55
C000708,TX0004434,ORDENANTE,SMS_OTP,true,191.84.179.104,0.51
C000223,TX0001641,ORDENANTE,TOKEN_APP,true,148.210.6.3,0.32
C000361,TX0002856,ORDENANTE,PASSWORD,true,70.86.204.171,0.65
C000481,TX0000345,ORDENANTE,BIOMETRIA,true,184.139.158.180,0.18
C000984,TX0008006,ORDENANTE,BIOMETRIA,true,128.135.63.66,0.82
C000567,TX0003413,ORDENANTE,PASSWORD,true,101.167.90.101,0.52
C000904,TX0007448,ORDENANTE,BIOMETRIA,true,186.143.99.120,0.60
C000673,TX0006364,ORDENANTE,TOKEN_APP,true,87.102.178.95,0.50
C000251,TX0007260,ORDENANTE,BIOMETRIA,true,184.139.158.180,0.70
C000904,TX0007245,ORDENANTE,BIOMETRIA,true,187.133.178.126,0.33
C000284,TX0006816,ORDENANTE,BIOMETRIA,true,75.206.159.7,0.51
C001180,TX0004257,ORDENANTE,SMS_OTP,true,125.227.192.62,0.38
C000006,TX0003802,ORDENANTE,SMS_OTP,true,123.203.226.20,0.52
C000878,TX0002706,ORDENANTE,PASSWORD,true,171.132.58.177,0.51
C000929,TX0005357,ORDENANTE,TOKEN_APP,true,113.80.200.117,0.61
C000972,TX0006096,ORDENANTE,SIN_FACTOR,true,104.8.151.111,0.52
C000512,TX0007717,ORDENANTE,SMS_OTP,true,103.82.238.199,0.36
C000908,TX0001361,ORDENANTE,PASSWORD,true,157.48.185.189,0.83
C000660,TX0008347,ORDENANTE,TOKEN_APP,true,157.102.107.171,0.52
C000252,TX0001993,ORDENANTE,TOKEN_APP,true,158.147.97.128,0.46
C000410,TX0006507,ORDENANTE,BIOMETRIA,true,146.113.121.153,0.40
C000287,TX0003956,ORDENANTE,BIOMETRIA,true,138.192.152.251,0.61
C000934,TX0002847,ORDENANTE,SMS_OTP,true,78.165.68.161,0.62
C001062,TX0000743,ORDENANTE,SMS_OTP,true,56.86.101.217,0.70
C000818,TX0003659,ORDENANTE,BIOMETRIA,true,58.52.191.186,0.46
C000477,TX0002648,ORDENANTE,TOKEN_APP,true,193.186.91.63,0.38
C000443,TX0003669,ORDENANTE,PASSWORD,true,68.137.119.140,0.66
C000074,TX0006417,ORDENANTE,SIN_FACTOR,true,62.122.137.207,0.46
C000543,TX0005507,ORDENANTE,BIOMETRIA,true,109.120.83.35,0.15
C000990,TX0006515,ORDENANTE,PASSWORD,true,145.126.19.38,0.39
C001114,TX0000173,ORDENANTE,PASSWORD,true,174.123.67.235,0.62
C000250,TX0003621,ORDENANTE,SMS_OTP,true,90.87.192.166,0.48
C000443,TX0007580,ORDENANTE,SMS_OTP,true,68.137.119.140,0.43
C000700,TX0003088,ORDENANTE,PASSWORD,true,176.37.108.172,0.16
C000121,TX0008034,ORDENANTE,TOKEN_APP,true,44.166.8.61,0.42
C000736,TX0007513,ORDENANTE,TOKEN_APP,true,37.117.239.141,0.36
C000832,TX0007411,ORDENANTE,TOKEN_APP,true,37.74.109.233,0.59
C001168,TX0001457,ORDENANTE,SMS_OTP,true,196.229.10.67,0.41
C000109,TX0004560,ORDENANTE,TOKEN_APP,true,79.118.222.224,0.41
C000558,TX0007427,ORDENANTE,PASSWORD,true,195.216.190.136,0.82
C000038,TX0006634,ORDENANTE,TOKEN_APP,true,111.200.38.210,0.53
C001090,TX0007236,ORDENANTE,PASSWORD,true,101.222.196.42,0.67
C000249,TX0000286,ORDENANTE,BIOMETRIA,true,188.100.7.208,0.19
C001011,TX0007309,ORDENANTE,PASSWORD,true,86.148.146.202,0.48
C000272,TX0007341,ORDENANTE,PASSWORD,true,183.73.37.161,0.48
C000913,TX0001406,ORDENANTE,PASSWORD,true,46.216.219.184,0.42
C000923,TX0004510,ORDENANTE,PASSWORD,true,113.184.217.254,0.56
C000289,TX0005688,ORDENANTE,PASSWORD,true,183.207.122.170,0.59
C000918,TX0007216,ORDENANTE,BIOMETRIA,true,182.98.36.141,0.49
C001068,TX0003905,ORDENANTE,BIOMETRIA,true,176.37.108.172,0.43
C000937,TX0006361,ORDENANTE,SMS_OTP,true,168.121.119.12,0.48
C000821,TX0005501,ORDENANTE,PASSWORD,true,72.179.11.123,0.55
C001072,TX0005398,ORDENANTE,SMS_OTP,true,101.192.70.68,0.48
C000510,TX0001478,ORDENANTE,SMS_OTP,true,158.250.234.74,0.61
C000213,TX0003332,ORDENANTE,SMS_OTP,true,61.215.239.56,0.55
C000402,TX0006614,ORDENANTE,SIN_FACTOR,true,154.114.208.8,0.57
C000537,TX0006411,ORDENANTE,BIOMETRIA,true,55.238.164.120,0.68
C001013,TX0007515,ORDENANTE,BIOMETRIA,true,37.74.109.233,0.50
C001074,TX0005069,ORDENANTE,BIOMETRIA,true,114.82.78.73,0.56
C000348,TX0005992,ORDENANTE,SMS_OTP,true,174.228.27.142,0.62
C000757,TX0002772,ORDENANTE,SIN_FACTOR,true,123.121.152.236,0.64
C000644,TX0005710,ORDENANTE,BIOMETRIA,true,56.95.86.6,0.50
C000129,TX0004758,ORDENANTE,PASSWORD,true,61.223.211.176,0.71
C000843,TX0004695,ORDENANTE,PASSWORD,true,188.233.216.150,0.79
C000625,TX0000748,ORDENANTE,BIOMETRIA,true,81.223.239.50,0.64
C000110,TX0001834,ORDENANTE,SMS_OTP,true,90.247.4.150,0.79
C000861,TX0006803,ORDENANTE,SMS_OTP,true,36.120.58.159,0.68
C000540,TX0006649,ORDENANTE,SMS_OTP,true,47.175.198.205,0.56
C000289,TX0006769,ORDENANTE,PASSWORD,true,183.207.122.170,0.72
C000474,TX0004774,ORDENANTE,PASSWORD,true,91.184.160.224,0.44
C000751,TX0007589,ORDENANTE,BIOMETRIA,true,182.125.77.11,0.38
C000593,TX0006863,ORDENANTE,SIN_FACTOR,true,125.150.219.225,0.52
C000580,TX0004386,ORDENANTE,TOKEN_APP,true,45.162.206.37,0.60
C001051,TX0002271,ORDENANTE,PASSWORD,true,28.197.24.37,0.41
C001172,TX0000911,ORDENANTE,SMS_OTP,true,95.31.163.151,0.49
C000241,TX0004301,ORDENANTE,SMS_OTP,true,113.233.6.205,0.65
C000030,TX0006813,ORDENANTE,SMS_OTP,true,164.69.22.95,0.40
C000295,TX0007508,ORDENANTE,SMS_OTP,true,56.242.225.110,0.33
C000930,TX0000560,ORDENANTE,PASSWORD,true,103.132.202.59,0.37
C000448,TX0001633,ORDENANTE,BIOMETRIA,true,103.192.247.161,0.54
C000710,TX0006029,ORDENANTE,SMS_OTP,true,57.198.208.53,0.77
C000356,TX0005189,ORDENANTE,SMS_OTP,true,118.31.79.93,0.44
C001008,TX0000073,ORDENANTE,TOKEN_APP,true,64.32.74.114,0.50
C000127,TX0001679,ORDENANTE,TOKEN_APP,true,180.101.61.127,0.32
C000603,TX0004488,ORDENANTE,TOKEN_APP,true,123.185.128.158,0.53
C000023,TX0002897,ORDENANTE,SIN_FACTOR,true,35.201.202.234,0.44
C000165,TX0000581,ORDENANTE,SMS_OTP,true,114.82.78.73,0.54
C001139,TX0001129,ORDENANTE,BIOMETRIA,true,176.149.108.31,0.43
C001148,TX0001568,ORDENANTE,PASSWORD,true,51.231.105.20,0.37
C000071,TX0002674,ORDENANTE,SIN_FACTOR,true,116.207.246.244,0.56
C001138,TX0000353,ORDENANTE,TOKEN_APP,true,45.81.71.103,0.20
C000795,TX0008130,ORDENANTE,SMS_OTP,true,85.179.14.119,0.49
C000833,TX0004902,ORDENANTE,SIN_FACTOR,false,81.76.66.30,0.02
C000441,TX0000989,ORDENANTE,SIN_FACTOR,true,49.35.34.185,0.16
C000677,TX0004040,ORDENANTE,SMS_OTP,true,149.159.68.145,0.77
C000463,TX0000343,ORDENANTE,SIN_FACTOR,true,127.161.199.213,0.52
C000727,TX0000362,ORDENANTE,PASSWORD,true,186.50.242.131,0.61
C000639,TX0008401,ORDENANTE,TOKEN_APP,true,124.37.195.209,0.74
C000965,TX0000655,ORDENANTE,TOKEN_APP,true,45.23.219.244,0.36
C000066,TX0001229,ORDENANTE,PASSWORD,true,28.225.213.188,0.30
C000460,TX0007416,ORDENANTE,SIN_FACTOR,true,92.136.124.68,0.62
C000777,TX0007974,ORDENANTE,SMS_OTP,true,102.65.15.36,0.51
C000254,TX0000231,ORDENANTE,TOKEN_APP,true,101.192.70.68,0.32
C000979,TX0006201,ORDENANTE,PASSWORD,true,84.183.36.172,0.55
C000926,TX0003833,ORDENANTE,PASSWORD,true,60.201.39.204,0.75
C000409,TX0003072,ORDENANTE,PASSWORD,true,155.160.88.185,0.73
C000488,TX0004850,ORDENANTE,SMS_OTP,true,55.49.88.96,0.45
C000778,TX0002247,ORDENANTE,PASSWORD,true,184.200.194.151,0.61
C000130,TX0000127,ORDENANTE,SMS_OTP,true,187.3.24.95,0.31
C001090,TX0006927,ORDENANTE,TOKEN_APP,true,101.222.196.42,0.60
C000777,TX0006019,ORDENANTE,PASSWORD,true,102.65.15.36,0.64
C000058,TX0002971,ORDENANTE,BIOMETRIA,true,102.31.57.223,0.77
C000265,TX0006205,ORDENANTE,TOKEN_APP,true,117.220.133.249,0.72
C000817,TX0006695,ORDENANTE,PASSWORD,true,123.211.26.193,0.62
C000574,TX0005385,ORDENANTE,PASSWORD,true,95.88.80.175,0.50
C000834,TX0008753,ORDENANTE,TOKEN_APP,true,131.58.97.254,0.74
C000945,TX0007485,ORDENANTE,PASSWORD,true,118.31.79.93,0.60
C001069,TX0002905,ORDENANTE,TOKEN_APP,true,100.221.207.183,0.45
C000951,TX0008115,ORDENANTE,SMS_OTP,true,187.133.178.126,0.48
C001112,TX0007067,ORDENANTE,TOKEN_APP,true,151.150.120.104,0.49
C000704,TX0008487,ORDENANTE,SMS_OTP,true,95.244.180.175,0.70
C000451,TX0001636,ORDENANTE,PASSWORD,true,150.48.187.68,0.33
C000479,TX0005138,ORDENANTE,SMS_OTP,true,56.101.228.52,0.75
C000366,TX0000283,ORDENANTE,TOKEN_APP,true,130.120.66.5,0.77
C000453,TX0008078,ORDENANTE,PASSWORD,true,181.242.53.125,0.51
C000007,TX0001422,ORDENANTE,BIOMETRIA,true,183.74.86.143,0.84
C001112,TX0007062,ORDENANTE,BIOMETRIA,true,151.150.120.104,0.57
C000612,TX0005960,ORDENANTE,TOKEN_APP,true,174.215.196.233,0.60
C000750,TX0006568,ORDENANTE,PASSWORD,true,92.111.11.246,0.62
C000669,TX0004814,ORDENANTE,TOKEN_APP,true,26.34.128.249,0.51
C000580,TX0007506,ORDENANTE,PASSWORD,true,45.162.206.37,0.66
C000737,TX0006529,ORDENANTE,PASSWORD,true,119.192.80.115,0.60
C000067,TX0005107,ORDENANTE,SIN_FACTOR,true,93.68.132.13,0.67
C000793,TX0007237,ORDENANTE,SIN_FACTOR,true,36.120.58.159,0.41
C001047,TX0008964,ORDENANTE,TOKEN_APP,true,59.203.179.178,0.47
C000981,TX0001729,ORDENANTE,SMS_OTP,true,161.167.175.8,0.57
C000443,TX0003983,ORDENANTE,BIOMETRIA,true,68.137.119.140,0.23
C000977,TX0005040,ORDENANTE,SMS_OTP,true,163.197.202.36,0.38
C000961,TX0008821,ORDENANTE,TOKEN_APP,true,35.72.66.77,0.34
C000895,TX0000543,ORDENANTE,BIOMETRIA,true,172.108.125.38,0.17
C001168,TX0006678,ORDENANTE,BIOMETRIA,true,196.229.10.67,0.31
C001057,TX0004185,ORDENANTE,PASSWORD,true,186.143.99.120,0.53
C000875,TX0005128,ORDENANTE,TOKEN_APP,true,31.95.99.212,0.58
C000950,TX0008778,ORDENANTE,SMS_OTP,true,178.29.124.29,0.56
C000446,TX0006412,ORDENANTE,TOKEN_APP,true,97.56.118.161,0.30
C000448,TX0007743,ORDENANTE,BIOMETRIA,true,103.192.247.161,0.60
C000701,TX0007391,ORDENANTE,PASSWORD,true,125.56.100.218,0.24
C001153,TX0007980,ORDENANTE,SIN_FACTOR,true,31.185.20.250,0.26
C000893,TX0002629,ORDENANTE,SMS_OTP,true,54.131.128.200,0.45
C000389,TX0000076,ORDENANTE,BIOMETRIA,true,66.129.110.215,0.41
C000106,TX0008854,ORDENANTE,SMS_OTP,true,184.32.153.100,0.44
C000842,TX0005024,ORDENANTE,SMS_OTP,true,127.199.49.250,0.61
C000766,TX0008037,ORDENANTE,SIN_FACTOR,true,155.15.246.190,0.23
C000157,TX0001395,ORDENANTE,BIOMETRIA,true,191.16.61.10,0.47
C001050,TX0000716,ORDENANTE,BIOMETRIA,true,164.186.82.90,0.57
C000918,TX0005796,ORDENANTE,BIOMETRIA,true,31.198.49.254,0.44
C001016,TX0007570,ORDENANTE,PASSWORD,true,85.45.223.217,0.42
C000854,TX0000915,ORDENANTE,SMS_OTP,true,62.172.126.45,0.61
C000282,TX0007074,ORDENANTE,PASSWORD,true,93.143.152.23,0.51
C000156,TX0000277,ORDENANTE,SMS_OTP,true,62.29.27.211,0.43
C000105,TX0006113,ORDENANTE,BIOMETRIA,true,29.45.214.73,0.54
C000534,TX0001612,ORDENANTE,SMS_OTP,true,91.148.213.252,0.73
C000166,TX0008948,ORDENANTE,BIOMETRIA,true,59.132.52.85,0.45
C000559,TX0003870,ORDENANTE,SMS_OTP,true,147.221.252.2,0.55
C001041,TX0005363,ORDENANTE,PASSWORD,true,99.100.95.157,0.41
C001155,TX0000710,ORDENANTE,PASSWORD,true,142.96.96.19,0.65
C000907,TX0003434,ORDENANTE,PASSWORD,true,60.195.188.241,0.34
C001113,TX0008871,ORDENANTE,BIOMETRIA,true,117.232.79.162,0.38
C000199,TX0003238,ORDENANTE,TOKEN_APP,true,84.183.36.172,0.64
C001057,TX0007619,ORDENANTE,SMS_OTP,true,186.143.99.120,0.52
C001089,TX0005890,ORDENANTE,SIN_FACTOR,true,24.4.88.110,0.70
C001010,TX0007459,ORDENANTE,SMS_OTP,true,34.194.57.216,0.46
C000368,TX0004093,ORDENANTE,BIOMETRIA,true,27.239.104.116,0.79
C001113,TX0002699,ORDENANTE,PASSWORD,true,117.232.79.162,0.51
C000264,TX0007152,ORDENANTE,PASSWORD,true,195.253.129.14,0.48
C000283,TX0007554,ORDENANTE,SMS_OTP,true,90.16.93.58,0.85
C000796,TX0006935,ORDENANTE,SMS_OTP,true,192.80.122.99,0.68
C000499,TX0004880,ORDENANTE,SMS_OTP,true,144.175.240.155,0.69
C000520,TX0008442,ORDENANTE,SIN_FACTOR,true,30.132.222.194,0.73
C000604,TX0004443,ORDENANTE,SIN_FACTOR,true,192.225.157.154,0.57
C000944,TX0008276,ORDENANTE,PASSWORD,true,196.191.31.210,0.65
C000170,TX0000105,ORDENANTE,BIOMETRIA,true,26.129.175.230,0.45
C000339,TX0006698,ORDENANTE,TOKEN_APP,true,80.31.18.191,0.68
C000544,TX0001362,ORDENANTE,SIN_FACTOR,true,171.123.99.108,0.58
C000155,TX0001024,ORDENANTE,BIOMETRIA,true,74.188.211.29,0.74
C001187,TX0008338,ORDENANTE,SMS_OTP,true,65.42.94.64,0.83
C001137,TX0000998,ORDENANTE,BIOMETRIA,true,62.205.244.185,0.70
C000628,TX0007875,ORDENANTE,SMS_OTP,true,118.123.23.115,0.56
C000498,TX0003093,ORDENANTE,SIN_FACTOR,true,105.29.197.236,0.52
C001077,TX0004020,ORDENANTE,TOKEN_APP,true,160.94.211.45,0.42
C000961,TX0000375,ORDENANTE,TOKEN_APP,true,35.72.66.77,0.47
C001167,TX0001231,ORDENANTE,SMS_OTP,false,165.165.1.106,0.20
C000133,TX0000959,ORDENANTE,PASSWORD,true,128.249.74.44,0.35
C001105,TX0002944,ORDENANTE,PASSWORD,true,195.233.211.104,0.21
C001176,TX0001082,ORDENANTE,SMS_OTP,true,57.237.158.69,0.50
C000942,TX0001731,ORDENANTE,BIOMETRIA,true,170.160.11.180,0.50
C000077,TX0005640,ORDENANTE,SIN_FACTOR,true,137.123.12.215,0.24
C000322,TX0006090,ORDENANTE,PASSWORD,true,67.84.43.244,0.61
C001088,TX0006076,ORDENANTE,BIOMETRIA,true,160.94.211.45,0.57
C000759,TX0007390,ORDENANTE,TOKEN_APP,true,187.44.136.10,0.59
C000745,TX0003570,ORDENANTE,TOKEN_APP,true,29.13.187.78,0.37
C000781,TX0000600,ORDENANTE,TOKEN_APP,true,198.29.40.59,0.64
C000037,TX0006406,ORDENANTE,BIOMETRIA,true,181.176.101.25,0.47
C000942,TX0008230,ORDENANTE,TOKEN_APP,true,170.160.11.180,0.40
C001028,TX0005698,ORDENANTE,BIOMETRIA,true,60.195.188.241,0.37
C000077,TX0002351,ORDENANTE,PASSWORD,true,137.123.12.215,0.58
C000426,TX0007217,ORDENANTE,SMS_OTP,true,169.4.21.249,0.57
C000271,TX0004057,ORDENANTE,SMS_OTP,true,66.164.29.8,0.35
C000933,TX0001830,ORDENANTE,SMS_OTP,true,134.246.231.248,0.61
C000760,TX0008708,ORDENANTE,PASSWORD,true,31.111.217.145,0.84
C000253,TX0001133,ORDENANTE,TOKEN_APP,true,187.38.173.166,0.58
C000377,TX0001535,ORDENANTE,BIOMETRIA,true,122.193.1.17,0.75
C000901,TX0002037,ORDENANTE,BIOMETRIA,true,51.11.143.2,0.59
C000185,TX0004145,ORDENANTE,SMS_OTP,true,158.118.232.190,0.67
C001151,TX0000686,ORDENANTE,BIOMETRIA,true,61.254.19.16,0.53
C001146,TX0008647,ORDENANTE,BIOMETRIA,true,44.144.48.213,0.46
C001025,TX0002469,ORDENANTE,BIOMETRIA,true,96.59.219.3,0.62
C000455,TX0000979,ORDENANTE,SMS_OTP,true,152.71.195.24,0.28
C000155,TX0003857,ORDENANTE,SIN_FACTOR,true,74.188.211.29,0.80
C000446,TX0003650,ORDENANTE,PASSWORD,true,97.56.118.161,0.53
C001170,TX0000546,ORDENANTE,BIOMETRIA,true,196.79.242.178,0.30
C001155,TX0008828,ORDENANTE,SMS_OTP,true,36.241.59.157,0.63
C000544,TX0008780,ORDENANTE,SMS_OTP,true,171.123.99.108,0.34
C000437,TX0001234,ORDENANTE,SMS_OTP,true,181.242.53.125,0.72
C000117,TX0000937,ORDENANTE,SMS_OTP,true,171.132.152.37,0.43
C001154,TX0005685,ORDENANTE,SMS_OTP,true,128.78.227.175,0.47
C000223,TX0002219,ORDENANTE,PASSWORD,true,148.210.6.3,0.48
C000798,TX0003213,ORDENANTE,SMS_OTP,true,168.121.119.12,0.71
C001056,TX0000933,ORDENANTE,SMS_OTP,true,77.109.21.188,0.90
C000167,TX0007733,ORDENANTE,BIOMETRIA,true,43.172.3.235,0.65
C000829,TX0005755,ORDENANTE,SIN_FACTOR,true,113.80.200.117,0.66
C000478,TX0004144,ORDENANTE,TOKEN_APP,true,31.193.137.23,0.42
C000184,TX0003503,ORDENANTE,PASSWORD,true,46.106.196.167,0.29
C000881,TX0005673,ORDENANTE,SMS_OTP,true,52.102.76.159,0.51
C000027,TX0000062,ORDENANTE,TOKEN_APP,true,110.37.73.138,0.50
C000967,TX0001924,ORDENANTE,PASSWORD,true,150.106.78.186,0.37
C000322,TX0005803,ORDENANTE,TOKEN_APP,true,67.84.43.244,0.45
C000989,TX0007235,ORDENANTE,SMS_OTP,true,197.136.189.197,0.47
C000332,TX0000265,ORDENANTE,BIOMETRIA,true,102.201.228.133,0.38
C000834,TX0008568,ORDENANTE,TOKEN_APP,true,131.58.97.254,0.49
C001057,TX0002721,ORDENANTE,SIN_FACTOR,true,186.143.99.120,0.35
C000047,TX0001736,ORDENANTE,TOKEN_APP,true,197.136.189.197,0.52
C000438,TX0001785,ORDENANTE,SIN_FACTOR,true,64.154.44.240,0.63
C001106,TX0007941,ORDENANTE,SMS_OTP,true,52.4.22.148,0.61
C000773,TX0005629,ORDENANTE,TOKEN_APP,true,53.101.149.53,0.63
C000143,TX0003644,ORDENANTE,BIOMETRIA,true,168.200.152.161,0.58
C000896,TX0005801,ORDENANTE,SMS_OTP,true,199.16.243.214,0.72
C000290,TX0001699,ORDENANTE,PASSWORD,true,24.170.167.41,0.76
C000472,TX0007950,ORDENANTE,PASSWORD,true,181.12.44.83,0.72
C001076,TX0007040,ORDENANTE,TOKEN_APP,true,143.155.236.80,0.58
C000617,TX0005405,ORDENANTE,BIOMETRIA,true,160.78.126.228,0.72
C000533,TX0003586,ORDENANTE,SIN_FACTOR,true,198.92.142.77,0.66
C000009,TX0008343,ORDENANTE,BIOMETRIA,true,30.245.82.181,0.60
C000420,TX0008665,ORDENANTE,SMS_OTP,true,114.105.188.245,0.51
C000101,TX0005592,ORDENANTE,TOKEN_APP,true,150.106.78.186,0.60
C000014,TX0007666,ORDENANTE,TOKEN_APP,true,51.36.131.4,0.40
C000355,TX0005700,ORDENANTE,SMS_OTP,true,165.54.34.158,0.42
C000635,TX0003759,ORDENANTE,PASSWORD,true,168.7.134.193,0.50
C001011,TX0002700,ORDENANTE,SIN_FACTOR,true,86.148.146.202,0.77
C000644,TX0002058,ORDENANTE,SMS_OTP,true,56.95.86.6,0.32
C000573,TX0004292,ORDENANTE,BIOMETRIA,true,80.240.110.192,0.56
C001024,TX0006865,ORDENANTE,BIOMETRIA,true,95.129.98.61,0.67
C000948,TX0000552,ORDENANTE,SMS_OTP,true,26.238.149.197,0.63
C000721,TX0008189,ORDENANTE,PASSWORD,true,75.236.226.170,0.68
C000471,TX0008344,ORDENANTE,TOKEN_APP,true,114.177.208.234,0.81
C000987,TX0007553,ORDENANTE,BIOMETRIA,true,88.251.43.144,0.55
C000571,TX0002092,ORDENANTE,TOKEN_APP,true,23.1.183.162,0.72
C000499,TX0000162,ORDENANTE,SMS_OTP,true,144.175.240.155,0.52
C000812,TX0001355,ORDENANTE,TOKEN_APP,true,182.218.113.153,0.50
C000245,TX0008669,ORDENANTE,TOKEN_APP,true,148.116.203.130,0.57
C000061,TX0000018,ORDENANTE,SMS_OTP,true,130.55.140.184,0.25
C000821,TX0007633,ORDENANTE,BIOMETRIA,true,72.179.11.123,0.60
C000490,TX0003680,ORDENANTE,SMS_OTP,true,100.14.238.17,0.55
C000199,TX0007849,ORDENANTE,TOKEN_APP,true,84.183.36.172,0.74
C001009,TX0002011,ORDENANTE,TOKEN_APP,true,47.115.6.56,0.55
C001198,TX0003226,ORDENANTE,SMS_OTP,true,90.215.82.94,0.35
C000878,TX0002401,ORDENANTE,TOKEN_APP,true,171.132.58.177,0.21
C001119,TX0001125,ORDENANTE,PASSWORD,true,61.32.124.160,0.24
C000476,TX0004984,ORDENANTE,SIN_FACTOR,true,31.193.86.11,0.61
C000377,TX0003440,ORDENANTE,SMS_OTP,true,122.193.1.17,0.36
C000532,TX0004875,ORDENANTE,TOKEN_APP,true,34.200.115.15,0.46
C001043,TX0002105,ORDENANTE,PASSWORD,true,23.27.149.248,0.29
C001166,TX0008602,ORDENANTE,TOKEN_APP,true,45.252.116.162,0.33
C001195,TX0007817,ORDENANTE,PASSWORD,true,97.43.227.77,0.34
C000897,TX0001696,ORDENANTE,SMS_OTP,true,136.171.24.42,0.19
C000461,TX0004920,ORDENANTE,BIOMETRIA,true,23.115.37.23,0.66
C000876,TX0001540,ORDENANTE,TOKEN_APP,true,119.206.55.15,0.55
C000978,TX0005462,ORDENANTE,BIOMETRIA,true,138.76.146.252,0.62
C001088,TX0002680,ORDENANTE,BIOMETRIA,true,160.94.211.45,0.61
C000524,TX0002423,ORDENANTE,BIOMETRIA,true,68.82.151.7,0.46
C000613,TX0000238,ORDENANTE,BIOMETRIA,true,86.225.52.109,0.51
C000213,TX0008930,ORDENANTE,SMS_OTP,true,61.215.239.56,0.53
C000455,TX0000126,ORDENANTE,TOKEN_APP,true,152.71.195.24,0.45
C000601,TX0001723,ORDENANTE,SMS_OTP,true,175.49.27.130,0.53
C000664,TX0002357,ORDENANTE,PASSWORD,true,159.92.117.84,0.39
C000300,TX0008634,ORDENANTE,BIOMETRIA,true,139.71.123.62,0.46
C000082,TX0008679,ORDENANTE,TOKEN_APP,true,145.180.57.174,0.50
C000005,TX0005923,ORDENANTE,TOKEN_APP,true,131.149.244.36,0.54
C000304,TX0008371,ORDENANTE,SMS_OTP,true,128.249.74.44,0.35
C000247,TX0004012,ORDENANTE,PASSWORD,true,179.138.214.207,0.71
C000793,TX0003818,ORDENANTE,PASSWORD,true,36.120.58.159,0.21
C000641,TX0007185,ORDENANTE,SMS_OTP,true,196.191.31.210,0.67
C000142,TX0006717,ORDENANTE,SMS_OTP,true,135.104.139.164,0.63
C001094,TX0000031,ORDENANTE,SIN_FACTOR,true,156.92.170.173,0.65
C000330,TX0006523,ORDENANTE,SMS_OTP,true,89.13.75.7,0.40
C000777,TX0000083,ORDENANTE,SMS_OTP,true,102.65.15.36,0.62
C000283,TX0006786,ORDENANTE,BIOMETRIA,true,90.16.93.58,0.60
C000057,TX0001700,ORDENANTE,SMS_OTP,true,104.24.182.6,0.28
C000917,TX0004455,ORDENANTE,PASSWORD,true,58.24.118.93,0.68
C000809,TX0005362,ORDENANTE,TOKEN_APP,true,149.214.133.207,0.61
C000925,TX0002565,ORDENANTE,SMS_OTP,true,152.50.152.197,0.78
C000466,TX0002297,ORDENANTE,BIOMETRIA,true,33.192.222.211,0.83
C000171,TX0008305,ORDENANTE,PASSWORD,true,57.178.11.248,0.64
C000070,TX0005455,ORDENANTE,TOKEN_APP,true,179.138.214.207,0.50
C000266,TX0005056,ORDENANTE,TOKEN_APP,true,78.244.59.40,0.71
C000968,TX0003704,ORDENANTE,SIN_FACTOR,true,198.61.76.121,0.83
C000177,TX0003387,ORDENANTE,TOKEN_APP,true,148.190.41.218,0.56
C001051,TX0008446,ORDENANTE,TOKEN_APP,true,28.197.24.37,0.32
C000754,TX0008393,ORDENANTE,PASSWORD,true,79.146.84.84,0.67
C001051,TX0006553,ORDENANTE,SMS_OTP,true,28.197.24.37,0.39
C001165,TX0007771,ORDENANTE,BIOMETRIA,true,119.206.55.15,0.54
